,GSM758901,GSM758908,GSM758921,GSM758928,GSM758961,GSM758973
EFCAB6,-0.75763524,-0.5483151,1.4777958,0.45507884,-1.3421475,-0.89799315
RCSD1,-0.25474072,-0.086873055,-0.70263004,-1.2357721,-0.849164,0.14201069
MRPL34,0.44573212,0.5746727,0.44129658,1.0094414,0.9462366,0.44750404
MRPL35,-0.109451294,0.16830444,-0.096321106,0.43004608,-0.24948025,0.47289944
MRPL32,0.12441826,0.18920135,0.021269798,0.25071716,0.42284012,0.34226036
PIGY,-0.06371021,0.15895557,0.3476534,0.0490427,0.9409418,-0.14451027
EDRF1,-1.2655373,-0.30582952,-0.47502613,-0.4834137,0.37738895,-0.029241562
TMEM44,-1.5610577,-1.60501,0.41346717,0.7426102,0.065573215,0.4405043
CTLA4,3.3176174,2.100593,4.528268,4.2465224,5.592601,2.57698
NELFCD,-0.22970772,-0.016338348,0.2871914,0.12866211,0.33010006,-0.11471367
ROM1,-0.5136986,-0.12865973,0.08145189,0.6396918,0.04195547,0.01261425
MRPL49,0.12035179,0.35843468,0.1468296,-0.1540966,0.2645049,0.16464853
MRPL52,-0.18594217,-0.22601557,0.6981468,0.89126205,0.26060867,0.124837875
PSMA6,-0.15734386,0.13691998,-0.2339201,-0.050395012,0.15040302,-0.14021492
PSMA3,0.04094982,0.2872858,-0.3518572,0.05330944,0.13851833,0.38778114
PSMA4,0.059720993,-0.085948944,-0.33331203,-0.5411434,0.0599823,-0.029985428
MRPL51,-0.12984657,0.38501167,-0.49362373,0.4647541,0.34508514,0.33236504
PSMA2,-0.10089874,-0.13739586,-0.03307438,0.47119522,0.5970135,0.019942284
PIGA,-0.6994786,-0.47853756,-1.2321324,-0.598423,-0.6487303,-0.85052824
KCNMA1,-0.95568466,-0.21795726,-0.45204496,-1.5362744,-3.2404022,-1.1078587
PIGK,-0.040783405,0.51046515,-0.004456043,-0.62534523,1.1167212,0.012969971
TMEM106C,0.20008087,1.1334515,-2.8302603,-1.3374119,-1.368638,-0.38965607
PIGL,-0.38829374,-0.11801529,-1.2666659,-0.6321926,-0.14735222,-0.71489716
TMEM106A,0.6172838,0.90287304,1.04035,1.5694094,-0.063648224,0.51408005
ZNF234,-0.21254826,-0.15137005,0.40941143,0.4472189,-0.34846783,0.08472061
SERPINB10,-0.33980632,-1.2710608,0.37691665,-0.51984346,-1.4013288,1.2689705
TAMALIN,1.9079742,0.40488815,-1.9334769,1.3816051,0.6680021,2.442337
RPLP1P6,-0.437953,-0.035946846,0.13257313,0.355237,-0.31699944,-0.26082325
DMAC1,-0.98478866,-0.41383123,-0.47392654,0.22337818,-0.20102644,-0.6266711
SRRT,0.5302501,0.62190104,0.5105362,0.2564354,0.94255066,0.53180504
TMEM74,-0.5115016,-0.3327881,1.5767688,0.71690094,-1.2693034,-0.62665904
PSMA7,0.18144798,0.20261002,-0.05265236,0.17366982,-0.16732311,0.22601795
TMEM69,-0.028262138,0.11120701,-0.38831806,-0.1254797,0.48031902,-0.005833626
PSMB5,0.32264614,0.45355892,-0.046619415,0.1105299,0.8244219,0.39557266
PSMB2,-0.033994198,0.106631756,-0.56399345,0.26564217,0.040637493,-0.72576714
HAS1,0.22183168,-0.6903988,1.0276932,-0.0720042,-0.3987962,-1.4090862
HAS3,0.5595434,0.32750773,0.37385154,-0.72517395,0.27971053,0.36159205
ZNF226,-0.44636726,-0.13909912,-0.19979382,-0.124622345,-0.4591589,0.119161606
ZNF224,-0.48461246,-0.22597504,-0.4366274,-0.3826146,-0.25472307,-0.033308983
ZNF223,-0.23558807,-0.09706974,0.08612347,-0.044456482,0.7749405,-0.4735918
TRMT10A,-0.32255983,0.074168205,-0.24073124,-0.078594685,0.365314,0.004564762
USP9Y,-0.7478202,-0.5747433,1.5484399,0.40642846,-1.3047208,-0.9091209
TMEM61,0.41318464,0.46086073,-0.55135417,0.43109512,-0.8224759,-0.4516046
TMEM62,-0.15708685,0.13802052,-0.84404564,-1.0379868,-0.2994051,-0.4073639
PSMB8,-0.11413956,-0.47657394,0.47821903,0.44893265,0.003247261,-0.32778454
TMEM60,-1.06851,-0.40945435,-0.004197121,0.95149994,0.43067265,-0.4357834
TMCO1,-0.18828297,0.08138561,0.2046442,-0.6966696,0.6668978,-0.2982788
PSMB9,-0.2403431,-0.60625076,0.45231724,0.30023575,-0.032766342,-0.2852745
SPSB1,1.8286085,2.2178507,0.97067547,1.867116,1.6084986,2.6806087
FABP3,2.4285307,1.6825476,1.5126209,3.266097,3.0156136,2.1220207
PSMC6,-0.024021149,0.21370697,-0.16864204,-0.28695107,0.7013378,0.29004288
FABP5,2.779625,2.5960064,-0.0135355,0.14193153,1.9815931,2.5753202
PSMC3,0.21623993,0.46308517,-0.43233395,-0.35034943,0.0867548,0.024653435
PSMC4,0.52569675,0.4477892,-0.3251114,-0.15081501,0.08297157,-0.24485493
CMKLR2-AS,-0.48973638,-0.34496492,2.9254336,0.6115142,-0.9222034,-0.7378833
FABP7,-0.76075315,-0.68297046,1.3108323,0.40223372,-1.4287757,-0.9996617
ZNF219,0.75945663,0.5386658,-0.6960077,-0.25500107,0.95070934,-0.14201927
PSMC2,0.40392113,0.6181221,-0.38090324,0.31516075,0.29741,0.4205408
SRRD,0.34553337,0.2858925,-0.02392292,0.16690254,0.81202126,-0.18927908
ZNRF3-AS1,-0.78123564,-0.40017116,1.4007769,0.372602,-1.3540264,-0.9913595
ZNF213,0.4785061,0.20997238,0.32231426,0.032899857,0.000729,-0.6444378
ZNF211,-0.3047297,-0.3070228,0.3557024,-0.13269877,1.1255121,-0.6417575
UGT1A10,0.21535206,0.30081105,1.0850058,0.18084717,-1.6527383,-1.2204177
ZBTB25,-0.42397928,-0.21613836,-0.6220403,0.27695322,0.05074787,-0.07934427
NCF4,-0.6220007,-0.1775732,-1.7549324,0.179389,-2.7452621,-0.9911308
ZBTB21,-0.051416874,-0.1680727,-0.71817636,0.9681392,-0.57462406,-0.49631643
RORC,-0.7217445,-0.46625173,1.46131,0.5925995,-1.3549323,-0.7966272
F13A1,3.0015259,3.365099,2.0605507,3.848404,2.062272,2.421565
ZBTB20,-1.6344023,-1.1858349,-0.010005713,0.06485319,0.001414299,-1.0915418
RORA,-1.2289581,-1.243217,-1.9522719,0.5311122,-3.254558,-1.2094378
SAYSD1,-0.78031063,-0.48947048,-0.53195953,-0.34887362,0.011629105,0.001265526
ZBTB22,0.093812466,-0.049637794,1.2392206,0.16950941,0.698061,-0.61769533
RORB,-0.7228064,-0.5447691,1.580769,0.38772595,-1.3175229,-0.11232877
SAT1,-0.87393,-1.339817,-2.3732681,-1.0606556,-1.0403643,-0.3058405
SESN3,1.4140997,0.2400546,-0.64662313,1.7788019,0.74771595,2.346054
SESN1,-0.325459,0.10954094,-1.2343173,-0.64344025,0.4787798,0.11875343
PIM1,-2.1307516,-2.4473925,-3.6761503,-2.70679,-2.0887928,-0.78767586
ROS1,-0.737277,-0.5688462,1.3715099,0.5111972,2.0131187,-0.830946
NEPRO,-0.30765533,-0.33414078,0.28540993,0.42812347,0.71834373,0.3841772
ZNF200,0.23879051,-0.2026062,0.14083004,-0.004209518,0.17090988,0.028981209
ZBTB37,-0.64298487,-0.2987156,-0.09533501,1.0136695,-0.08549309,-0.3517809
UBALD1,0.38863564,0.5155182,1.0787745,0.62051773,1.7186794,-0.082107544
ROR1,1.1850256,1.4592756,5.114161,0.41482604,1.476364,3.1012297
RAD54L2,0.047115326,-0.053783417,-0.005051613,0.5965309,0.35764503,-0.053378105
SQSTM1,0.009935379,-0.18378067,-0.64189243,0.055667877,-0.761405,0.9071579
RPL36AP6,-0.31896782,0.25748062,0.10181427,0.050556183,0.03834915,-0.14138603
TRABD2B,-0.71826714,0.20747828,1.4941565,0.4133376,-1.2933995,-0.9381269
OSBP2,-1.0962753,-0.9608444,1.1046807,0.05677879,-1.0618075,-1.3669622
BIRC8,-0.406487,-0.4780097,-0.40789938,0.31584072,-0.83196974,-0.464777
ISG20L2,-0.13775826,0.2899208,0.33910847,0.4115715,0.21692848,-0.14015102
CYP19A1,-0.79536706,-0.6827516,1.286037,0.48601437,-1.5488384,-0.14512312
TMEM26,5.1994286,5.579181,0.8499733,1.3383125,2.1912127,4.7448177
SLCO1B1,-0.675319,-0.49729687,1.4678316,1.0387084,-1.2810299,-0.78084666
ATXN2,-0.08821106,0.030321121,-0.3262167,0.1589737,0.3888321,-0.13234615
ATXN7,-0.05726719,-0.7063298,0.21161366,0.74530697,0.07250881,0.45051193
SLCO1B3,-0.5112769,-0.3636105,1.5789248,0.70634234,-1.3321248,-0.63546896
HMGN2P4,-0.29455566,0.15236282,-0.58579063,-0.27210045,-0.35125828,-0.25675106
THEM4,0.5200076,0.12964821,0.5911119,-0.3118689,-0.7733917,-0.049607277
THEM6,0.034124374,0.7211418,-0.22444725,-0.2732792,-0.19790936,-0.58527136
MFSD14CP,-0.060775757,-0.14046574,0.56513166,-0.037216663,0.8849883,-0.28917265
C9orf85,-0.18065453,-0.33481598,-0.09095955,0.17276955,-0.17597389,-0.076646805
ZBTB18,-0.29016256,-0.59981537,0.6124308,-0.33848262,0.87991405,-0.018063784
GOT1,0.20967674,0.5748005,0.15635872,0.25927925,0.65311813,0.45331573
ZBTB14,-0.024940014,0.02111721,0.54152346,0.06338501,1.0372419,0.07619381
ZBTB16,-0.31960964,-0.2796483,-0.39275026,0.10773373,-0.12433052,-0.33249807
GOT2,0.31303978,0.68839645,0.5094795,0.8324089,1.2184343,0.8478594
DCDC2,-1.2900813,-1.1671114,0.80104434,0.094495535,0.44174683,-1.167084
ZBTB12,0.072402954,-0.58158875,1.3029575,0.4799211,-1.4637177,-0.8821282
IGKV1D-16,-0.46885228,-1.0104028,0.98372316,0.62288094,-1.8582617,-0.65672934
ZBTB11,-0.13609505,-0.024198532,0.13293839,0.13305092,0.6198797,-0.2674265
DCDC1,0.1022439,-0.22993231,0.3914683,1.8111548,-1.0484474,0.104794025
PTPRE,0.719759,0.4915142,1.3529692,1.6437359,0.3333931,-0.047416687
PTPRC,-0.31878757,-0.276186,0.4181528,0.9875126,1.1119766,-0.7690487
TMEM19,-0.3347702,0.23653984,0.21876621,0.52871895,1.2088547,-0.29747963
IGHV3OR16-10,-0.13097763,-0.20366144,2.209381,0.59997845,-1.2990856,-0.5503254
FLT4,0.52272177,-0.43842793,2.091961,-0.140679,-0.05684161,0.64469814
LRRK2,0.79031754,-0.026374817,-0.37679577,-1.3585463,-0.22856522,-0.6723275
RASGRF2,-0.55555475,-0.9012001,1.0339174,1.1275682,-0.8469274,-0.12181735
ARRB1,-0.28855038,-0.23289585,-0.11199951,0.32482433,-0.6621971,-0.9196358
FASLG,-0.31480336,-1.6287096,0.23167944,-0.27285552,-2.527906,0.64031386
FUNDC2,-0.16957855,-0.23982239,-0.58619404,0.17638588,-0.26899433,-0.16952229
NCK1,0.20502472,-0.029129028,0.2153759,0.4747162,1.1045055,0.80850315
NDUFC2,0.22574711,0.6336508,1.1813316,1.3027182,0.50872135,1.0189753
BIRC5,1.1221905,2.5794258,-4.610843,-3.3933043,-4.9357753,0.56457806
MTRF1L,0.23286104,0.28499556,0.091849804,-0.6568408,0.74996185,0.5482516
BIRC3,4.5301485,3.1652498,0.783041,3.1570215,2.8677711,6.0823154
C9orf72,-1.3484464,-0.76323795,-0.31818008,-0.6472206,-0.24068928,-1.1962123
RBPJL,0.4446417,-0.0944047,1.4543358,0.47270215,-0.6093104,-0.58340496
ITIH5,-0.43615788,-0.52976733,1.5861752,0.506922,-1.3203031,-0.8333481
ITIH4,-2.1954317,-2.637261,-1.3457193,-0.66110706,-1.5972643,-2.5249357
NDUFB8,-0.005545616,0.47757053,-0.43966293,0.7065649,-0.35722637,0.33512783
NDUFB7,0.03684044,0.24750519,-0.39016628,0.5647831,-0.008598328,-0.49558163
USP27X,-1.3540509,-1.9863493,-1.8927383,-1.2621596,-4.7065334,-3.9911618
ZBTB49,-0.5251441,-0.33608198,0.27001333,-0.049962044,0.16245508,0.004657745
MAK16,-0.02203846,0.011704445,0.4347906,0.06102276,0.7850189,0.24871063
NDUFB2,0.32984734,0.48316193,0.59298706,0.833786,0.032403946,0.2800007
RNASE2CP,-0.9387665,0.03505087,-1.6482422,-1.1071692,-1.39255,-2.0739915
ZBTB44,-0.8118782,-0.8647461,-0.110673904,0.49515533,-0.5087166,-0.8455639
ITIH1,0.7168746,-0.34680843,-1.4100771,0.54055977,-0.6767235,1.7838693
CXXC4,-0.7817973,-0.61966205,1.4598738,0.39969003,-1.3334278,-0.93129426
CCL8,1.4356894,3.797593,-3.3181639,0.6395383,-3.0041432,2.783143
KIAA1328,-0.82396555,0.061214447,-0.4870577,-0.19792652,0.113064766,-0.47742558
CCL7,2.4980254,5.5455127,-3.186271,-4.1071897,-5.8537765,3.6528792
CCL5,2.6164818,1.3432312,-2.3810344,-1.6219387,-0.971158,2.3496456
CCL4,2.3335562,2.1647635,0.02369976,1.2614927,2.0280523,2.1589699
CCL3,0.7134285,1.4918365,-1.5096025,-0.4278946,1.1762037,1.2255869
CCL2,-0.6676674,1.8700199,-4.34013,-3.349594,-4.808563,0.69906425
CCL1,-1.9419918,-1.1443193,-1.6118822,0.23810005,2.149754,-1.3307419
NDUFA9,-0.11546707,0.48396873,-0.045022964,0.36947823,0.7341213,0.27682304
PTPN1,0.39684486,-0.04807663,-0.45681763,-0.1822834,-0.19954872,0.68953896
NDUFA6,0.21674728,0.5389347,0.3802204,1.0962582,0.1632595,0.59608364
NDUFA5,0.055581093,0.20442867,0.07243252,0.74718,0.45190048,0.22855473
NDUFA2,0.03637123,0.19921684,-0.045018196,0.8397713,-0.22995377,0.00703907
HIP1R,0.08617878,-1.2942734,-0.006013393,1.0149941,0.8355088,1.1183949
NDUFA1,0.3656292,0.27996254,0.5438957,1.2814388,0.12029743,0.4758377
CTNS,0.52612495,1.201088,0.7876377,1.6226406,1.9608088,1.2941666
CCM2,0.098594666,-0.16466141,-0.13340569,0.6490669,-0.39582348,0.45515156
PTPN7,1.2608805,0.88824415,1.6462274,1.1272707,1.2353797,1.156508
PTPN4,0.30718565,0.48024726,0.43727446,1.0316453,0.49917364,-0.028725147
PTPN2,-0.56645584,-0.7444458,1.2040548,1.5020523,0.98457146,-0.06490517
PTPN3,-0.5567637,-0.3781159,1.6542389,0.6724657,-1.2539424,-0.6925033
GDI2P2,-0.3685522,0.001765251,0.54664135,0.38279247,1.2378902,-0.3060856
CCNK,-0.10922718,-0.70761967,-0.23945332,0.6512499,-1.4558306,-0.49470806
CCNH,1.3938293,1.1235886,1.3643999,1.6140804,2.8848343,1.1281881
THUMPD1,-0.2146368,-0.10679674,0.14742088,0.030920982,1.0022154,-0.15229797
SPATA20,1.0694399,-1.1695871,0.3172922,-0.42226696,1.9793568,-0.25522327
PPIAP8,0.55033493,0.8754978,0.00465107,0.4060955,0.61038494,0.36974716
SPATA22,-0.39468884,-0.3948273,1.6157835,0.6281886,-1.2180933,-0.7740201
CCN6,-0.87115717,-0.68528277,1.4106927,0.23901105,-1.5407133,-1.0703921
CCN4,1.6527374,-0.5025727,1.7419004,0.569841,-1.3524096,-0.8267275
FAM53B,-0.037478447,0.066435814,-0.1251483,-0.11056566,-0.13879871,-0.16204453
IL12B,0.716002,-0.7092848,1.0278299,1.6771047,2.206997,2.5881386
CCN3,0.9369798,1.1563444,0.5609431,0.08139706,2.1123953,1.180088
KIF21B,-0.37013006,-0.01886797,-0.096609116,-0.22972155,0.11754608,-0.41778374
ST6GAL1,1.0524483,1.9975414,1.5525866,1.5525723,2.011775,1.1761541
ST6GAL2,-0.77159095,-0.5984642,1.4711541,0.41561234,-1.3280518,-0.91608375
RSAD2,-3.6882849,-5.489316,-3.1799827,-2.6264572,-3.7933536,-2.5666747
SFMBT2,0.14839172,-0.9529629,-3.5217218,-1.6300197,-2.5697966,0.6583848
ZFP2,-0.5619283,-2.0125303,-0.10349512,-0.95957994,0.18195128,0.16417122
CCNY,0.633667,0.79876137,0.475358,0.13841248,1.0898619,0.5278435
ALPK3,-0.93796134,-0.2580738,3.6058078,0.29839516,-0.38717508,-1.1018267
KIF20A,1.482161,2.8338566,-1.8830206,-2.8751326,-4.778327,0.7328367
KDELR3,0.035716534,1.044661,-0.8441038,-2.1884694,1.0838604,0.36635733
ZG16,-1.1055523,-0.6986618,0.94806445,1.331087,-0.23258865,0.098322034
KIF20B,-0.17725277,0.65871334,0.75066423,-0.4717698,-0.21848106,-0.50214195
ALPK1,-0.26965523,0.04824066,-1.1572723,-1.7202344,0.5641365,-0.13558674
CCNQ,0.41069984,0.1510334,1.224576,0.95282173,0.5597725,0.6185789
CCNO,2.3751202,1.0145938,1.1587658,1.4764504,0.72773314,4.0783634
ILRUN,0.416605,-0.37207985,0.7549753,1.5166664,-1.4554071,0.39096355
DEFB103B,-0.6449272,-0.55454487,6.864004,0.41129422,-0.89272225,-0.5441043
WNK4,-0.19188643,-0.64820004,0.2962222,-0.18927312,0.3554306,0.19214535
CD1E,6.3072534,3.6915326,7.972729,7.429421,9.274605,6.3758903
CD1D,-0.75907874,-0.7731923,0.93400514,-0.06585765,-1.5503064,-1.3876524
CD1C,3.4578447,2.133059,5.9641123,4.8809595,5.7853184,3.136219
CD1A,4.778629,1.0992846,9.297689,6.992986,8.303362,3.756743
ANKH,-0.30460358,0.3833685,-0.6198087,-0.3479905,-0.059912205,-0.9881816
SLAMF8,0.33615685,-0.001434326,0.5720501,0.91677856,1.4630537,0.00143528
TUBB8P9,0.43887734,0.037255764,5.4295793,-0.45487976,-0.05884719,-1.2344388
ST8SIA4,-0.061131477,-0.17483234,1.1784496,2.1429548,-0.1437254,0.28139782
SLAMF7,1.2806511,0.7455311,0.14273357,0.9476681,1.3007069,2.428872
HIVEP2,-2.3502984,-1.1484585,-3.5132036,-1.9381981,-2.5487266,-1.3801394
A2M,1.5693054,1.3784027,-0.6004286,-1.9750538,2.082962,1.3746319
SLAMF1,1.768439,1.2241771,4.5676003,5.6882954,2.9478695,3.2264645
CTSA,0.31108093,0.8929291,-0.88566685,-0.359787,-0.9761467,0.37125778
CCR1,-0.47610855,-0.24451828,-0.7602167,0.032032013,1.1223354,-0.70295715
LRRN3,-0.035612106,-0.2917037,0.15242958,0.40604258,-0.573308,-0.2799058
IQSEC2,-0.008874893,-0.5553951,0.7947531,0.21117783,0.4672308,0.3321476
ZFR2,0.7508755,0.691103,0.98144245,0.44067,1.208602,0.17821026
ST8SIA3,-0.7030023,-0.50878364,1.5820577,0.40933585,-1.3368423,-0.8857552
LRRN4,-0.05038035,-0.58856755,1.9926851,0.33505368,-1.3956552,-0.5735909
SURF4,0.22251415,0.4213419,-0.29270744,-0.006842613,0.34241486,-0.12304592
CTRL,-0.0616498,-0.42736578,-1.9963155,-0.7310705,-0.3480215,-0.48201323
WNK2,-0.6460503,-0.45414364,1.5581514,0.5687481,-1.2228183,-0.77434146
WNK3,-0.4686998,-0.92494196,1.0079777,0.1595459,-0.61282873,0.5924957
CD28,2.7583823,3.7270718,-0.31264448,-0.33531666,2.2081962,2.893477
CD27,0.56720877,0.3916731,-0.30024862,0.8413348,0.2865548,0.9445462
CD22,1.1538763,1.3077765,-2.3193538,-1.5328212,-1.5929437,1.3247828
CD40,0.52565,0.3991127,1.9381142,2.2456264,1.9385386,1.5123415
USPL1,-0.30330706,-0.24570894,0.2636299,-0.12167406,0.91397095,-0.6489625
PTGDR2,-0.6048174,-0.86261564,1.0949888,0.1861955,-1.6141028,-1.1804888
IGLL3P,-0.68384933,-0.34257746,-1.1510334,0.20755577,-1.0330915,-0.7971039
DIRAS1,2.8238773,1.9637337,1.7542124,0.89522743,2.5425434,1.442893
CTSZ,0.7493439,0.94172287,-0.7552538,0.53930855,0.63054657,1.299716
DIRAS2,-0.73579484,-0.6007424,1.3374605,0.54027104,0.46111345,-0.80016613
CTSW,2.1535163,1.0344963,1.0943642,1.366754,1.8631907,0.25065517
CD3G,0.12763071,-1.1458776,0.16766167,0.81644773,-3.3735352,0.20215082
PTPRJ,0.11863184,0.16488981,-0.6196747,0.80923843,0.17590332,0.52136517
CD3E,0.5644078,0.40547132,-0.07746506,-0.2737093,-0.42966843,-0.40153027
CD3D,1.0034761,0.1886363,2.408988,2.0023832,1.775034,0.5691538
PTPRF,1.3046355,0.054697514,-1.5172865,0.9458289,0.47802258,2.2900171
CTSS,-0.69233704,-0.25019646,-1.0169306,-1.8079414,-0.48201942,-0.8430977
EDA2R,0.91843724,-1.0531094,0.36152577,-0.13851738,-1.0102797,-1.2807918
LARP1B,-0.3856244,0.21877956,0.5650382,0.9227128,2.1152477,0.7323952
SPTLC1,-0.6670766,-0.1783657,-0.7800288,0.4008193,0.1751976,-0.3809867
CTSL,0.7899647,1.73736,-4.40127,-2.5629063,-1.0427799,0.8564091
CTSK,-1.8312397,-1.008482,-1.8519306,-1.9553423,-2.4997864,-1.4024601
NCS1,0.85381556,0.30043077,-0.7733078,-0.11069751,0.005619049,-0.005619288
CD38,-2.0669188,-2.0180402,-0.23310232,0.5550828,0.37807608,-2.6119995
CTSH,0.75769234,0.41124535,0.41369343,-0.15953064,0.83001614,-0.71857166
CCR8,-0.6864383,-0.5484187,1.408328,0.5241337,-1.3404567,-0.52708006
CTSG,0.062395573,-1.018703,-2.206493,-2.2906935,-1.7437592,-0.45010424
CCR7,8.017618,5.8196564,2.4240093,5.715065,4.833688,8.94964
CD36,-0.71681976,0.1790657,0.6755886,1.1613264,1.0384703,-0.053984642
CCR6,-0.52333283,-0.44590473,5.3042374,6.2398033,2.984303,1.5601382
CCR5,0.79387283,0.3733406,1.6680613,0.7220173,1.8387775,-0.019132614
CTSE,0.19837618,0.33715105,-0.51866627,-0.08906174,-0.00420475,0.08036184
CTSD,0.8658571,1.0661745,-3.0506506,-1.503171,-1.7519636,0.15775299
CCR4,0.5170677,-0.5437671,1.2251875,0.6037996,-1.3224936,0.06926119
CD34,0.53270245,-0.56242305,4.35231,3.638914,2.5739393,-0.84970194
CTSC,1.8808498,1.9911003,2.768404,3.957571,2.3686361,1.9699898
CTSB,1.9427643,2.5569744,-0.48710155,0.72331715,0.5051756,1.8504505
CCR2,-0.41722345,-3.1769476,-0.15500116,-1.3740497,2.0952487,-3.6139793
CCT2,0.1310482,0.73573875,0.19935894,0.17708969,0.3351965,0.7119026
SEC13,0.3046999,0.4092474,-0.23456287,-0.3189745,0.3268118,0.20345879
ANO8,-0.38302422,-0.27489233,0.7719145,0.8711262,0.44798946,-0.2950058
PLAAT1,0.18742251,-0.6443378,3.357981,3.9908693,-1.645487,-0.9134708
ANO9,3.0273166,1.3242693,1.8614655,2.8776665,1.6793942,4.509474
ANO6,-0.3059063,0.307621,0.11739349,-0.2794819,0.66012,-1.0303469
PLAAT2,-0.3860352,-0.5380719,1.2418685,2.1011205,0.5934391,-0.4744768
HBA1,0.10072231,-0.34410238,-1.009893,-0.62780213,0.33018494,-0.56179714
ANO4,-0.47959077,-0.2872135,1.7689939,0.6401737,-1.162575,-0.37201697
YBX1P2,1.1648502,0.43686676,0.48169327,0.25654793,-0.07472324,0.63753986
ANO1,-0.6000007,-0.44278204,1.5521369,0.5450244,-1.3600585,2.1927006
NCR3,1.9061275,0.29441738,4.599646,3.831534,3.0368667,1.5023513
NR5A2,0.3069713,0.96389794,-0.58979964,-0.007671595,-0.9522464,-0.5317185
CD48,-0.55980396,-0.65944004,-1.8710451,-3.4862309,-0.7231941,-1.1799021
CD47,-0.28367043,-0.17589188,-0.752861,-0.3014946,0.711503,-0.28778267
GLCCI1,-0.6454296,0.2651806,0.24870396,0.3224883,0.13403606,-0.6169481
CD46,-0.54045534,0.32957602,0.28198957,0.40111828,1.1544161,0.42741776
CD44,0.27615547,0.19113922,0.20065308,-0.001285553,0.74955463,0.62616444
RAMP2,-0.5939377,-0.10942757,1.5224584,0.4286399,-1.3664095,-0.9121333
MARCHF2,0.041929245,0.87278175,-0.3270607,0.61348724,-0.08566761,0.5601959
RAMP3,0.6768398,-0.19144535,0.47632432,-0.4069116,0.8531511,0.6028187
MARCHF1,-0.39597225,-0.29313278,0.4358759,0.2986269,0.82569885,-0.8830452
SLC43A3,1.0372162,1.2295341,-2.2723188,-3.6518126,0.20234203,0.32292652
CD5L,-0.2499845,-1.0037069,1.0285388,0.08256066,-1.019667,-0.81137323
CAMK2N2,-0.6426239,-0.07714844,-0.39898014,-0.23936367,-0.7947626,-0.6162367
HSF2,-0.5974796,-0.48923612,-0.7344339,0.4877696,0.58831453,-0.31338358
GPC3,-1.2518774,-0.687168,0.7970519,-0.08407867,-2.0044494,-0.42242765
ANKRD36BP2,-0.2376728,-0.008478165,0.10132694,0.31497765,0.15298939,0.2864685
CD59,-0.25245523,0.11733246,2.398285,2.7011013,1.7181749,1.0492153
HSF5,-0.38311362,-0.47113597,1.5781405,0.49455798,-1.3905116,0.36262727
GPC4,0.2359333,-0.1785922,-2.7813907,-2.8351364,0.9557247,-0.07855034
GPC6,0.598331,-0.6832216,0.8708136,-0.03703928,-2.1353984,0.47733498
CD55,-1.5942569,-1.4038563,-1.8086138,-1.1443005,-1.101387,-1.77807
LNPK,0.32572746,0.7385826,0.48194218,0.20147324,0.9094753,0.08226967
CD74,1.6115208,0.47293854,2.4512854,2.3315144,1.6285849,0.8061323
TMUB1,0.47190094,0.53783035,0.45914364,0.69071007,-0.17482948,0.2918911
TMUB2,-0.10936546,0.00107193,-0.10583401,-0.61701775,-0.19272614,-0.37922096
GPAM,-0.1773839,0.36422157,0.4563489,-0.47647333,0.13488245,0.1121254
CD69,-3.0942786,-3.8121016,1.5213809,1.3993006,1.3736229,-2.3713882
IL17D,-0.92099684,-0.7296299,0.99752843,0.2537284,-1.8509287,-1.2523954
CD68,0.7854271,1.2850113,-0.97065926,-0.82997894,-1.1431713,-0.3879633
IL17C,0.4198327,0.27034283,-0.4752493,-0.15319705,-0.16316986,-0.030002832
IL17B,-0.35010207,-0.2709577,1.8300503,0.41024125,-1.336601,-0.12951767
IL17A,0.57950974,0.7041435,-0.36070776,0.0946393,0.5494337,0.03482914
CD86,0.32373047,0.45477295,-1.2093315,0.45537758,0.16105556,0.8657751
SCARB2,0.008906364,0.1027689,-2.767252,-1.1634054,-1.4218674,-0.002520561
LRRC8C-DT,-1.1465902,-0.36544418,-0.7613406,0.69132423,-0.22101688,-0.55109835
CD84,0.01662445,0.32218552,-0.18348885,1.1682816,-0.054163933,0.3787918
DCLRE1C,-0.3911314,-0.44407177,0.5788946,0.6093397,0.5171499,-0.7579746
CD83,3.5589075,2.486041,1.0274124,2.7322435,3.1073627,4.526786
CD81,0.89602757,0.6608124,-0.001915932,0.20336056,0.98507786,0.9780178
CD80,0.31319475,0.46174908,1.9375172,2.2469826,2.478922,0.5358925
GEMIN2,-0.49132156,-0.11935377,-0.5037379,-0.032445908,0.18008232,-0.9017525
GXYLT1,0.19143295,-0.07251978,0.23296738,-0.3588543,-0.15831137,0.65548897
GIMAP8,-2.499916,-1.7885761,-5.349762,-3.8951602,-5.9128275,-4.2123923
PPFIA1,-0.3549881,-0.07550049,-0.8993864,-0.22776794,-0.25330448,0.07813549
OSTF1,-0.4478526,-0.6013088,-0.47505093,0.538064,0.50972843,0.15970516
SBF1,0.4174366,0.06455612,0.5308838,0.2884941,0.4180174,0.030100822
BAHCC1,-0.18279171,0.13888359,0.6519232,-0.025046825,0.005569458,-0.903419
PPFIA2,-0.17055976,-0.89822334,0.7930722,-0.10865641,-1.0405025,-1.4517125
KIRREL3,0.5473678,0.26052785,2.6272357,0.69124746,-0.04262972,-0.6360421
CD96,0.2523365,-1.5222332,0.17451501,0.36613488,-2.4688392,0.9216294
SLC30A8,0.56915474,-0.8882938,1.1458433,0.2837553,1.67171,-1.2755911
