,GSM758903,GSM758910,GSM758914,GSM758924,GSM758944,GSM758951,GSM758956,GSM758964,GSM758968
RCBTB1,-0.8940444,-0.91079235,-1.4218073,-0.99703264,-0.7053461,-1.3210092,-1.2792201,-0.4459796,-1.4751482
RCBTB2,-1.4067774,-2.1043034,-1.1376505,-2.3311472,-2.0220394,-1.8708143,-1.5041084,-2.0016203,-1.446065
LGALS3,0.05013275,0.25875378,0.22168446,-0.24342155,0.20224667,0.11304283,1.3089333,-0.016178131,0.58410645
C4A,5.3776875,4.539151,3.8778925,5.38414,4.27882,5.2576103,3.2822552,4.515073,4.6133423
MT2A,3.3145351,2.0554314,2.812685,2.6965446,3.0540266,4.1441193,5.7927837,2.213808,3.0886765
LGALS1,-0.4039936,-0.31318283,-1.0783119,-0.002962112,-0.5137615,0.5982609,1.5967274,-0.5348587,0.33127213
IL36A,0.1510899,0.0719924,-0.64930916,-0.8239732,-0.050495863,0.08152819,2.036739,-1.337687,-0.6239605
IL36B,0.23618221,-0.36097622,-0.0655787,-0.6192765,-0.74274945,0.01534605,1.9365973,-1.3714073,-0.7555907
PEG10,-0.4878086,-0.21681386,-1.0472449,0.66219664,0.53029215,0.99649775,3.2758174,-0.389248,-0.3897866
TNFSF10,3.4938622,2.9464045,3.9997416,2.9203968,3.7874832,3.462164,3.5585442,3.3813925,2.6362858
TNFSF11,-0.2626189,-0.13300943,-0.3041749,0.6352459,0.6090281,1.3218629,3.3649478,-0.033560872,-0.11752987
ATXN7L3,0.5093775,0.7024908,0.4123516,0.18302822,0.5803566,0.7131033,-0.57166195,0.658576,0.43387508
LGALS7,0.1537404,0.18482828,2.8467484,0.14254856,0.3471632,-0.006211281,2.8680382,-0.46317387,0.6942587
CER1,-0.2497558,-0.025231004,-0.97615504,0.7285106,0.7182108,1.1730856,3.5121808,-0.23040378,-0.22881013
QRSL1P1,0.7357383,0.91080475,0.5796933,0.82228756,0.36359024,-0.26404524,-1.2992244,0.95020103,-0.09798241
LIMCH1,-1.7045722,-0.5859773,-0.7113683,2.3003597,-0.1814456,0.5241754,1.7037702,0.06256795,3.0970216
DRAIC,0.34868932,0.4219036,0.8713527,-0.33321476,-0.12679219,0.8696861,2.4425683,0.030146837,0.38272452
ZNF542P,0.6711683,0.70133543,1.2405767,0.77065945,0.2619691,1.1211443,1.295785,0.9848299,0.1407218
CRISPLD1,-0.069185734,0.3484943,-0.9805616,-0.10409534,1.0325992,1.5480683,2.892379,0.75749636,-0.25286353
CRISPLD2,3.1410327,1.8561935,3.7941046,3.0800824,3.1311283,4.167937,2.9196582,1.7926388,3.536026
NINJ2,0.030147552,0.5146694,-0.63041306,0.9511318,1.5697546,0.2718792,-0.39359093,0.18244839,0.045715332
SUB1,1.0177689,1.567173,0.91606236,1.562212,2.0905008,0.66017723,2.710905,1.5140676,1.424818
NINJ1,1.7105932,1.9592419,1.8596802,1.3292265,1.4278479,2.8728247,2.2423716,2.0498009,1.7005568
GLIS3-AS1,1.0802454,-0.6342603,0.18928587,0.003621459,0.106678486,0.52341187,2.8054047,-0.84945464,-0.8956157
BTK,-0.37592793,-0.61305094,-0.6575389,-1.1662517,-1.1647654,-1.2453175,-0.6911235,-1.0186334,-0.7074814
MT1F,3.3017664,1.5952682,2.923809,1.9939604,2.4502468,4.7625113,6.3582106,1.9870996,3.1647215
KCNQ4,0.90619326,1.7842455,-0.6877537,0.15008831,1.0027285,0.7118063,2.7984333,-1.1849799,0.18122864
MT1H,3.848153,2.2050257,3.2324638,2.1582308,3.0528002,4.693328,6.318507,2.518179,3.0706873
DOCK9-DT,-0.5547537,1.7198119,3.2394955,0.3490212,0.5413474,1.3582537,3.2750528,0.5292804,-0.34405696
CES3,-0.33337235,-0.00851202,-0.7915213,-0.05013275,-0.26506376,-0.69471717,0.7569883,-0.59329057,-1.0368445
CES2,-0.123906136,0.26264906,0.002948284,0.051905632,-0.17838764,-0.30341387,-0.2647195,0.18607569,-0.6167693
CES1,5.5861425,4.1248884,5.4488964,3.9262762,3.2226915,5.508806,5.602188,4.845212,4.6306057
GRB7,0.56174326,0.08684158,0.6352377,-1.4412293,0.3138914,0.4855857,1.3254652,-0.39903212,-0.14807606
CETP,-1.6309688,-2.0479198,-0.92477417,-1.3672633,-1.5229093,-0.8004091,1.6770964,-2.0582356,-1.7984271
AARS1,0.17228794,0.4353485,-0.63154507,1.0122461,0.79483604,-0.14506245,0.38014507,0.35525322,0.19820118
SDC4,2.0760307,2.3862486,1.8502016,2.3601322,2.3663692,1.6536083,1.1529293,2.2015524,2.023983
DHX8,0.29599667,0.33051586,0.31917572,0.11254978,-0.0814209,0.7472029,-0.6860485,0.25463486,0.23779774
RRAD,3.6707578,4.2380996,3.6724572,4.1654077,4.5483212,4.917065,4.0669036,3.6361175,4.8943543
SDC2,-0.5779979,-0.11938095,-0.16962624,-1.8268819,-0.1444211,-0.6124871,0.78399754,0.5133486,-0.06845188
ZBTB2,-0.036231995,-0.2608037,0.917099,0.13860321,-0.40699148,0.65271187,0.6951313,0.23193645,0.010520935
NKAIN3,-0.86827135,0.25619006,-1.4372771,-0.29413188,0.018636465,0.88199496,2.666895,-0.899382,-0.900087
H3C1,-1.330843,-1.609704,-1.3086815,-1.8156357,-1.189477,-1.5528984,-1.330864,-1.7581425,-1.1732864
STK38L,-0.553905,0.00982666,-0.17133856,-0.58323336,0.11922455,-1.0370574,-1.266417,0.21216726,0.03922844
H3C3,0.8141098,0.9100704,0.7683058,0.5727196,1.0494251,0.31145287,1.3218021,0.7795162,0.69639397
KCNN3,-0.36329097,0.67691517,-0.0359931,0.46923566,0.59492314,1.7822092,3.4906702,-0.3042432,-0.22705436
APOE,-0.32825565,-0.2639761,0.69045544,-2.3474436,-1.4580173,-0.33106518,1.5652208,-0.19221306,-1.2505598
TNFSF18,0.5914252,2.570844,1.0324287,1.0281196,3.9425824,0.7895293,2.9941409,1.6820998,-0.27012157
SLC10A4,0.24509847,-0.65313315,0.015491247,0.22010744,0.09879708,0.5561652,4.1226234,0.25649834,0.5873995
NTNG1,-0.47616446,-0.22344702,-1.0247332,0.624944,1.2184219,1.8358524,3.3546376,-0.43042248,-0.40342742
MSR1,-2.5104675,-3.7666268,-1.9780321,-3.678814,-3.5093331,-2.5876708,-1.493041,-2.7682114,-3.5647945
XBP1,0.29761314,1.1071815,0.3158598,1.2323093,0.9257479,0.3538437,0.36356163,1.1076508,0.3885727
APOBEC3F,0.64359474,0.7488384,1.1620474,0.38707733,0.7368479,0.78121376,-0.04475403,0.85922337,0.61135864
SLC10A7,-0.7907772,-0.5072165,-1.3281602,0.39350736,0.2378751,0.70030713,2.9843338,0.3973391,-0.69441485
APOBEC3G,2.6547842,3.0609102,2.9125566,2.9523115,2.9347477,2.261016,1.6092367,3.2979107,2.5938177
TNFSF14,0.74812126,-0.5049982,-0.007788658,-1.1899815,-2.3953075,-0.04950905,0.13353729,-0.65091515,0.24086952
TNFSF15,-3.4435427,-2.3225832,-3.3065104,-0.5775871,-3.3200388,-2.5365858,-0.5142884,-2.629346,-0.9681802
SLC10A2,-0.5512495,-0.45770597,-0.47665215,0.52092457,0.65989876,-0.47816205,1.8244865,-0.20254493,-1.93436
TNFSF13,-1.0206146,-1.7900305,-1.6074305,-1.8592548,-2.418786,-1.3565655,-0.71958923,-1.7279339,-1.0261211
IGF2,-0.19765925,0.009421587,-0.58918715,-0.04113388,-0.045902252,-0.09495616,2.559372,-0.8155986,-0.45331657
IL36G,-1.031013,0.09220147,1.0343833,0.61121774,-0.42513156,1.8615718,2.1588883,0.27516294,1.3932979
SUCO,0.6259403,0.9919739,0.56643677,1.4252949,0.99765587,1.1645794,0.84681606,1.2019873,1.3109055
IGF1,-1.5977114,-1.6814563,-1.1709766,-1.085124,-0.9441923,-0.4802053,1.7610328,-1.664571,-0.87653685
CPLANE2,1.0628109,0.59608793,0.6427059,0.3371575,0.34327698,0.585444,2.4891477,0.63382626,0.6901593
BST2,1.7549458,1.6480541,1.9013786,1.2949371,1.9488335,0.9213066,2.8977928,1.5229607,1.4556618
BST1,-0.47359848,-1.0838261,-0.17948627,-1.5146909,-1.0376949,-1.8344631,-0.6120529,-1.1736422,-1.5001345
MSRA,-0.10342789,0.14233017,-0.58527756,-0.40317583,-0.30454445,0.24585533,1.4338245,-0.33980274,1.8988876
MC1R,-0.15922832,0.05229473,0.30492783,-0.6772313,0.05964279,0.6058874,0.3999548,0.034046173,-0.22789669
ZBTB6,-0.13147879,-0.04856062,0.37269306,0.92670107,0.33362103,-0.5133462,-0.10665083,-0.050430298,-0.53226995
SDC1,0.7111435,0.30545568,0.44814157,-0.45870376,-0.08360338,1.7819424,1.3143978,-2.3062367,-0.31987095
GRB2,0.15829849,0.08738804,0.46552658,0.088041306,0.28319645,-0.18047333,-0.41490555,-0.09755039,-0.09528923
GRAP,0.31157494,-0.1424861,0.6250658,-0.4137168,6.974255,0.8900013,-0.027709007,-0.33166695,0.27312422
MRPS15,-0.2875166,-0.34349537,-0.61159706,-0.86513424,-0.77001286,-0.1125288,0.3073759,-0.57819366,-0.13609791
MRPS11,0.050917625,0.016697884,-0.29386902,0.13554096,0.43598366,0.4602995,0.56175613,-0.030193329,0.20668697
C8A,0.42378855,0.27190232,-0.14417124,-0.659323,-0.20055056,0.5872829,1.3077297,-0.9084327,-0.45230508
DMBX1,0.7617302,-0.1992836,1.455926,-0.32960844,-1.8387535,0.7341757,0.8280039,0.16569853,-0.8397007
RAC3,-0.28641415,-0.55172586,-0.7979846,-1.3842669,-1.8509731,-1.069098,-0.52156353,-1.08149,-0.8735094
BBS9,-0.6730852,-0.81321526,-0.33446598,-0.7339716,-1.2651834,-0.41880226,-0.6644373,-0.52896357,-1.0986547
FCER1A,-7.6368003,-7.3066115,-8.265625,-6.671909,-6.604868,-6.179493,-3.9200635,-7.4867344,-7.054194
SDF2,0.7597275,0.9581642,0.8545284,0.27889824,0.6978674,0.86211395,1.2325726,1.0395565,0.7286091
BBS5,-1.8423026,-2.0903714,-2.4723577,-2.3501675,-2.2446294,-2.2994006,-1.212657,-3.2262142,0.08537483
EIF5AL1,0.6544914,0.8332224,-0.34271812,0.66903496,0.28936386,0.013751984,0.13344383,0.40921974,0.25999832
MRPS28,-0.22447205,-0.3143406,-0.7764635,-0.12993622,-0.41273022,-0.3721676,0.77020645,-0.24667645,0.10140419
ZHX2,1.655899,2.4508934,1.6934738,1.9259224,1.8188343,2.6552315,1.3600998,2.3258877,1.6359024
PCYT1B,-0.26455718,-0.03520143,-0.9173745,0.764891,0.7048187,1.1667945,3.5132434,-0.24294055,-0.22900689
FCER1G,-0.5461607,-1.2628965,-0.010800362,-2.0127954,-1.2883463,0.70040035,0.09265995,-1.1090336,-0.7537012
ZHX3,-3.7521505,-4.1425753,-4.071605,-4.862568,-4.785843,-5.1036835,-3.241468,-5.2048845,-4.6269507
MRPS27,-0.32726288,0.039731026,-0.6673565,-0.41922188,-0.22306633,-0.1475544,-1.5706911,-0.16147423,-0.06558418
SYK,-1.5115423,-1.5441217,-1.5235424,-2.2909956,-1.9879198,-1.6129255,-2.3456059,-1.3688679,-1.9017916
MRPS22,0.18961906,0.09231758,-0.15883827,0.03568268,0.21137905,0.094306946,1.008604,0.17373657,0.26345825
MRPS23,-0.08822441,0.023694038,-0.30404472,-0.08848953,-0.41121006,-1.232111,-0.85628986,0.002732277,-0.47955894
MST1,0.033701897,-0.044981003,-0.21392345,-0.4320116,-0.5820761,0.5189543,0.445179,-0.13872147,-0.30183506
GAB1,-1.473414,-1.4601371,-0.961143,-2.1747758,-1.6017575,-2.2822828,0.04865265,-1.0305254,-2.4725978
CACYBP,0.4446659,0.59873486,-0.47393703,1.0100079,0.005521774,0.27581406,0.07877159,0.49043465,0.49422264
CNKSR2,-0.6080797,0.3727417,-1.414392,0.43625236,0.20316434,-0.25923085,3.2460845,-0.44613838,-1.0743912
RAP2C,0.27772284,0.31468058,1.973022,0.90982294,0.3052411,0.33364725,1.5502095,1.0577826,0.8498502
CNKSR1,1.7303643,2.4301915,1.8444695,3.0078506,2.1202192,3.1073942,1.9486008,2.4627724,3.2578478
RNF144B,1.1023855,1.2528992,1.2278566,1.1634588,1.2674103,1.0211344,1.691123,1.335391,1.2276239
RAP2A,-0.7928624,-0.8962908,0.28992653,-0.07733059,-0.07378864,-0.39153767,-0.44428253,-0.3074293,0.23646069
PITPNM2,0.25798106,1.2876215,-1.5471222,0.44941044,0.2805786,-0.014009953,2.2773619,0.80591273,-1.3945125
CNKSR3,-0.6315985,0.01251936,2.2008004,0.6416149,-0.9737518,0.46838427,2.363958,1.002409,0.17677832
TLCD4,-0.3310846,0.036831975,0.034593463,0.4322778,0.72239816,1.1731635,3.2813258,-0.20797777,-0.3434056
FAM193B,0.28409338,0.14933586,-0.12774467,0.19061995,-0.3243749,-0.059311867,2.3265467,0.07195711,-0.050545454
ENSG00000253470,-1.6626934,0.15867734,-0.13647151,-0.003319025,0.26194882,0.1666503,2.1490471,-1.6404238,-0.966673
FAM193A,0.3386507,0.03361416,0.7539816,0.48190212,0.97468185,0.19529629,-0.23356247,0.01705265,0.8191309
CYLC2,-0.521291,-0.2644437,-1.0700904,0.5803938,0.48137593,0.963341,3.2840288,-0.17459118,-0.42724854
CYLC1,-0.2863229,-0.029480934,-0.76701605,0.62565374,0.68717337,1.2324317,3.5340397,-0.22958302,-0.2202788
TLCD5,2.9651494,4.1653414,2.1391706,4.4752684,4.530861,3.5075293,3.5396147,3.6115503,4.7473803
DYNC1I2,-0.362916,-2.2732232,-2.1338181,0.24637413,-1.105133,-0.5706067,-1.2723994,-2.8118594,0.24919748
SSNA1,0.35816574,0.32090092,-0.3133602,-0.25268745,0.026742935,0.20752525,0.11330032,0.17602444,-0.114255905
MRPS33,0.44927788,0.3927889,-0.010356903,0.5737457,0.19955826,0.37601662,1.0316963,0.24316025,0.9209595
MRPS34,-1.0428181,-1.4583187,-1.9032183,-2.0794392,-1.6140614,-1.1024399,-0.78476524,-1.5163441,-1.2221775
PRICKLE3,0.6836324,0.8830042,0.23389626,0.8349142,0.45065546,1.3354721,1.1837635,0.58406067,0.8980899
SH3BGRL,-1.134428,-1.0083494,-0.6514807,-0.9388237,-0.84077454,-1.4236469,-1.1504536,-0.5020542,-1.2589378
FHIP1A,-0.3801592,-0.16740441,-1.0020024,0.6866908,0.57486916,1.786355,3.398779,-0.37939727,-0.34809035
DYNC1I1,-0.9325607,-1.1654514,0.610368,-0.40767455,-0.4064963,0.01711011,2.2073572,0.7476301,0.4631405
DYNC1H1,0.12146473,0.5833349,-0.6069765,-0.1334734,0.1343832,-0.33243465,-0.84446144,0.29990196,-0.055428505
GAD1,0.7325635,1.1876621,-0.0551672,-0.08333087,0.7575245,-0.99763894,1.0662918,0.7632866,0.18385887
KLHL2,-0.3778839,-0.001485825,0.3169098,-0.3522148,0.121601105,-0.26896477,-0.40050507,0.060320854,-0.07343674
PEX10,0.36397362,0.5957451,-0.41033077,0.015340805,0.61512566,-0.015340805,2.854313,-0.901145,0.68292236
KLHL3,1.1833673,1.6423631,1.2369509,1.7238564,1.1553116,1.6932559,0.030117512,1.1853061,1.6406279
KLHL4,1.3443867,0.023438573,0.5798421,0.47719097,0.4098804,0.8464761,3.1438951,-0.5063251,-0.4825809
CFAP157,-0.53847235,-0.19259155,-0.87769496,0.25133395,0.47832453,1.3772542,3.2943587,-0.40125155,-0.32105064
PEX13,0.28058338,0.712903,0.86014557,1.0053911,0.75575066,0.86599064,1.5872738,0.8146305,1.2762308
VMP1,-0.9575262,-1.5446825,-0.2732954,-1.2737627,-0.789588,-0.38236332,-0.41383362,-1.1047373,-0.7844
PDCL3,-0.56516266,-0.7971258,-1.1160965,0.43614578,-0.55420303,-0.3712654,-0.21310234,-0.67057896,0.64603806
TFAP4,-1.0194516,-0.84116256,-1.4270045,-0.24316049,-0.06477463,0.27913356,2.5912635,-0.7015594,-1.013053
KLHL5,-1.1131344,-0.9322791,-0.7319617,-0.44922113,-0.6092372,-0.8962312,-0.25603294,-0.8166561,-0.5381117
KLHL6,0.59237576,0.060486794,0.65913486,1.016017,0.65084076,0.9456091,1.4151068,0.009016991,0.5355177
KLHL7,-1.2870069,-0.8359041,0.005200863,-0.5376339,-1.1418128,-1.4573765,-1.2274699,-0.3717413,-0.87201214
CFAP161,2.517787,0.7386457,3.4691439,0.7741107,-0.17007673,2.839737,2.7431483,2.229374,1.5322071
KLHL8,-0.86947966,-1.1768446,-0.387393,-1.1841893,-1.4477353,-0.8311343,-2.1981683,-0.4719491,-1.2307386
TACC3,-0.99232864,-1.5408206,-0.72735596,-1.2998776,-1.4183636,-1.7485967,-0.91033745,-1.7218022,-1.3015566
TACC2,-0.70841885,-0.4719227,-1.252978,0.3881495,1.0241511,1.0636504,3.1259525,4.540353,0.4254284
ZFP28,-0.52097,-0.2325437,-1.037454,0.4316907,0.5335338,0.9519839,3.2338078,1.0717456,-0.465208
DENND5B,0.67212963,0.5064297,0.13392544,1.0444031,0.5749202,1.183372,-1.3692241,0.5003462,1.2698488
PTPRD-AS1,-0.3931443,-0.036143184,-0.6149057,0.4238695,0.6577933,1.1810086,3.3840754,-0.25515246,-0.2562189
PLAT,4.324851,6.4457817,3.5237415,5.760227,8.915739,5.235157,3.0684884,5.8685036,5.1375504
PLB1,-6.9097996,-6.471348,-5.7577686,-6.047237,-5.954814,-5.4019537,-3.115697,-5.8353825,-5.2187595
TXN2,-0.43686008,-1.2091703,-0.4703436,-1.2139902,-1.4447632,-0.7560148,-0.5216446,-0.93986607,-1.2461691
IGKV1OR2-1,0.042023182,-0.09226799,-0.3697343,-0.41535902,0.28056479,0.4319167,1.0064859,-0.7485995,-0.11294651
ZNF81,0.34880543,0.6400647,0.35545826,0.66864824,0.4928131,0.5453577,0.40810728,0.9544182,-0.38183427
DMBT1,-0.11176813,0.15954232,-0.6173811,0.4664296,0.5461097,0.9653628,3.2505546,-0.42486763,-0.40598047
PPIP5K2,-1.5918064,-1.71352,-1.4891453,-1.8479085,-1.1631727,-1.766437,-0.62762356,-1.3641844,-1.2449923
PLAU,-1.4017239,-1.6249571,-0.9967861,-2.134944,-2.2481155,-0.7229309,-1.293088,-0.9569049,-1.3483696
ZNF84,0.038039207,0.18940353,0.05151272,0.03525257,-0.16129923,-0.15291977,-0.24423599,0.1564846,0.03165579
ENPP2,-0.17215061,-0.7110796,-0.12496281,-0.4252262,0.39067888,-1.7291098,-1.4352994,-0.51339674,-1.6012702
ENPP1,-0.55265605,-0.29571432,-1.0852122,0.5711236,0.4467528,0.9281254,3.301955,-0.49543566,-0.4737985
ENPP4,0.69681644,1.3404055,1.4674025,1.7753115,0.99055004,1.8713064,1.5953302,1.475111,1.8885164
RAG2,-0.529807,0.406245,-1.0370015,0.40604115,0.75873554,1.3671228,3.463942,-0.45155454,-0.112403035
ENPP6,-0.9155554,0.55973125,0.5457337,1.4776924,0.13177657,1.4267714,2.7837832,-0.001647949,1.9000618
TGM3,0.7003882,-1.3222926,0.734926,-0.49405253,-0.5630355,-0.10874939,2.2027829,-1.4990704,-1.499796
TGM2,2.5078907,0.9249654,2.5516157,0.053547382,2.2042933,0.9256134,-0.37616348,1.5687389,0.42647886
CARD10,1.030045,1.6384678,0.8971734,1.1258988,1.004693,1.7956157,2.3044996,1.240665,1.0501909
ZGRF1,-1.1901894,-0.72168016,-1.0507493,-0.56558657,-1.0043998,-1.6702504,-0.44646215,-1.0275636,-1.4388647
ADAM10,-1.4872074,-1.1769633,-0.84825706,-0.9143877,-0.772933,-1.0943131,-1.4126005,-0.9554939,-1.1392736
ZNF99,0.10993528,-0.0128479,0.4119196,0.9831667,0.2481184,0.52310276,0.3063259,0.22446156,0.68796253
ADAM18,-0.46665376,-0.19701052,-1.0712485,0.64604235,0.56129694,1.0000179,3.303813,-0.35203958,-0.33701825
PSPC1,0.3710518,0.19982147,-0.3379259,0.96500397,0.8783941,-0.06282997,1.0830498,0.27844143,0.16457748
RAF1,0.37220955,0.64542484,0.9398947,0.3069687,0.3328247,0.46266747,-0.3028326,0.6905899,0.3857212
CARD11,-0.2208867,0.36103916,0.32416058,-1.7734747,0.029214859,0.3632717,0.35712194,0.018936157,-0.30407834
PLD4,-1.5131724,-1.0562634,-0.8612151,-3.1780539,-2.3009186,-0.24610424,0.42049837,-1.997488,-1.8268118
DAPP1,2.6812153,3.512783,2.5985737,4.1771717,3.7855997,2.6853256,2.0308743,3.3450594,3.8250504
PLD1,-0.175735,-0.15943909,0.56607294,-0.111498356,0.119197845,0.59308577,-0.053940296,-0.00408411,-0.30323887
RAI1,0.2837839,0.5111332,0.48732185,0.16693783,0.22095585,0.4248705,-0.21293354,0.55234146,0.3463564
RNASEH1,0.47529984,0.5554056,0.6152706,0.5802574,0.32399654,-0.229002,0.6057501,0.71304893,0.5008259
GRK6,0.16271591,-0.4438362,-0.012893677,-0.7362137,-1.0466728,0.16476059,-0.001806259,-0.5187092,-0.7744751
LPXN,-0.5654726,-1.5532713,0.15645504,-1.6492376,-1.7486486,-0.13224316,-0.34544182,-1.0983868,-0.5728636
IL36RN,-0.40010095,-0.20316613,0.8883735,0.39837158,0.4280759,4.8988013,3.3870108,-0.39757633,2.351242
FGF22,-0.5667548,-0.36769313,-0.94247997,0.32476258,3.762837,1.7828727,3.2412043,-0.5545881,-0.48022765
IGF2R,0.09590721,-0.11232567,0.47175026,-0.2026329,0.03251362,-0.21185064,0.50157166,-0.07683134,-0.109926224
SDK1,-0.031921625,0.76480293,0.33630633,-0.5393665,0.8760452,0.7932527,2.2684298,-0.6041136,0.42268753
FGF14,-0.2449919,-0.009573698,0.024246454,0.6789874,0.73155487,1.1793399,3.4904597,-0.21666098,-0.23829955
FGF19,-0.3801672,0.06510055,-0.64528,0.46198833,0.69219756,1.2589781,3.4105027,-0.18490732,-0.036987424
FGF10,-0.67821103,-0.19325137,-1.0626129,0.17400706,0.27075028,0.8471179,3.1544607,-0.65798295,-0.51157457
ZMYND19,-0.01283741,-0.032057762,-0.7569809,-0.6317072,-0.25794744,-0.47903633,-2.2779388,0.01858282,-0.43524408
LDHAP4,-0.3378296,0.2415123,-0.3281765,-0.15472794,0.057061195,-1.7334232,-2.0049076,0.16473961,-0.5181217
TAT,-0.61607957,-0.35509074,0.75678146,0.48864937,0.39859974,0.85614455,3.1628742,-0.51002955,-0.49458116
LDHAP5,-0.55420303,0.008226395,-0.8019409,-0.13611794,-0.22798347,0.033088684,-0.84742355,-0.14465523,0.011117935
CA1,0.88731766,-0.13602638,0.8049798,-1.3949981,-1.5431775,0.7323446,1.2116766,-0.8190861,-0.76887083
GRM7,-0.52165294,-1.3281226,-1.3017077,-1.4082451,-1.3598543,-0.8635795,1.4138334,-1.5561694,-1.5232248
CA3,-0.501621,-0.2870909,0.8710691,0.56114256,0.45293367,0.93467057,3.2819624,-0.32423866,-0.35645342
ZIC3,-0.346376,-0.14132208,-0.7989428,0.52445495,0.58878386,1.1697693,4.019639,-0.32831705,-0.25504696
CA2,-0.10307121,-1.1219921,0.72664165,-0.41930962,-1.5774107,-0.44831467,0.89728355,-0.6064005,-0.36776543
ZIC1,-0.28326887,-0.071293354,-0.79909194,0.6825268,0.6599593,1.2071407,3.527645,-0.26643085,-0.24217677
CA7,1.0502589,0.28362775,1.2370157,-0.38067758,-0.3471768,0.15246964,2.426805,-1.2722054,-1.1885195
CA8,-0.48822594,-0.22454494,-1.062262,0.63479817,0.5251503,0.991374,3.2781994,-0.3896855,0.80508304
MYBL1,-1.1675398,-0.90949523,-1.2136333,-0.16560185,-0.1662581,0.2867651,2.5834742,-0.80171096,-1.0895185
SUN3,-0.51641417,-1.6289093,-0.39087605,-0.9260309,-1.7872902,0.47466946,1.0662167,-2.724431,-0.9417784
DIPK2B,-0.29231316,0.03631246,-0.76534593,0.63385224,0.74526775,1.2314366,3.475224,0.557914,-0.1812123
OR1F1,1.238296,1.4062634,1.0124812,-0.418823,-0.5924474,-0.22350073,2.297361,0.9716778,0.6626656
SEPTIN7P2,-0.43409157,-0.036434174,0.018713951,0.51543045,0.3273964,-0.30316353,-0.13823509,-0.027420044,0.42773056
SUN5,-0.14502764,1.0431118,-0.06366396,-0.8524903,-0.73618245,1.6393003,2.0706573,-1.640344,-0.29817247
EIF3LP2,-1.4963026,-1.3702917,-2.0410366,-1.7869635,-1.7211971,-1.3721914,-2.7458363,-1.2561035,-1.5049677
CFAP100,0.7594764,-0.16954356,1.5344241,0.56679654,0.5956545,1.0328164,3.3295772,-0.35704565,-0.37491733
IFT43,0.9060497,1.1825848,0.67565155,1.7368202,1.1809511,1.4782104,1.7452526,0.910347,2.1464005
GFOD1,-3.7652078,-3.6194053,-2.7075737,-2.8849692,-1.9194996,-2.3318603,-0.012918949,-3.422738,-3.783183
ELF3,-0.39752388,0.18428111,0.11517739,0.25341964,-0.01607871,0.21409106,1.0709474,0.31128788,-0.71436095
ELF4,1.3572168,1.4942894,1.5734196,1.1039629,1.4546518,1.9551725,1.5559378,1.3687363,1.6609144
EEF1D,0.29363823,0.42985058,-0.7851896,0.6550789,0.38645458,0.10328102,0.23475838,0.42599106,0.15696716
ELF5,-0.43854183,-0.17666388,-1.168462,1.1519208,0.568609,0.9873853,3.2446613,-0.39728343,-0.43945628
CAT,-1.084919,-1.2049828,-0.85349464,-0.5975952,-0.98001194,-1.449995,-1.5206976,-1.4364061,-0.704237
DIPK2A,-1.3649993,-1.1459317,-0.1998682,-1.4502769,-1.549851,-1.5891395,-2.3516173,-1.0352564,-1.4063373
SHANK2,-0.29227298,-0.06480503,-0.8421469,0.6439595,0.6889279,1.1265409,3.4370172,-0.27403867,-0.27710932
PLEC,-0.07583237,-0.013164043,-0.6288557,1.2340727,1.5169249,0.79015446,1.6648188,0.0090518,1.0429296
RALA,1.1771755,1.0142183,1.347189,1.5132103,1.306593,1.6864643,2.0367613,1.3117905,1.5489635
KRT17P1,0.7282932,0.424217,0.5868926,-0.72979,0.004503727,-0.17782164,1.8494453,-1.8217295,0.07519722
OR1E3,2.6205535,0.9135237,1.5711808,1.5299745,0.17281818,1.610486,1.4699264,0.4152789,1.3675013
PSMB10,1.4134016,1.3408098,1.1934052,1.3494673,1.6839561,1.6250334,2.5425253,1.3721647,1.673873
POMZP3,-0.36685658,-0.66424084,-0.005550385,0.1575365,0.04914856,0.28202534,0.8197193,-0.5682478,-0.5063753
IL1RL1,-0.5032259,-0.24508935,-1.0249197,0.46705055,0.49771953,0.97793674,3.3552887,-0.4440639,-0.43064505
IL1RL2,-0.16088486,-0.05374551,0.014901161,-1.4757373,-0.23322868,-0.75473404,1.6197405,-1.0567615,-0.32498765
SV2A,-0.49532396,-0.22918296,-0.03137684,0.63706875,0.51759267,0.9886849,3.2761998,-0.40339106,-0.3976748
SLIT1,0.72171783,0.29540348,-0.13241863,0.12775898,0.13766432,0.8199444,1.1347561,0.032676697,0.49289894
RALY,-0.05064392,0.09707832,-0.31917,0.09242821,-0.000188,-0.2605152,-1.264287,-0.04619026,-0.17671013
CKS1BP2,-0.31959057,0.034383774,-0.35461044,0.055024147,-0.014385223,0.012789726,0.86687183,0.12754059,0.37086964
MTA3,0.067251205,0.28242922,0.23631382,0.7485981,-0.09382105,-0.13774633,-0.4966855,0.49404907,0.48529482
SPATA31E1,-0.7421606,-0.45566905,0.31062448,0.14374328,0.3055712,0.71273124,2.9686012,-0.6619855,0.017906785
OR1D2,0.9039955,0.7377715,-0.22409391,-1.237751,0.16118193,0.95810986,-0.24093103,-0.21400309,-0.4177742
