,GSM758903,GSM758910,GSM758914,GSM758924,GSM758944,GSM758951,GSM758956,GSM758964,GSM758968
MED17,-0.13788366,0.32433224,0.07513428,0.5896487,0.7344866,-0.93376875,-0.43888712,0.4065585,-0.04103422
ARHGAP4,-0.43563747,-0.52940845,-0.91000557,-1.0563784,-0.85621834,-0.36236858,-0.6312704,-0.44246006,-0.83938885
MECP2,1.5344515,1.4775572,2.0115194,1.5076666,1.8482265,2.0301447,2.3135977,1.6343937,1.9480677
MED14,0.22148323,0.3104763,0.592988,0.27230644,0.3323269,0.47566032,-0.2958851,0.43570518,0.5425148
MED13,0.8405924,1.5592947,0.9875736,1.8380518,1.39046,1.1344938,-0.30208588,2.1809158,0.64270973
MECOM,-0.31482416,-0.019333124,-0.8024075,0.7382194,5.3610435,1.1860176,3.494144,-0.19524479,-0.22860223
TSPO,-1.0864944,-1.0506124,-1.1131516,-1.3547115,-1.4864674,-0.44742012,-0.035654068,-0.89696026,-0.5855293
DLGAP1,1.0987546,0.8429892,0.889117,0.4812026,0.6215892,0.91483545,3.0504224,0.40556908,-0.45567405
DLGAP2,1.0928144,0.14392138,-0.132725,1.1913052,1.812067,-0.23026752,2.088335,0.7062228,0.17092276
ZNF487,-0.6498041,0.12703943,0.81331253,0.19006729,0.20048332,-1.0294852,-0.6855569,0.17780876,-0.8529668
DLGAP5,-5.455934,-5.230857,-4.9350863,-2.7144573,-4.490081,-3.9819682,-1.640058,-4.1793613,-4.171908
ZNF486,-0.16010475,0.03418398,-0.47083092,0.7001815,0.77851343,-0.4985881,0.42123127,0.3258052,0.005222321
SLC39A11,-0.48096943,-0.6742573,-0.603631,-0.67291737,-1.3474255,0.09343052,0.08927441,-0.4310627,-0.22333431
BAZ1A,1.1423836,1.3022938,1.6668024,1.6156101,1.8556604,1.3259258,1.2568121,1.5818424,1.4668427
JOSD1,0.3595457,0.7460871,0.50236225,1.2279062,0.33466625,0.98359585,0.002543449,0.86831,0.9759207
SLC39A14,1.211556,1.7166638,2.0166087,2.1037164,0.4339807,2.5434747,3.2562165,1.8486869,2.113463
JMJD7-PLA2G4B,0.116291046,0.17057037,0.04006481,-0.6367092,0.28130913,0.86981773,0.53879833,-0.013711929,-0.53736496
PXDN,-0.49519992,-0.11987138,-1.6703573,-0.020645976,-0.14094925,1.016328,2.7171645,-1.0830793,-1.059731
OR52A1,0.061396122,-0.9677539,-0.083026886,-1.0444376,-1.5015349,-0.23598456,1.7283568,-1.7437749,-0.00721693
L2HGDH,2.3913193,2.2530756,2.0877542,2.8156385,3.1247063,1.4166203,0.76675415,2.098546,1.6113338
PPARA,0.29582882,0.1130867,0.010300636,-0.11519766,-0.13436794,-0.68944454,0.35388327,-0.56570196,-0.3856616
ERGIC2,-0.29686546,-0.37156677,0.25749397,0.13186646,0.04341507,-0.44239616,-0.5556927,0.060419083,0.06455231
ERGIC1,0.92222214,1.5452394,0.5194397,1.4464469,2.0979772,1.4171195,1.276453,1.9028339,1.0662789
PPARD,-0.006023884,-0.25287247,0.07405758,0.15436459,-0.20629168,0.52751875,0.44275618,0.021287441,0.140697
ZNF473,-0.50422144,0.24505424,-0.28423882,-1.1788342,-1.3979604,-1.7109864,-0.41667366,0.31555414,-0.8621321
OAT,-1.5841341,-1.2914772,-1.5121069,-1.4528894,-1.4714975,-1.4359064,-2.2011232,-1.1753416,-1.2169485
NUDT16L2P,0.2053175,-0.32793093,-0.105736256,-0.29457855,-0.70079947,-0.22268105,-0.4052863,-0.17627811,0.23325539
TSR3,0.17326546,0.27751637,-0.606308,0.024852753,-0.12317848,-0.28042793,-0.46203232,-0.1902628,-0.3269043
CENPB,0.0000648,0.1850357,-0.36316013,-0.56464195,-0.088466644,-0.29875946,-0.48759842,0.034542084,-0.44747734
PRR14L,0.32163334,0.80428505,0.12189889,1.227778,0.8241739,-0.15800786,2.1503334,0.4199915,-0.38144517
SPP1,-2.8505812,-4.5133142,-2.6049757,-5.030408,-5.5918436,-4.7262983,-2.2248087,-4.101983,-3.617364
ZSWIM8,-0.036806583,-0.19583082,-0.64106417,0.50400114,0.5634036,-0.0264225,2.692584,-1.0278318,-0.17858791
ZSWIM3,0.044249058,0.37452698,0.41342735,0.534431,0.22409153,0.31443453,-1.157682,0.65196943,0.30732155
IL12RB2,0.04940605,-0.1341455,-1.311538,-0.43294728,1.766118,0.006757975,2.2946897,-1.3788809,0.5206988
CENPT,-0.18260956,-0.5062938,-0.6059022,-0.24195671,0.075782776,-0.6766734,-0.045968533,-0.67585087,-0.53889704
CENPV,0.6800461,0.9672992,-0.48112798,0.49490786,-0.24633455,0.13785529,2.387376,0.7335577,0.18495488
ZNF460,0.36203527,0.7286501,0.27808428,1.2143674,0.658288,0.43810844,0.5264435,0.89596844,0.92093563
CRBN,-0.22743893,-0.038396835,0.04646969,0.1866808,0.26279068,-0.99123,-0.3051033,0.052358627,-0.1725645
COL22A1,-0.23508668,-1.2067549,-2.4799078,-0.8988795,-0.8846729,-0.44798088,1.8379004,-1.808531,-1.7268975
CENPE,-1.219976,-0.5219054,-1.0282135,0.17346,-0.4973011,-0.8649936,-2.1344018,-0.7649832,-0.14277744
COL3A1,-0.340783,-0.05198121,-0.82415104,0.70591116,0.6876086,1.2216915,3.4580364,-0.23995912,-0.22919816
ABCB10,-0.96341324,-0.44215393,-0.327734,0.0943985,-0.70349693,-0.9867554,-1.0212831,-0.33666992,0.03640175
SLCO3A1,0.68453884,0.64648724,1.0038099,0.36389637,0.6267996,1.0894747,0.90130615,1.0173187,0.74971294
LINC00506,1.0134056,1.54653,-0.44030786,1.4390402,0.69090104,0.9092896,1.9578083,0.52562165,0.85409355
RBM12B-AS1,0.32840943,0.102594376,0.33846092,-1.3091689,0.4631009,0.54644966,2.7346187,-0.9770193,-0.38402104
CHROMR,1.3970604,2.0165606,1.3227577,2.0830936,2.2195568,1.5141582,1.8840694,1.9442024,1.68256
TAOK1,-0.44972897,-0.35299397,0.17428017,-0.03174305,0.275939,0.23035145,0.027849197,-0.17483139,0.4222517
OR2A20P,1.638341,0.7163894,1.9443579,-0.94451404,-0.36294103,-0.41443992,1.7147918,1.2591014,-1.9579709
CENPL,-0.3287053,-0.065003395,0.2722354,0.47880745,-0.06967974,-0.6129837,-0.4178338,0.123283386,0.026191235
TSR1,-0.036792755,0.08370972,-0.6621237,0.44007683,-0.002849579,-0.4733448,-0.712862,-0.19479656,0.106637955
CENPN,0.08606529,-0.8052621,0.069574356,-0.8848777,-0.45750427,-0.623827,1.415885,-0.8532114,-0.7286949
LINC00504,-0.17455077,-0.4926126,0.04877329,-0.4931922,-0.6125847,-0.23074317,2.5040016,-1.5673815,0.029974699
ERVV-1,0.5244231,-0.13988495,-1.083353,0.56126165,-0.29441595,-0.7477622,2.3090672,-1.399292,-0.42440176
CENPQ,-0.15738964,0.31409597,0.67884254,0.2957716,0.16612387,-0.46234417,1.1944065,0.48030758,0.10986757
CRAT,0.4316268,0.48112392,-0.16060352,-0.35647535,0.42204905,-0.00889349,-1.6032162,0.26442003,-0.764482
CDKN3,-2.1677632,-2.1934638,-1.4899464,-2.5528736,-2.8410058,-1.1945715,-0.8249073,-1.7785711,-1.3038449
CRCP,-0.25326824,-0.26871586,0.61410713,0.4482832,0.5656624,-0.8125262,-0.8498163,0.057113647,0.19795895
EXOC3L4,2.9768653,3.9490886,2.9558477,4.2602487,3.2338533,3.6897912,2.1518188,3.867652,3.77872
REG1B,-1.0901978,-0.68585384,0.20888114,-0.30560613,0.001307249,0.4832337,2.5393686,-0.5615531,-1.0084478
ENSG00000248529,0.00077,0.11943865,-0.7670412,0.60391974,0.8643961,1.2132502,3.3986228,-0.11387241,-0.22866815
GMNN,-0.39153957,-0.32885838,-0.7938509,-0.056315422,0.01892662,-0.4615202,-0.5281544,-0.20256329,0.042248726
NUDT18,0.53244877,0.31491852,0.3769045,0.38802052,0.06879997,0.89059734,-0.019247055,0.36412334,0.8829756
ZNF444,0.4907112,0.53365993,0.18065166,0.41229248,0.68312836,1.3190861,0.8716259,0.27474403,1.158823
NUDT13,-0.095318794,-0.43319702,-0.072010994,-0.37559223,0.05770111,0.38641262,0.36949396,-0.29117918,-0.33319092
NUDT12,-0.2940302,0.30322886,-0.13800049,-0.122599125,0.85821056,0.5460558,0.1544528,0.56491566,0.5134282
CDKL5,-0.22678709,0.18725204,0.36231518,0.6730709,0.5123787,0.0729084,0.31041527,0.3936882,0.93663025
BTN1A1,0.677336,-0.29845917,-0.45978713,-0.064144135,-0.13435864,1.34055,2.669125,-1.0904455,-0.10329926
TC2N,1.4914002,1.8298135,0.41380167,2.9279776,2.3362012,1.5440154,1.1882315,1.7020893,2.5390382
NAAA,-1.7476788,-1.6769085,-1.6423893,-2.0023289,-1.5613117,-2.183176,-2.009758,-1.5378056,-2.108715
ZNF439,-0.682096,-0.22919512,-0.21111536,0.07290268,-0.9861045,-0.7239733,-0.9126501,-0.031271458,-0.090605736
ZNF433,0.07861185,-0.23099995,0.066325665,-0.07214022,-0.18697166,-0.23181581,-1.1204696,-0.1559062,-0.34154224
ZNF431,-0.1208601,0.20625782,0.33154392,0.41427612,0.5033865,-0.11372757,1.8370895,0.27962017,0.1850586
SPATA9,-0.28626466,-0.39405084,0.3372898,-1.32022,0.07791543,-0.59531474,1.5348492,-1.2832199,-1.059575
KHDRBS1,-0.914238,-0.7769575,-0.60331154,-0.25479317,-0.24430084,-1.2735462,-0.53139114,-0.60462093,-0.13357925
KHDRBS3,0.15697241,-0.00785017,0.89792156,-0.29700089,-0.48418188,0.8118062,1.1798606,-0.1878686,0.86380434
BOD1L1,-0.008964539,-0.23433876,0.23285103,0.6178665,0.549232,0.77701855,0.7598829,-0.3036065,1.0184298
AGAP11,-0.4483652,-0.044107437,-0.27252293,-0.16776657,-0.22150898,-0.7870569,-1.2127275,0.052340508,-0.87473106
SPATA3,1.0074041,-0.0814991,0.18624544,-0.40954876,-0.5047256,-0.060082912,2.2723136,-0.5483694,-1.3072006
NRF1,0.33952713,0.8071909,0.79823494,0.74467945,0.79293346,0.17368889,0.0003,0.8410578,0.3929143
NREP,-0.67396164,-0.12828732,-0.67374325,0.058956146,0.084347725,-0.6191864,-0.65687466,-0.013776779,-0.5059624
SLC9A3R2,-0.2972808,0.014980793,0.094604015,-0.94646406,-0.11202335,0.20143366,1.2102876,-0.6201825,-0.30724573
MOBP,-0.39465386,-0.0703547,0.3271284,0.5567287,0.67222977,1.1125042,3.3541503,-0.27072012,-0.102289796
HNRNPDL,-0.8185425,-0.8990078,-1.5875549,-1.048645,-0.89897156,-0.8265476,-0.33197975,-0.5796528,-0.62103844
ZNF428,-0.811893,-0.7467637,-1.9008079,-1.3683252,-1.8872218,-0.56434727,-2.1627088,-0.90088797,-1.0726671
G3BP1,-0.16984558,0.2327795,-0.7446785,0.06540871,0.41392708,-0.05789566,-0.45360947,0.4399271,0.007223129
PGK1,-0.80990696,-0.8600807,-0.8942318,-1.1765451,-1.0412254,-0.31063366,-0.9169302,-0.80365944,-0.8597994
TXNDC2,2.4966063,2.0589666,2.0842404,1.0066943,0.94915915,1.6076269,2.7134337,1.7030401,1.1615682
SMYD4,-0.19890738,-0.28079987,-0.49947214,0.7064953,1.272943,-0.17740965,-1.3127308,-0.020329952,-0.041732788
PGK2,-0.40699106,-0.18318945,-0.9708725,0.6804019,0.55795765,1.0500355,3.379191,-0.39391464,-0.35974705
ZNF423,-1.1709765,-0.53055906,-1.7434212,-0.4742385,-0.3702675,0.18345332,2.4707742,-0.9526198,-1.1600304
TXNDC5,-1.5554609,-1.5555601,-1.5066128,-2.334896,-2.0190158,-1.8124762,-2.0706043,-1.1484146,-1.5211
BOD1,-0.1667881,-0.34584904,-0.22296715,-0.10451889,-0.58211136,0.00135231,0.22312737,-0.16354275,0.056936264
ODF4,-0.22007275,1.1570017,-2.2028322,-0.75118387,0.33584595,1.0112734,2.102385,0.32105756,-1.6429609
HPS1,-0.12489605,0.15438557,-0.36094666,0.12918568,-0.086732864,0.5641947,-0.8908596,0.20795727,0.39306545
HPS4,0.091955185,-0.09230614,0.48768806,-0.15400696,-0.4334097,0.21077919,0.22276306,0.12593555,0.080467224
ARPC5,-0.54749775,-0.34576416,-0.28367615,-0.16849613,-0.24755573,0.16581821,-0.3522272,-0.49101257,-0.000596
TMPRSS12,-0.06537068,-0.33961797,-1.126355,0.28165472,1.5718133,0.840595,4.1190915,-0.5421294,0.5819676
TMPRSS13,1.588357,1.6183853,1.537456,0.4181161,1.1738396,2.2016382,0.3756113,1.8623333,1.2433391
RPS10P5,-0.22700882,0.001065254,-0.8548498,0.001066208,0.12676811,0.24949455,1.3752537,-0.29947758,-0.02991867
ZNF418,0.6273937,0.50405693,0.04985428,0.29738474,0.47771835,1.1351948,1.4343548,0.10632944,1.0552063
OGN,-0.65193677,-0.37861633,-1.0158815,0.18853962,0.31634927,0.9082074,3.2015686,0.48835278,-0.47178316
ZNF417,-0.3512802,0.048765182,-0.3188758,0.1964922,0.40244484,-1.2747698,-0.3965416,0.11724043,-1.0576396
TBXAS1,0.50331116,0.6710019,-0.109942436,0.26946497,0.32954168,0.5770564,0.89136076,0.14632559,-0.039184093
ZNF414,-0.16200018,0.39537382,-0.58409643,0.113705635,0.041818142,-0.9585376,-1.4551411,0.43833876,-0.94040394
ITGB1,-0.28784466,-0.1313467,-0.18322659,-0.11166096,-0.24494362,-0.003769875,-0.970418,-0.03180027,-0.81875324
CIITA,2.1716328,2.1926537,1.6418581,1.7575569,1.9057436,2.1066093,1.2463913,2.2708178,2.4614162
ITGAM,-1.544384,-2.541523,-0.50467205,-3.229412,-4.026393,-1.2268887,-1.3575191,-1.8614311,-2.0702477
ITGB5,-1.4668541,-2.8059464,-2.3832502,-3.995397,-3.8429737,-2.8161774,-3.8263903,-2.6324234,-3.3664808
ITGB4,-0.22299576,-0.15728235,-0.5433121,-1.438683,-0.97923684,0.72809553,1.2945871,-1.0077224,-0.6075764
ITGB2,-0.6678629,-2.200941,-0.6848583,-2.7373495,-2.505,-1.471921,-0.6742735,-2.160802,-1.5189791
ITGAE,-0.11292267,-0.55995846,0.09743309,-1.1419482,-0.4287386,-0.30342484,0.057216644,-0.31363487,-0.29273987
ITGAL,0.9656582,0.3364725,0.8086624,0.37769318,0.011200905,1.1596642,-0.011199951,0.83230305,0.9891033
NKPD1,0.3477254,1.0493815,-0.040983915,-0.40819824,2.06654,0.7264302,2.0983288,0.8342414,-0.520522
ALAD,0.34048557,0.027384758,0.003079414,-0.51757765,-0.38752127,0.10601711,-0.514575,0.09844017,-0.30195236
ZNRD2,0.12555504,-0.08057022,-0.3925972,-0.26059723,-0.2979946,0.6260929,1.6189423,-0.19225788,0.017730713
EXO1,-1.9863276,-2.2829146,-2.1673896,-1.9749229,-2.0618315,-1.4993842,0.19355297,-2.4502192,-1.3769937
ZNF408,0.59925175,0.9947157,0.38831615,0.6617608,0.7409086,0.09996605,-0.33947182,1.0604596,-0.41506672
PPP6R1,0.18877602,0.12675285,-0.41667747,-0.27322388,-0.08943176,0.53679085,1.2535744,-0.9258652,0.4657154
PPP6R3,-0.000666,0.6081395,-0.33264303,1.103847,0.9550824,-0.31349516,0.6008811,0.20784473,-0.7359719
ITGB8,6.3030047,7.6339173,7.215698,6.7971034,8.143883,6.6763034,8.123484,7.944633,5.8505282
PGM2,-0.40797615,-0.58793736,-0.15878105,-0.1920681,-0.8474264,-0.68126297,0.48754883,-0.28499508,0.10369873
PGM5,0.44451427,0.62040234,0.9659939,-1.7064657,-0.3581004,-1.5393307,0.5745301,0.79062796,-0.29167032
PGLS,0.26409817,0.3396387,-0.7334261,0.19331264,-0.020902634,0.3776064,-0.4966917,0.108576775,0.032874107
LINC00574,0.6868739,0.40642858,-0.44779253,-0.91909814,0.30200863,0.7911005,1.1556606,-0.97084713,0.105737686
SMIM12,0.6195164,1.1745853,0.504323,1.0860271,1.18785,1.0409031,0.48191833,1.0844536,0.7962742
SMIM11,-0.5947895,-0.38087988,-0.9975648,-0.92138577,-0.6012831,-1.4020486,0.06856918,-0.6316023,-1.1475501
ACTR3,-0.015434265,-0.02346325,0.21130943,0.41932106,0.78741264,-0.04193878,0.13960648,0.24437141,0.03853798
LINC00571,0.744491,-0.31162262,-0.49713326,0.5210769,0.42724216,0.9060663,3.257493,1.3085972,0.45401883
SMIM13,-0.23788166,0.09986687,1.008779,0.29074812,-0.37403297,-1.5681226,-0.043353558,0.29175997,-0.24664879
ITGA3,0.3013053,0.2551589,-0.7390785,0.089012146,-0.5842781,0.30417824,-1.0341091,0.15550375,-0.08901262
ITGA2,1.6678835,0.88198555,3.772728,-0.041887283,1.3577319,0.35830462,3.3610187,-0.35505545,-0.10994339
ENSG00000289047,-0.17459536,-0.65921926,1.0989575,-1.7427125,-1.1579952,-0.44787407,-1.013174,-0.59515905,-0.80787563
ACTR8,0.11158371,0.2675724,0.39850998,0.49435425,0.08922577,0.275568,-0.7170801,0.34439564,0.49725342
C14orf39,-0.2670157,0.010395885,-0.9010513,0.68869627,0.7393155,1.1988399,3.4903383,-0.20164275,0.50806653
ADORA2A,6.395494,7.815495,6.8171535,7.649965,7.425819,6.6139426,5.2172008,8.027519,6.6903167
ITGAD,0.006765366,0.021421432,-0.65353155,-0.5310986,0.07116175,0.21637154,1.4095554,-1.1749821,-0.4010358
ADORA2B,-1.2321901,-1.15594,-1.296998,-2.6896386,-2.0553064,-1.5053606,-1.2484875,-1.0130186,-1.777852
UGT2B4,-0.6396968,0.16156673,-0.701671,0.27800965,0.43722343,0.87741923,3.0578506,0.83615065,1.129286
SPACA3,0.398839,0.59759665,-0.33495522,0.33574104,0.36043215,0.63176394,1.7404232,-0.38659906,0.30022955
SPACA6,0.2924528,0.001637459,0.95030594,0.624053,0.058333397,1.7798548,2.5117216,0.083213806,0.74776363
YAE1,0.53957844,0.17821407,0.34417725,0.31160736,-0.027711868,0.44678974,0.9089947,0.19482708,0.5071306
SMIM20,-0.29755497,-0.3427658,0.2474184,-0.316926,-0.33670425,-0.6587992,0.32251263,-0.3109169,-0.29840374
SPACA9,0.4905033,0.12907553,-1.1496987,0.39385128,-0.83385944,0.4812088,0.39624023,-0.4411931,0.5159278
ZNRF3,0.23963189,0.7025361,-1.4593389,-0.9769387,0.44853234,-0.36696315,1.8265924,-1.8154556,-1.5687001
PHKG1,0.63856554,0.2638178,-0.12634134,-0.19709015,0.86504316,-0.64914966,1.6257596,0.30429626,-0.55001163
IGF2BP1,0.17382407,0.53902125,0.41428983,1.1319203,0.73732734,0.7134739,3.078567,0.7451725,-0.3717184
LINC00598,0.6108501,0.9150803,-0.98225224,0.61714315,2.0044,1.0175776,3.3274996,1.1855977,-0.011468411
HNRNPA0,-0.52155685,-0.35276556,-0.7091079,-0.03782034,-0.22940302,-1.0777521,-2.2228556,-0.3561077,-0.2605796
TBX1,-0.15847874,-0.014825702,-0.118118405,0.63090444,0.7265469,1.1721851,3.4719396,0.033728123,1.9223747
POLR2J4,0.13939667,0.03682995,0.2179966,-0.82043266,-0.09778786,-0.40896797,1.2519541,0.001719475,-0.645031
HNRNPA3,-0.39932156,-0.36508656,-0.53693295,-0.25850964,0.33872223,-0.71603775,-0.13161945,-0.13729954,-0.16816235
MYO10,-1.1654034,-0.2810483,-0.55857897,-1.1615787,0.5485983,-0.704164,-1.8763428,-0.31079626,-1.9144588
CYP4B1,0.9566829,-0.23184705,-0.7330407,0.5140003,0.5224818,0.9633539,3.2710142,0.5030196,-0.3086555
EXOG,-0.12881184,0.37264633,0.13413477,0.6074681,0.60037804,-0.56550145,0.34460878,0.08130646,-0.064611435
TBX2,0.51769793,-0.20975482,-0.5802282,0.16149974,0.20764267,0.87589395,2.8918395,-0.61267364,-0.056298852
MYO1D,0.11109495,-1.7461042,0.44166613,-2.4108152,-2.7324557,-0.8935127,-2.0348845,-2.1620245,-1.6541667
MFSD14B,0.25041962,0.16999722,1.3487835,0.6016941,0.07317257,0.30448532,-0.110651016,0.5414419,0.5796375
MYO1B,2.1488767,1.8060503,3.1618366,1.4099183,1.8131032,3.8738627,3.6037583,2.5593324,3.0711741
POU2AF1,-0.177248,-0.5998466,-1.8140066,0.10687542,1.2498479,0.41181993,0.45567036,-0.6655302,-0.7372644
LINC00589,-0.411806,-0.1509049,-1.0105345,0.6738578,0.60466063,1.0571153,3.3725948,1.659931,-0.27488983
NAGS,1.0705633,0.70809746,0.6944747,0.31595802,0.3027711,0.72297287,-0.2829628,0.45339632,0.36534595
MYO1H,-0.3086456,-0.039370954,-0.8799771,0.62043786,0.7237747,1.1465418,3.4221554,-0.24147868,-0.26240516
MYO1G,2.239685,3.0967646,1.1417332,3.030548,2.4940662,2.5338993,0.607481,2.8266115,2.1508217
CPNE9,-0.7372489,-2.5499504,-0.15882301,-2.9635315,-1.5612519,-0.39063454,0.005954742,-1.5054791,-1.3029587
SMARCB1,-0.032357216,-0.068387985,-0.71194744,0.21851206,-0.20506382,-0.95544434,-3.1530247,-0.19119692,-0.3569827
CPNE4,3.272001,5.4104357,3.6563566,3.5922177,3.9617846,3.0593603,2.8051374,5.5806913,3.084267
OR56B3P,0.87993836,0.7161777,0.934644,0.14420056,0.6502669,-0.17030716,1.2409866,0.04020071,-0.17841601
CPNE7,1.1713552,0.6312628,-0.17134428,0.5880065,0.9344425,1.5908594,1.6439581,-0.000415,0.89988375
LDLRAD4,-1.3900509,-1.1239725,-1.3631307,-0.34664,-0.3695166,0.08045435,2.402046,-1.2792387,-1.0122012
CRKL,-0.19170713,0.07656574,0.33166122,-0.11820555,-0.23480177,-0.16795778,-1.4730072,0.39188194,-0.18463135
HERC5,2.644535,2.986042,3.9037628,2.640438,3.7164612,2.6121006,3.047575,3.435811,2.0284882
HERC4,-0.003606796,-0.118144035,0.84202576,0.053253174,0.21759701,0.24569893,0.38957596,0.53417206,0.4180603
ADGRA1,0.037733555,-0.13387632,0.005629301,-0.9351771,-0.9797716,-0.57679534,1.9333675,-0.67123413,-1.9198711
SNRPD2,-0.5642071,-0.8716326,-0.8314352,-0.7072563,-0.42597103,-0.65263176,1.9155083,-0.6654806,-0.19046974
HERC1,-0.797678,-0.50890636,-0.60864353,-0.5485287,-0.7760687,-0.10271263,-1.244173,-0.39966965,-0.45752144
KLF17P1,-0.59164715,0.05402708,0.19530368,0.3767023,0.3170848,-0.26149726,1.4261849,0.6276641,0.7306757
CCDC97,0.42683983,0.37294102,0.48649597,0.37891388,0.5378008,0.75042534,0.4497366,0.33164215,0.8893528
PTGFRN,-0.13009405,-0.16645002,-0.8662462,0.8439269,-1.1291733,0.5592017,0.22428799,-0.40723372,2.4487853
SPA17,-0.45521832,-0.86436653,0.003314972,-0.25682878,-0.58935213,-0.33142042,0.98684025,-0.8588414,-0.27893972
CCDC92,0.7022009,1.2330551,0.41231346,0.92379475,0.6705599,1.2600851,-0.051228523,1.2599049,0.8631182
TBC1D22A,-0.5613737,-0.40966797,-0.67379093,-0.2819872,-0.5563307,-1.1709757,-1.2081175,-0.46259212,-0.8665991
SCAPER,0.5153508,0.91657734,1.2729015,1.053134,0.7346511,1.06322,0.002082825,1.1286912,0.86499596
CCDC93,0.80811596,0.7209387,1.3759274,0.5739436,0.54171467,1.3450179,-0.12591839,1.0435128,0.6865916
SMARCC1,-0.7481594,-0.5576782,-0.7087965,-0.07952118,-0.50662994,-0.67466736,-1.6699219,-0.3349142,-0.640995
ALG9,-0.1184206,0.02303505,0.5714469,0.30009604,-0.31296253,0.3957634,-0.75169563,0.4458995,0.8541851
ACTN1,0.20536423,-0.14744854,-0.007978439,-0.15037632,-0.6012535,1.2008753,-0.85142326,0.35451984,0.19314575
KCNK12,-0.1932416,0.039256573,-1.7760544,-1.2401999,-1.3284498,0.7757206,1.509469,-0.14420843,-0.5797534
ALG3,-1.1332226,-1.7165904,-1.6376753,-2.4382663,-2.367938,-1.2006059,-1.7001772,-1.7292595,-1.9174762
TALDO1,0.6030016,0.40249062,0.48269272,-0.19977474,0.6090002,0.58389187,0.1882658,0.40822887,0.08342838
KCNK15,0.080171585,-0.5732908,-0.4092474,-0.49713898,-0.7142458,0.81560135,1.4352665,-1.1503801,0.36816978
ADGRA3,-0.31697512,-0.005825162,-0.8800894,1.6044163,0.7490767,1.1732935,3.3569417,-0.20292175,-0.18174624
UNC93A,-0.38669455,-0.3195989,-1.1558822,0.48187697,0.4283421,0.886135,3.1304922,-0.5143925,0.35944223
C2orf74-AS1,1.3051114,0.89711523,0.5291405,0.8034682,0.17097902,0.9585514,2.2440128,0.37680483,0.7819829
ENSG00000289007,-1.6777756,-1.1707034,-0.494061,-1.2500145,0.000427,-0.12977552,0.5275636,-0.97976255,-1.296067
FLJ36000,-0.9240861,0.23273838,0.469167,0.020115256,-0.007128716,0.44025588,2.7703042,-0.96780616,-0.091665626
CCDC80,0.779047,0.7923207,1.0362868,-0.9544929,2.5585465,-0.2859354,1.9021153,-1.6538215,-0.60480857
ADGRB1,-0.18797827,0.12843132,-0.18624353,-0.38088274,-0.07497883,0.559649,1.8121185,-0.35593176,0.003758907
CCDC82,-0.35086918,0.921216,1.2254229,1.2743368,1.03262,-0.6193652,0.6559839,1.1301994,0.122050285
NAIP,-4.46062,-3.5625424,-3.5028768,-4.1170797,-3.5580792,-4.3697267,-4.4487534,-2.9947577,-5.1370344
NRN1,1.5496941,0.5685415,0.8507323,0.6276436,0.5275564,1.4773121,2.1024418,0.20544338,0.62937355
EPB42,0.76912355,0.3324988,0.14555931,-0.5081029,0.24097466,0.4533062,2.142889,-0.60331917,-0.6143868
GARRE1,-0.27793503,0.17171001,0.033023834,0.10494232,-0.053523064,-0.11315346,-0.12823868,0.22968197,0.1427536
EPAS1,-1.5606232,-1.7237129,-1.464119,-1.8709106,-1.8880692,-1.4060955,-1.869236,-1.5645542,-1.0830288
EPB41,-0.36887765,-0.33836603,-0.11937094,0.29392147,-0.73470616,0.85079813,1.1026845,0.5269098,0.8301687
PGS1,0.14849949,0.83202076,0.33039474,-0.019173622,0.5526047,-0.69550323,-2.0875368,0.75638056,-0.74704885
RPL19P4,-0.51457405,-0.54200554,-1.3368921,-0.881052,-0.3014021,-0.539238,1.0568142,-0.6093445,-0.30797386
SEC14L1,-1.1484048,-0.35705042,-0.39764166,-0.72485995,-0.6501639,-2.163437,0.13788605,-1.90972,-1.2052529
TBC1D8B,-0.51965,-0.034726143,-0.001291752,0.41865778,0.20953178,0.59378004,-0.9974184,-0.022184849,0.40437365
MIR1915HG,3.1153572,-0.1421467,-0.577235,0.24825358,0.5794947,0.9576602,3.1025145,-0.28691196,-0.50823665
EGR1,-3.501398,-3.4316425,-3.0059028,-4.216032,-4.438504,-3.4709816,-1.358654,-2.8664417,-3.4306583
EGR2,1.8883762,0.88497066,2.3925247,0.52381897,0.23400402,1.6412373,3.1600914,1.1838675,1.6398487
FAM78B,2.390587,3.9511538,2.8133893,3.3580403,2.377455,2.9038668,3.15554,4.0639663,3.5883613
PFKP-DT,1.7655349,1.7284036,1.7356286,2.3771033,2.1897354,1.7097287,1.3079362,1.5653911,2.3016996
CCDC9B,-1.471715,-2.0887232,-0.98938274,-2.1366796,-2.3581486,-1.963265,-1.7861481,-2.2959142,-2.3253636
SMARCA2,-0.26034355,-0.16095829,-0.11063957,0.33451653,0.2902851,-0.39253712,-0.31808758,0.10440922,0.20061302
SMARCA4,-0.1753807,0.35853386,-0.4096613,-0.030143738,-0.71164894,-0.44908142,-0.9411526,0.08417988,-0.465374
CRNN,-0.82316375,-0.016906977,-0.76786375,-1.4952013,-0.3843658,1.0647876,0.89114356,-2.0186598,-0.43397284
AMZ2P1,0.13085866,0.18876207,0.14314532,0.3664956,1.0678091,0.7596059,3.1150086,1.5886698,0.95879054
