Gene_Symbol,WT_1.gProcessedSignal,WT_2.gProcessedSignal,RNA5_TLR4_1.gProcessedSignal,RNA5_TLR4_2.gProcessedSignal
,177823.6,187951.2,200279.7,196527.8
,23.0438,40.20502,46.24292,47.02851
SFTA1P,24843.84,28136.17,22957.96,17806.24
TRIM44,915.9096,1224.944,1134.926,1154.72
SLC37A2,68.01822,55.86554,32.38168,44.87574
PPP1R11,195.1257,295.9927,199.2617,165.6124
ZNF90,11.02149,4.0391,10.16428,7.177008
LINC00537,315.4447,463.4251,830.2622,754.9517
ZBTB8A,274.4074,496.0337,413.1711,364.2935
LOC100130331,2.798285,3.154176,3.458524,3.275651
PICART1,67.024,69.59266,77.4573,61.7974
,28.98477,19.28248,29.35977,21.38275
PHBP19,56333.11,69442.58,82708.78,83184.55
FLJ30901,20.73256,10.70003,11.79794,6.936578
AKR1E2,2.311458,2.966046,3.211868,3.05167
SHISA6,3.275953,3.352267,3.623541,3.410471
SLC16A12,140632.8,172321.6,190638.3,186423.6
,15.73952,18.88967,13.55515,14.32293
ANKRD26P3,2.76572,3.522477,3.997761,11.1914
LOC339298,2.227516,6.030921,2.962389,5.498489
,5.406363,8.035416,5.992923,11.55407
,2.279752,2.835,4.600735,2.913542
LOC613266,115.8147,115.3557,253.6222,176.3936
LOC285593,2.791307,10.2659,3.969632,3.879497
COMMD9,3.476387,3.965939,3.943029,3.830111
,20.90298,25.26886,58.59601,60.24332
lnc-IL4R-2,2.633001,3.044885,3.421058,3.369018
TTC6,3.132826,3.251706,3.544743,3.317015
SNORA19,13.94767,17.7426,23.57512,24.89305
LOC283177,9.096335,8.307624,15.246,14.56989
,16.24996,29.758,57.04371,72.01385
PTPN20,15.09575,17.26542,13.18759,15.64496
PTPN20,5.252333,2.929207,3.151029,3.026993
PP2D1,2.584762,4.312673,3.487302,3.372922
SPI1,28.29895,38.2797,33.03463,36.0917
ARHGAP8,2.303409,2.761533,3.000591,2.819104
NLN,623.5022,1080.523,782.3848,701.5634
XLOC_l2_013461,4.211493,3.399429,3.592588,3.486666
PM20D1,2.34902,2.732071,2.980218,6.475743
LINC00924,35.76038,40.3939,40.09995,33.4221
AMDHD2,839.3521,902.1025,742.9485,690.2348
MGC27382,48.03861,55.42674,43.74229,35.8047
,2.928333,3.108412,3.336257,3.31794
LINC02003,49.25905,81.85042,110.353,96.90672
TMEM65,594.7637,371.6115,615.4309,551.0319
SLC35F5,511.2341,653.8169,698.0794,470.0522
lnc-SART3-1,2.533918,3.028767,3.353952,3.270854
CCDC141,3.237474,3.374134,3.569776,3.470712
,3.224457,5.529502,3.512575,8.05495
XKR4,3.350437,3.608027,3.921217,3.746223
SNORA71A,376.0743,399.2505,387.7402,360.281
GRIA4,2.554027,3.182923,3.315326,3.273016
,4.163579,3.055501,3.338977,3.312863
,5.173972,10.32838,11.80927,5.402993
,4.676711,3.558562,4.558858,3.879598
RBM10,722.7351,741.9074,807.127,778.4729
URM1,7738.19,10455.9,8092.459,6729.218
LOC645261,676.4741,779.0728,1124.69,1026.76
ACAN,8.23033,8.417906,7.292163,6.620053
SLC7A11-AS1,2.769089,3.062422,3.353482,3.15878
ZNF582-AS1,21.42625,15.25028,9.271433,7.237606
CHORDC1,350.4589,785.0314,829.1021,773.5333
HERC2P7,12.77359,4.219628,9.402639,4.111686
,100.9094,141.169,155.5197,128.9495
CRLS1,2484.824,3565.639,2541.356,2061.197
,3.479488,7.786347,3.941713,3.811615
DTX2,171.3016,273.9867,257.1455,180.1566
ZDHHC8P1,2.393571,5.140487,2.90223,2.735224
TNFSF11,2.425131,2.799505,3.058171,2.998184
,39.54602,36.39453,45.26399,37.40375
BOD1L2,2.433676,3.026658,3.088731,3.142435
,458.2812,459.3991,515.923,461.1645
LOC284581,482.49,659.7377,1222.725,1226.9
LINC01299,2.800032,2.959225,6.717524,6.232292
LOC780529,4.761824,3.318705,3.70472,3.488341
LOC105378085,2.557316,2.83952,3.958708,3.104952
PVALEF,2.793226,2.968049,3.212678,3.02628
CASP10,117.4088,168.9385,85.97246,67.19557
VN1R3,2.42565,3.061098,3.355301,3.143682
C21orf91-OT1,2.351326,2.932509,3.209874,3.006761
EFCAB5,2.965765,3.108831,3.386783,3.163906
LINC02011,2.367081,3.067327,3.326226,3.162611
P3H3,5035.62,5445.9,4842.235,4103.968
SNHG1,2.687639,2.882982,3.129449,2.938043
,2.524922,3.179457,3.506276,3.283312
FAM135B,3.440781,3.516864,3.802327,3.612128
LOC400622,2.975097,6.409964,3.361485,3.169935
LINC00847,155.9885,292.9509,232.8184,215.5335
APP,19930.77,15366.31,21041.08,18296.97
,2.372867,2.841469,3.120771,2.983251
LINC00877,2.252277,2.630168,2.859433,2.68564
WNK1,53.05817,68.7864,133.9666,113.6473
,2.412748,3.051234,3.353904,3.166125
,64.28486,66.53658,60.50607,51.36366
POSTN,3.227758,3.499019,3.825989,3.638353
DLGAP1-AS3,5.629712,13.28714,15.32171,13.07852
LINC02579,45.72863,62.52054,65.19787,49.34294
LDHAL6FP,12.40954,16.13429,15.85302,7.061631
VSTM1,1599.062,2898.394,2410.506,1842.164
LOC284632,4.535144,3.477964,3.357951,3.192784
LOC101929709,125.2798,270.7024,312.5717,295.1774
LINC00941,955.6209,1161.949,968.826,937.1748
,269.8436,240.6466,296.4718,266.2932
NWD1,2.386642,6.009256,3.247132,3.045643
lnc-CMPK2-2,9.559603,6.510584,8.060356,18.22375
ZBTB8OS,1190.162,1465.558,1334.131,1061.548
LOC646903,56.80192,74.36336,63.64992,63.80819
PSG8-AS1,3.029684,5.029089,6.694343,2.825302
,34.33544,47.68121,112.5752,108.1308
PPP1R12C,4705.926,6043.396,4370.711,3865.392
,2.365055,2.713297,2.954352,2.773342
lnc-INADL-2,10.05593,29.48036,130.5333,71.08448
GRPEL1,2175.235,2813.899,2106.993,1612.06
LINC01785,66.4467,58.36912,57.73112,40.0094
LINC00535,2.349571,2.973011,3.241238,3.043448
LOC283038,19.79363,30.57774,54.44706,39.85316
LOC285626,5.093062,3.026286,8.68848,3.494997
LINC01845,2.518813,6.940274,3.458387,3.253708
A2ML1,2.622335,3.287615,4.009994,3.420115
LOC105374338,2.485374,2.752789,2.973662,2.868797
,46.23542,105.8506,163.0337,139.3598
ANKRD30BP3,23.19661,15.2937,23.37283,13.84946
,2.61579,3.269154,3.63451,3.869167
,466.1313,617.2324,1751.249,1534.031
ERICH4,2.849347,2.878765,4.383335,11.31309
KDM2B,63.74298,121.4821,96.95586,82.3924
KDM2B,97.51721,160.7437,150.2124,125.1561
CPLANE1,202.4426,409.0297,479.0726,433.7082
PCOTH,26.72978,35.03347,22.05175,16.25814
PCOTH,22.24047,27.14087,26.13332,11.5883
,6.262945,15.8136,17.38545,3.557477
,3.219635,3.38382,3.579244,3.576464
LARS,2447.373,3142.677,3407.008,3555.439
DARS,9577.239,12008.65,9177.694,7653.255
LOC643542,2.48118,3.008077,3.29912,4.711866
TMEM132D-AS1,151.4434,122.5845,204.7108,209.2143
F11-AS1,2.35917,2.83542,3.113576,2.963788
,3.583512,5.064247,2.852007,2.694975
UBE2E4P,53.91616,77.65242,49.96846,48.79917
ASXL3,2.786208,3.001342,3.219289,3.174272
ZNF847P,9.515898,3.447743,3.783681,3.578093
,321.1017,442.0063,404.3299,302.9001
,24.23562,36.16937,11.51819,15.35856
FLYWCH1,26.90608,40.18252,28.96634,26.96247
CELF4,8.955133,11.48235,8.095073,3.458439
,2.77333,2.850797,3.162987,6.564125
TYRO3,14049.99,18816.54,25715.9,23422.04
CASC22,29.19352,31.30923,33.35295,18.1662
LOC114224,102.9582,171.3692,314.5647,255.3523
,5.187674,8.56371,3.655173,3.442038
ARHGEF39,221.7508,276.6048,275.2594,246.062
MYO6,361.3756,405.5699,427.154,373.0105
IL17RA,54.9052,38.19625,27.00915,21.17706
,3.572063,3.449773,13.26416,15.13893
SNORA2A,29.14572,37.6844,44.37295,36.85595
LOC729291,30.62147,33.65975,27.26256,36.62842
SNAR-G1,10.21098,12.80483,62.76483,55.13364
SNAR-C4,32.17976,50.98435,23.32001,19.47572
OR5AK4P,21.24254,15.80516,19.67227,19.52883
LINC00641,56.47198,58.91937,57.66589,44.70457
LINC02072,2.683978,2.920081,3.191188,2.983586
lnc-ERC1-1,24.11121,31.30658,43.22785,42.28923
,140.9879,262.3164,627.8568,579.9882
TTC28,599.6964,631.0558,646.0823,663.7764
SH3GL1P1,876.0237,1024.13,928.205,777.7982
LOC100287704,2.319087,2.942439,3.198585,3.010368
,2.375725,2.869188,3.154022,2.997901
PHF20L1,868.7592,1246.523,896.1812,779.5233
,60.22759,55.29527,49.56939,63.18952
TUSC8,6496.767,6520.639,6388.063,5862.736
,5.784217,13.70224,10.88139,9.205698
LINC00347,2.350049,4.324149,3.487091,2.861913
LINC00302,7.187248,9.32398,3.329533,7.644774
SEC1P,3.28598,3.444736,3.609722,3.591423
RDM1P5,13.97649,14.79798,3.695678,8.919444
LOC107984784,152.7408,174.6664,289.7157,247.3188
lnc-EXOSC6-2,3.548296,8.472082,4.271192,3.771121
GATA2,26.40123,33.43716,31.39403,37.26617
ZNF487,127.4838,165.9909,129.6637,130.0802
ZNF852,11.83338,24.12202,31.37462,28.57176
LINC00106,271.5709,415.7226,359.0249,224.8117
TRIM3,50.45006,59.83275,45.37718,43.02898
ZNF528-AS1,1365.442,1702.637,2275.442,1973.806
,2.231887,2.729637,2.968099,2.78716
LINC02028,2.361821,3.700117,3.262397,3.062891
STEAP4,2.809455,3.476208,3.942784,3.809317
,2.597774,3.21959,3.583714,3.384341
LOC283435,2.822125,3.511309,3.969186,3.827046
DNAH17,3.263602,8.975134,3.381804,3.203004
,51.61682,55.02167,84.27159,78.0986
PNPLA5,26.95183,17.58867,17.47766,13.7961
LOC440864,32.7919,20.5799,45.02043,42.70136
LINC01684,6813.144,10203.14,18394.95,16876.93
LOC105379192,2.223135,2.673061,5.276799,2.730733
,7.365329,12.27483,31.83105,22.13474
LINC01146,21.55276,20.18205,28.47927,31.4308
C16orf82,2.587139,2.839456,3.158045,3.13663
RET,547.1828,709.2971,503.3812,478.9488
MIR3150BHG,3.34132,3.412931,3.629452,5.054195
RPS2,2333.511,2933.835,2406.73,2050.306
SH3GL1P2,58.82448,85.21219,75.11813,78.05863
MAGED4B,4.588247,3.375561,9.322861,10.04962
VSTM2A-OT1,2.600463,3.236897,3.667519,3.542612
SERTM2,2.57553,3.214122,3.566788,3.346349
LINC00642,20.86197,18.20762,13.62668,14.00646
LINC01443,2.994624,3.122634,4.04931,3.364701
PSMG3-AS1,15.71419,17.5071,13.42007,11.96087
DNAJB8-AS1,2.460956,3.205812,3.515135,3.357985
,1671.091,2088.843,1770.993,1458.54
,3.253985,6.901678,9.546624,9.285437
LINC01949,24.85837,12.11941,9.519437,4.757513
LINC01949,4024.854,6143.442,11369.82,10001.8
ASB4,2.532499,2.981708,3.258812,3.09099
PPP1R1C,2.275944,2.854149,3.10156,2.916353
MAD1L1,804.4064,1131.668,472.7002,441.032
FLJ36000,2.514119,3.244667,3.538547,4.698754
LPP-AS2,102.9348,114.0606,111.6359,96.86199
EHHADH-AS1,3.247183,3.245578,3.543464,4.199922
ACTG1P20,101418.9,109700.4,112641.6,109337.4
TNRC18P1,381.5303,419.4785,379.2314,371.8159
lnc-INTS9-1,6.766139,10.42929,17.96664,12.57098
AP3D1,2048.919,2747.555,1858.741,1564.029
NCR1,46.84044,41.19075,30.23181,28.96895
LOC100287387,16.49646,27.20686,30.17023,21.04087
CPEB1-AS1,2.57636,2.895734,3.220129,6.257575
,2.559036,3.537723,3.054447,3.014349
OR5E1P,4.30149,12.62515,12.58627,12.5235
LOC642361,1375.195,1601.19,1656.652,1238.439
,2.580828,3.218999,3.573604,3.353103
LINC00544,7.378042,2.955318,3.344319,3.057082
,43.39474,91.69839,221.1607,170.8552
NIFK-AS1,19.18652,24.77906,30.28258,20.9753
TBL3,261.8325,356.2763,327.2208,269.2396
lnc-ANKRD11-5,88.11343,105.8881,79.6007,84.46037
DPP8,2490.456,3022.856,2656.212,2064.119
,4.106393,3.206752,5.668046,11.17917
SNORD15A,287.6349,250.5165,840.6579,767.1724
MFSD4A-AS1,2.451882,2.940526,3.243425,3.126866
,2.568978,2.844713,3.135089,3.71847
TSC22D1-AS1,6.617563,9.321246,16.65098,7.28688
SNORA77,2.309934,2.634199,2.861882,2.714123
KIDINS220,37.74781,37.0139,36.68138,29.27712
SLC14A2-AS1,2.564495,3.181105,3.532577,3.327232
HIST2H2BA,2.59961,3.247187,3.606069,3.382545
GNAI2,16187.34,19989.97,13494.79,10368.78
LOC339529,2.941953,3.149077,3.447681,6.327137
SNAR-A3,159275.9,203190.4,111443.7,124858.1
RPL36AP33,11.74508,26.11631,52.29805,56.25641
LINC01538,2.636956,2.901923,3.171311,2.969854
PANX2,91.73928,117.9827,84.15773,71.6238
,2.271641,2.728068,2.98058,5.200886
DIAPH2-AS1,2.546315,3.082112,3.419307,3.302529
SLC25A6,5857.676,6744.314,7729.968,6091.67
LOC387810,2.255638,2.727136,2.892836,2.735396
LOC692247,54.28251,37.092,37.74804,33.78025
ATM,128.2609,203.7147,167.0823,157.9615
MIATNB,180.7828,192.1019,166.6854,173.0769
CXCL14,2.629001,2.649172,8.307728,2.704926
,1312.601,1400.565,1557.433,1347.597
SNHG18,1288.443,1163.519,1223.94,923.3461
,2.8232,4.401888,4.680658,7.121526
FAM91A1,155.5987,211.631,167.6776,132.8511
,7.077408,12.63596,10.12286,7.795843
GLYCTK,24.07378,42.73024,30.02573,37.11118
HABP4,1071.977,1391.611,1406.908,1004.276
MARK3,3484.095,4907.463,3830.924,3019.724
LINC00114,2.849159,3.580338,4.054847,3.894165
PIK3R3,66.5372,85.02894,85.94594,73.91864
CCZ1P-OR7E38P,139.209,171.9728,172.4978,137.3104
TMEM185B,487.7755,740.0402,644.6345,587.8073
PPIP5K1,3.039003,3.220021,3.426803,3.358058
RGR,2.415806,2.908842,3.202852,3.065622
LINC00622,5.023381,2.755404,5.355223,8.959397
,5.147273,14.05271,11.75084,4.98349
PAPPA,111.9182,97.39583,73.2567,70.53919
ILF3-DT,599.2149,775.4502,618.9088,598.4073
IFNA22P,3.100004,6.693139,3.479594,3.26285
LINC02558,3.107452,3.262258,3.645545,3.520444
ADAT2,20226.18,24077.64,21469.6,21096.97
FRMD8,17.01065,19.76068,17.09515,17.10759
,14.22528,58.22419,85.63796,72.16936
SNORA78,18.27438,23.17106,29.99616,22.36424
KRT8P41,3.853228,3.616535,4.95103,5.046189
WWTR1,6.607562,4.578712,3.143225,5.71179
LINC02139,2.869433,2.853362,3.100151,2.942268
,259.7333,216.6004,211.4581,174.7781
CBX3P2,30.15926,20.9396,14.74236,23.12372
C12orf80,2.285563,3.270752,2.938412,6.740832
LINC00592,3.078968,4.165556,3.463445,3.450332
LOC399815,95.60782,190.9856,96.51218,87.94017
SNORA80A,7.236091,3.983831,6.647598,10.72962
GPS2,4996.899,5618.008,5133.98,4376.316
MIR31HG,615.8475,1142.125,295.7843,209.1313
LRIT3,3.678936,2.829447,3.091303,3.073868
,2327.203,2903.359,4110.62,3605.522
POLR1A,1366.902,2075.215,1617.479,1443.128
ECEL1P2,5.287333,5.97603,9.373075,5.181048
DUSP6,60.11961,52.74932,44.22519,44.59522
ARHGEF38,2.736116,3.591497,4.75179,6.05405
TRAM2-AS1,420.1063,552.3492,375.9303,355.6294
ATRX,1096.051,1320.039,1274.714,950.3164
USP48,370.0557,609.1928,547.0702,418.5363
ZBTB10,45.21804,56.34809,65.79392,66.34505
,515.5333,532.2241,512.6753,481.2375
GATA2-AS1,8.141925,2.796316,5.185573,2.885045
,2.308863,2.689522,2.931269,2.805574
FER1L6-AS2,84.42771,105.7811,83.12243,72.05576
,4.827334,8.486005,11.18497,3.09593
,2.411255,2.961695,3.233881,3.068562
LINC01344,7.533433,8.796869,14.84003,9.24458
CFAP69,2.682471,6.472479,3.381207,3.552294
,13.77364,10.49421,8.679616,3.34393
LINC00163,12.86909,4.388198,3.503819,5.68054
,7.721871,19.49714,16.69113,8.96159
LINC01343,15.91262,12.58105,12.91409,14.14605
PRKXP1,488.3234,631.6202,726.5463,587.6061
,2.520116,2.974948,3.287554,3.227212
,28.62872,36.13239,26.26166,14.27773
TAAR3P,2.804687,3.475438,3.950092,3.808162
P2RX6,4.059885,5.804933,3.430221,3.381166
PMAIP1,3082.5,2425.603,3770.39,3865.853
ZMYND8,843.5917,1229.201,1067.624,908.3174
lnc-USP35-1,43817.92,50252.03,55690.83,49661.91
,4.990152,8.420137,15.75643,14.78872
CATSPERG,132.0695,141.9511,124.1367,138.4965
ZNF483,20.81444,43.27259,26.71962,35.64273
LOC284933,640.5678,714.3017,643.1317,561.0186
NAA10,2477.37,3510.701,1615.915,1413.077
ABI1,194.2279,272.0487,229.0397,164.2899
MGAT1,36.86753,31.53362,30.86458,21.69381
FLJ37035,6.367043,3.287406,3.49147,10.40815
LINC01720,2.586189,3.26371,3.599134,3.388694
DPY19L2P3,116.7565,207.6187,236.3374,198.6805
,2.410072,2.999163,5.472579,5.345774
,13.42818,19.17116,18.08013,8.309434
,2.997482,3.119539,3.377133,3.363773
PEBP4,29.27217,29.25575,30.37541,18.46387
LINC01963,510.7238,580.6523,435.3111,409.6416
MGC27345,553.2532,810.9201,567.1623,482.3936
FAM86B1,31.77209,50.71049,40.1844,57.73866
CDRT3,161.5547,162.6992,137.9247,82.61558
CDRT8,17.36958,10.95056,29.08964,17.83309
ANKMY1,232.3524,290.8128,207.2847,209.0238
SNORA50A,2.622508,2.84999,3.107616,2.904485
COL5A1,509.0637,274.715,499.981,392.7151
ZNF32-AS3,16.40577,12.22481,11.84203,15.23309
FLJ46875,8.059894,9.750631,25.16173,15.53333
,5.462212,3.392554,3.621877,3.451799
CASC11,5.385989,8.038091,3.899165,3.933291
lnc-CECR2-1,2.503889,2.852069,3.11168,2.930104
STKLD1,2.687503,2.67587,4.800469,6.21363
,4763.29,6593.651,4531.417,3901.935
,2.429214,2.751479,2.986471,2.922541
,47.47204,38.53379,217.4134,185.9899
KRTAP24-1,3.285925,3.555325,3.878901,3.69446
MLH3,112.8799,202.94,227.0552,193.5013
MIR4500HG,5.830071,3.397176,6.667023,3.572864
LOC105377782,11.84343,18.67233,15.00402,10.21898
SUCLG2,336.9629,451.4311,421.8294,328.2828
LINC01097,2.461567,2.939788,3.24247,4.588595
UBE2D4,1205.367,1546.259,1351.814,1142.285
TRGV7,2.62379,2.950918,3.347606,10.11398
GFRA1,2449.921,2414.902,5150.262,4142.352
LOC400684,58.66956,104.8689,89.70127,81.92481
LINC01801,3.508061,3.642215,3.911039,3.777866
ZEB1,324.2239,456.4343,365.2369,411.4903
MYEF2,243.6383,359.5701,364.7076,308.0244
,3.620714,3.106032,3.445584,3.274718
C19orf66,668.6656,723.092,782.9014,678.9693
LOC100289333,8.191168,3.091021,5.928542,9.168841
,5.776371,3.418864,3.75764,3.667983
ZNF460,53.0347,85.28821,119.0188,79.5589
LINC01734,2.423527,3.163594,3.439013,3.288354
HOXA-AS3,2.515757,6.397081,3.006015,2.927969
PDCD4-AS1,223.6944,230.5662,261.0491,234.9395
,4553.334,7023.37,13474.56,12064.35
SNORA71C,59.82915,64.4966,56.28287,56.00683
lnc-ZNF345-1,8.952577,20.22341,21.12813,7.318725
NFATC2IP,411.9754,503.0039,579.2294,571.564
,102.9122,157.2983,178.4655,168.7309
LOC401324,2.580956,2.914091,3.184699,4.833861
SNORA55,2.50725,3.527405,5.906972,3.323967
LINC00837,2.458208,3.118195,3.417756,3.206979
,22.51366,31.78666,26.14516,27.25877
,3.003672,3.082794,6.637654,2.888217
PLEKHG4B,2.332248,2.750017,3.00728,2.882359
CXorf49B,8.32693,21.24756,19.80404,7.124182
SNORA33,143.5373,196.3811,210.3606,189.129
LMCD1-AS1,2.61896,3.432868,3.358423,5.253764
TCP1,52.40903,64.69547,66.33219,68.03538
AGO2,182.4654,214.6578,292.9353,304.4206
NEO1,36.33329,47.4556,39.10854,41.04962
ERCC8,549.5748,666.8683,614.4556,551.1309
LINC01015,2.323871,2.919876,3.169624,3.014246
MAP2K4,863.9507,977.7435,864.34,769.5769
,11.18402,13.07345,13.61984,11.2487
FAHD2A,17.53099,12.83266,19.90532,19.74068
RARB,2.490928,3.01808,3.315126,3.129887
TTC34,3.342247,8.29098,15.59258,20.94371
SNORA2B,7.312084,2.781171,4.377462,8.066344
SNORA26,20.44436,18.65726,31.86197,21.0008
NR6A1,333.9088,358.2839,383.2488,336.2832
PELP1,6365.649,8012.607,6562.432,5524.777
NCAPG2,851.187,1193.198,837.4337,714.2475
LINC01192,2.643195,3.213742,3.587976,3.481325
C5orf66-AS2,2.729285,13.59275,3.970977,4.416674
PROX1-AS1,6.475599,5.036836,3.921306,3.413518
LINC01777,4.871276,6.483173,2.994426,4.36488
PCBD2,583.7433,754.8546,550.3614,555.7316
lnc-COL6A3-5,10.13287,9.476589,11.48277,8.955813
YWHAQ,3467.518,4618.466,3381.35,2925.736
DEFA9P,8.340407,3.253032,7.951748,3.373564
,2.837462,3.741432,3.169182,7.205003
LINC00954,23.71042,16.84598,16.06137,16.88111
LOC339666,3.361401,3.523595,3.924532,3.646894
CROCC,224.3422,293.0521,262.5655,230.3762
THRB,93.88802,52.31485,132.9017,128.8855
TMEM247,3.484948,2.951426,5.669805,3.062595
PAX6,7.157118,3.655193,3.946932,3.797972
LOC100233156,2.499717,3.099753,3.429645,3.223853
RAB43,4.281399,5.74962,9.588159,3.236313
LINC00906,10.64809,17.05218,4.342939,4.112419
HSP90AA1,129750.0,166583.2,123556.8,113204.6
,2.721653,14.34291,20.95442,15.57642
AHCTF1,144.1651,161.9144,225.0581,228.1932
GPR180,118.2795,178.2304,125.1965,129.0668
C10orf55,177.1171,307.075,228.5908,181.3371
PNPLA7,132.8807,176.8654,170.2125,122.2882
LINC02239,2.845468,3.579069,4.045957,3.863948
ACTG1P4,8605.991,9200.981,9404.282,7266.393
RHOT1,50.47911,83.2464,100.2074,66.47821
LOC644656,169.9928,166.6235,300.2007,235.9506
NAT8L,719.243,900.2977,736.462,728.007
SNORA12,146.7312,92.84797,135.2636,112.3047
CERCAM,127.3592,156.6738,156.2522,126.3889
RNF130,101.1853,92.21902,78.99244,70.69703
LINC02483,13.01742,12.54453,10.53517,11.88476
,11.08643,12.09385,3.759592,12.70534
,2.661523,2.891964,3.131632,3.118994
USP28,27.76171,36.30571,27.74815,35.02659
LOC284561,2.58583,4.25081,3.221818,3.044062
,2.432443,2.804365,3.055504,2.879242
,68.77402,81.75634,121.7988,130.6711
,2.945869,3.087552,3.352888,3.40438
VPS36,552.9163,705.5332,615.9471,525.0488
FLJ39095,8.996012,6.414668,3.433123,4.325083
SSR4P1,11.20396,27.138,16.56864,26.29559
YLPM1,892.0798,1114.842,845.8997,646.6014
IL21R-AS1,44.49831,30.11474,44.12532,31.63992
LINC01185,2.925397,3.369423,3.758816,3.532717
LINC02175,13.60419,11.10002,8.070227,14.76239
,16.65436,17.1619,14.361,23.62074
LYRM4-AS1,2.70185,3.36391,3.763614,3.556597
NPSA,3.144552,7.846349,20.6075,22.19906
,34442.29,45979.31,53845.88,50528.29
LINC01618,2.552821,2.896873,3.162958,3.407581
,7.108554,8.07098,8.545305,12.63594
,2859.724,2827.236,2388.777,2192.489
PRR7-AS1,66.9912,109.0295,143.7631,100.929
,2.824772,4.460978,8.331269,4.590233
LINC00551,3.347853,2.634546,2.862758,3.584717
,20.53484,22.26224,28.23701,21.29266
LOC339539,2.453554,2.751004,2.998921,2.809137
PREPL,558.8647,778.2765,693.2278,627.1383
TOLLIP-AS1,25.06753,36.3099,28.05007,26.61199
DBH-AS1,93.29652,100.2581,136.5937,121.9165
MAGED2,68.38571,77.23869,62.36433,55.64844
LOC284240,2.297016,2.682425,2.916211,2.740944
lnc-RNF125-2,36.95911,33.6204,42.99805,41.03074
,23.50407,30.16618,17.43272,20.78355
A1BG,12.14238,14.51744,12.51668,15.81747
,5.711351,3.457066,7.132093,5.748899
,36.60343,48.54837,49.30546,38.35313
,2.571638,4.328741,3.678378,3.480594
HRK,2.671794,3.070969,3.364222,3.187498
,2.425107,7.353308,21.2009,16.97737
,4.305897,7.982935,6.517468,3.240301
,5.798158,3.095001,3.334477,3.122323
LOC440910,10.52745,14.58099,10.96627,4.837165
LINC02537,3.514578,3.642525,3.891742,3.779418
LOC283214,2.747902,3.084566,3.378144,3.194564
LINC00701,2.428723,3.105988,4.182589,5.889756
IL31RA,75.35882,84.2242,89.45335,83.90575
,124.2926,150.8232,130.7958,113.1097
,11.18801,18.89265,18.07666,8.920395
FAM122B,107.4005,131.763,70.99686,70.67709
FAM13A,168.141,249.0533,226.6223,175.6366
LHFPL3-AS2,13.14803,10.85687,13.60776,10.57881
LOC105370361,8.384596,4.024054,4.624169,3.753476
LINC00567,2.523049,2.79672,3.020452,2.958649
CSMD2-AS1,4.345224,2.714219,2.960767,2.844236
LOC149684,2.318129,2.979853,3.228144,3.068507
SLC2A1-AS1,11.84452,19.38654,14.58513,26.24887
POLE,202.8309,247.8046,192.5025,183.644
FLJ31104,19.8556,20.92096,14.75827,12.16436
MAP3K20-AS1,3.523496,5.992921,3.50355,11.44828
,12.696,9.453917,6.930773,20.50999
SAMD12-AS1,4.915668,8.792541,3.593465,3.773262
SEMA4D,92.42024,72.40244,102.0876,80.76171
,62.13664,63.4806,66.1028,55.88366
LOC285422,3.022346,3.20712,3.415148,3.358296
METTL1,849.7561,1059.118,828.1722,674.9786
,3.197586,18.0938,27.22216,28.1444
,165.6943,175.4577,183.9439,147.4907
LINC00475,4.953325,4.143798,7.031536,3.050062
SLC11A1,72.9535,68.65597,71.90069,57.11061
MGC34796,44.8048,56.3367,43.44206,29.85365
GLTPD2,661.1526,840.4,747.9602,1028.752
LINC01115,2.890447,3.088649,3.37924,3.161347
SNX24,2694.99,3090.308,2904.517,2614.775
SF3B2,2.273771,2.838692,4.150559,2.91559
GALNT10,1829.6,2406.966,1616.876,1406.848
lnc-ZNF717-1,83.22931,156.473,133.0282,112.0737
SAP30L-AS1,13.65602,25.24715,33.2257,32.52223
DPY19L3,17.29245,26.5171,23.53012,28.40875
LINC00662,446.3293,746.9735,500.6591,398.8144
FAM207A,1168.779,1480.876,1276.728,1023.922
LINC01924,2.596316,2.878976,3.233305,3.189263
,34.68158,40.37801,19.22149,23.42952
LOC644285,4812.156,6157.855,6145.12,5605.824
MFAP5,62.78432,88.37659,99.19573,85.22616
lnc-RP11-712L6.5.1-2,3.466616,10.19125,19.25414,24.24157
ATP11A-AS1,4.106656,2.952421,3.220946,3.057497
TBXT,3.064831,3.201459,3.442632,3.434048
PHTF2,7.367868,7.338237,3.362951,3.30137
SNORA28,74.93291,76.79595,375.8012,438.618
EPHA5-AS1,40.3016,36.04497,40.4639,27.78145
LINC02324,15.46406,14.18226,6.090437,12.54799
CALCR,2.461474,3.018618,3.319462,3.128707
,19.40133,74.90085,190.3859,153.1295
LOC105369147,317.5662,432.3371,822.347,762.2091
SNHG8,2.367778,2.803204,3.072472,2.955052
LOC100129603,3.050535,3.231894,3.437946,3.379409
ARHGAP42,30.45173,36.4535,37.45988,51.56049
,16.99977,21.12633,36.49441,30.16446
CXCL12,35.63232,42.8131,42.41652,34.15183
,25.20815,20.0847,15.83726,23.1263
ALCAM,5257.463,6829.626,6882.785,6054.928
,2.551443,6.182593,6.987918,5.593588
LINC00996,9.476687,9.994146,10.88846,7.249586
LRP5L,9.687464,11.17455,4.267284,7.608615
MEGF8,532.745,606.0313,877.5015,725.8354
TRAV8-3,2.340388,2.857529,3.103145,5.512833
,27.22861,46.48711,64.49751,54.70833
LOC105374996,3.440229,3.668447,3.942399,3.806687
