Gene_Symbol,WT_1.gProcessedSignal,WT_2.gProcessedSignal,RNA5_TLR4_1.gProcessedSignal,RNA5_TLR4_2.gProcessedSignal
SMC4,6325.994,8750.146,5624.117,4561.049
lnc-ACOT1-3,4.715922,7.19589,9.872111,11.98498
MIR3142HG,14.24512,17.34584,20.80386,13.35852
LINC02159,21.44207,19.28837,26.89202,17.13991
LOC283731,13.93311,14.33574,17.32995,11.72674
AGBL1,2.847007,3.013578,3.280831,3.065668
LINC02158,3.157569,3.170233,3.444023,3.222998
CHRFAM7A,75.96423,99.55386,152.0761,111.758
LOC375196,4.486989,3.007207,3.326737,3.20238
,34543.23,45426.68,54063.59,49703.31
LINC00685,72.64916,89.40978,144.8442,118.6425
TMEM72-AS1,2.517006,3.272065,3.596036,3.463763
ART3,7.609449,4.071304,3.896559,3.927331
TYRO3P,3.340194,5.296793,6.647954,3.21077
,2.363609,2.764584,3.007356,2.835603
DERL3,2575.134,2994.322,2304.588,2086.057
DERL3,5.974869,10.33181,6.711179,4.285825
,10.77328,29.21715,47.4056,43.00447
COBL,2.388686,3.110215,3.376352,3.221208
USP9Y,2.255497,2.720307,3.405853,2.79303
SPATA3-AS1,2.849087,3.580588,4.047885,6.655434
SET,37703.18,43612.91,36159.62,35434.25
CDH5,75.04258,71.93751,69.75984,64.31086
GASAL1,285.5183,285.1175,359.9484,323.8091
FAM151B,18.1787,26.80519,25.33696,16.09926
lnc-GRHL2-9,2.355236,2.703766,2.940101,2.840915
,2.427295,2.9545,3.25882,3.093997
SNAR-B1,3.378961,3.433764,3.696804,3.499154
LOC100506282,148.4051,201.9913,377.15,314.3501
,2.446897,4.645643,11.50345,2.811456
LINC02067,2.579512,2.834113,3.174985,2.892993
OR9H1P,6.651365,3.034912,3.309209,12.59689
,2.799707,3.497896,3.934805,3.724536
,2.587017,3.274497,3.685972,3.527258
DRD2,4.728338,9.543416,11.05104,7.614768
lnc-MYO1G-1,6.086196,3.125251,12.61196,9.244707
,42.67395,56.55618,82.25752,51.98961
lnc-RP1-241P17.4.1-3,10.11956,13.38692,23.14836,10.63051
,48.26236,60.07923,73.75144,61.46264
LOC107986845,2.428568,4.734161,3.387967,3.188042
ZNF724,191.8853,340.811,307.0632,322.6781
DAPK1,19.99124,20.69091,20.29092,26.33826
SCARNA23,38.38862,53.81491,69.14401,96.30142
TNS1,102.7795,153.9743,269.8251,231.688
LINC01959,7.619162,6.456652,8.293214,2.791156
LINC00974,3.268951,3.256068,3.553307,5.425772
CAP2,146.4639,218.4901,173.0318,138.3114
SNORD9,2.372818,3.027483,3.296843,3.103956
LINC00700,2.487138,2.780752,3.010579,2.958853
LOC645485,2.671585,3.077138,3.371865,3.194962
,37.2492,91.41033,118.4128,89.29324
,6.312059,7.346288,5.719076,8.458697
ZCCHC23,2.78565,3.67282,3.202746,3.060241
,22.49105,26.35283,32.40656,17.7593
DEFA8P,2.494125,2.960863,4.676997,3.190214
LOC158435,1140.803,1415.26,2208.855,1898.387
,2.603119,2.844304,3.112028,3.107172
LINC01010,2.260275,2.621489,2.85148,2.69009
LOC646736,2.561266,3.248557,3.664671,3.443749
LOC100126584,7.138227,10.45631,10.47179,5.980115
CADM1,2.394232,3.07693,2.913425,2.734138
CADM2,2.58994,2.910944,3.252828,3.22148
PLEKHG4B,39.56574,72.96158,38.84114,33.44631
LINC00251,2.51435,2.803749,3.03822,3.002672
LOC654841,2.493214,2.932588,3.1756,3.013259
LOC285819,2.944292,3.076521,3.334326,3.321049
FUT10,70.40553,118.293,122.7333,92.72443
LINC01999,2.724957,2.924465,3.221617,3.046082
LINC00486,6.436688,2.82843,3.054999,3.012878
,8.926888,2.709555,9.146603,12.61009
,2.486279,3.030262,3.339337,3.139794
lnc-MIB2-1,24.54622,21.12673,17.11145,20.53362
TOM1,2485.156,2714.256,2038.86,1697.794
,1958.268,2588.942,3239.114,2842.851
lnc-SUSD1-1,8.607836,11.50506,15.42968,19.08125
RNU11,2.325704,2.925475,4.509369,7.669068
LRRC77P,2.855975,3.049321,3.277071,3.25661
,58.57519,57.9006,50.36278,54.09891
M1AP,2.574177,6.536316,3.125966,3.118805
,17.51948,29.34509,26.0667,22.0715
,75995.41,92835.17,119567.0,112734.0
PDE4C,23.69524,30.28053,30.68369,17.62109
,3148.608,4178.756,5809.65,5460.231
LOC112267903,76.254,71.31708,75.22237,61.52281
IGKV1D-13,6.958088,2.870012,3.088225,4.443377
D21S2088E,117.1316,106.9661,178.8766,144.3935
LOC102724434,124.9231,224.9435,206.4923,175.7087
MAPK12,156.9133,186.4366,152.1238,128.9824
FAM41AY1,3.231106,3.397531,3.581697,3.552973
MKRN9P,2.893677,3.201907,3.510286,3.320794
,4.168949,2.860984,5.565487,2.978679
SIRT5,489.6645,705.4491,535.1712,484.4992
,2.474422,2.750883,3.002408,2.908788
LINC00692,2.390013,2.738573,2.982524,2.80153
OR10D3,4.55443,3.511351,7.101266,3.747554
OR10R3P,5.186163,5.076097,11.59458,3.461925
TDP1,3315.576,5035.438,3088.22,2334.218
UBR4,5137.906,7931.479,7794.494,6318.161
NR3C1,2509.107,3315.241,2474.98,1918.54
LINC01226,3.508904,3.218479,4.570109,3.411375
,2.593288,2.829415,3.163912,3.130303
DCAF4L2,7.967457,3.182632,8.710926,8.057604
PIGU,244.5861,402.1516,306.8634,214.9849
LINC00929,10.76428,8.760251,7.873846,14.42506
,27186.47,33748.65,30594.16,27072.42
LOC283140,10.73752,12.6404,13.09933,4.122233
,55.91068,34.3882,36.46826,28.13991
ADARB2,19.40916,18.60971,15.05195,9.405708
KRT8P12,561.612,780.1637,123.5348,113.8503
PRKACB,935.3327,1218.608,776.5466,844.5768
LINC01622,2.300986,3.926516,2.854987,2.698699
LOC285766,2.340185,2.727598,2.976065,4.263806
LOC101927759,19.13787,32.83232,40.56958,18.34448
lnc-AP002478.1-1,36.96312,35.8147,29.94679,33.53905
ASAP1,1141.722,1480.317,1346.023,1024.241
LINC01529,121.6797,115.9519,100.5844,84.17886
RPL32P3,28223.68,34011.55,33175.39,30842.39
CLIC2,29.96624,23.47879,18.20993,18.77167
LOC158434,2.810992,3.486622,3.958523,3.819371
LOC152048,28.0803,22.39224,20.85319,21.52724
MMEL1,3.432524,2.669564,3.733546,3.780011
SERAC1,105.3594,164.0602,130.7779,104.7499
PACRG-AS1,3.283506,3.41473,3.615364,3.657323
GK5,53.90808,68.09827,71.54411,50.4372
EIF1B-AS1,3.723002,13.36898,10.09542,10.67109
LINC00460,171.5143,266.9701,92.74287,99.03886
TLR8-AS1,33.18062,51.52453,135.3528,117.455
MT1DP,4.491601,5.680479,4.060617,3.888658
LINC01060,5.438203,4.993171,6.399919,5.959646
LOC340090,2.435083,2.986347,3.295154,3.11187
SBNO1,738.9342,895.935,549.0491,434.6592
SLC34A3,3.958053,3.005774,3.262636,3.106314
SLC36A3,7.705429,4.724612,2.983913,2.846759
LINC01549,2.54674,2.803081,3.022608,2.934682
CEBPB-AS1,3.135182,4.182878,3.755762,11.15583
LOC339593,2.346757,2.789952,3.032602,2.867136
SCAMP1-AS1,542.7616,690.2208,487.828,439.0388
PYGO1,78.06734,171.4897,216.4764,138.1839
MIR3936HG,8.20967,3.570684,4.034831,3.858077
LOC400655,2.532631,2.766335,2.999892,2.830758
TMEM65,229.3419,319.5988,340.7012,267.7183
,118.4549,182.1264,357.4974,326.1889
PAK1,2156.87,3512.236,1949.516,1525.528
JAK1,250.3319,325.1178,284.08,241.5675
EFCAB10,25.51122,27.51805,31.07065,21.57517
SNAR-E,34.96936,37.89608,46.65038,47.80333
RBM15-AS1,2.845905,3.569607,6.919412,3.886142
CYMP-AS1,2.255178,2.64892,2.878669,2.703734
LOC100506679,30335.73,38469.31,48453.11,42624.38
PWRN1,2.329251,4.858746,3.113314,2.932484
NAV2-AS4,11.8262,3.193325,15.46144,8.089361
TRABD2B,2.240927,2.645726,2.874965,2.700504
ACER2,35.2706,47.64128,38.11579,27.97294
,16.73867,28.88844,53.37212,44.88168
PIK3CD-AS1,80.11283,89.52599,80.90354,64.95759
LINC00939,4.524564,3.134632,3.442838,3.227236
SNORD12B,8.778683,6.136527,6.511467,3.341862
JMJD1C-AS1,330.1556,392.9294,308.1047,246.8259
,18.9125,24.40213,165.1798,129.3003
SNORA75,134.2394,187.8158,153.108,160.1935
ATP5MGL,2.577042,3.676732,3.355867,3.170049
ATP5MGL,17362.75,20137.43,17755.77,15551.83
OLFM3,2.50723,2.795474,2.988219,2.80651
LOC284950,4.296619,2.829857,3.179484,5.145219
LSM3,57.42278,58.00696,58.29534,49.95317
LINC00620,3.078694,3.005694,3.359473,3.267774
LINC00334,6.74546,6.147323,5.72635,8.893612
LOC100144595,2.603278,2.86558,3.247155,3.976409
LOC339803,433.7535,652.2452,463.128,409.9253
LINC00964,67.80473,69.50034,63.74782,55.63395
LINC00964,2.95539,3.27527,3.591867,3.403808
,8.519706,3.20158,5.88705,8.99315
KCNQ1-AS1,7.162988,3.984411,3.239128,6.703349
LRRC2-AS1,4.576405,3.028189,3.312823,3.136326
LINC00527,3.711135,3.113663,3.387871,3.166579
ERVH48-1,6.815662,9.923261,3.448977,6.050476
SNORA16B,18.38031,28.31463,61.09126,54.58505
CDRT7,2.524411,3.263893,3.563715,3.448088
,128.487,154.1906,113.6659,95.18589
C9orf135-DT,2.597114,2.827867,17.90413,7.585389
LINC00606,2.320285,2.877121,3.122843,2.967049
,215.216,212.2285,163.3712,147.0211
LOC399975,15.99863,22.91878,18.58608,10.95299
,447.4601,451.8539,387.5954,267.9472
ARHGEF10L,1373.867,1771.174,1582.802,1271.338
SNORA46,2.801048,3.173373,7.546919,10.86608
,740.3476,1040.079,1181.897,980.1063
RYR3,16.95164,28.3481,44.25316,35.68567
SNORA37,2.598485,2.854658,3.090999,3.071842
,139.1255,135.9417,247.6286,226.2792
LINC00504,5425.711,7824.257,15610.18,15914.25
,86.0794,117.4274,204.4918,184.1811
,4.46988,3.506369,9.47107,13.90113
PHACTR2-AS1,5.831023,3.228043,5.265546,8.52353
TRAF2,7718.498,10557.73,7645.979,6239.147
,3.480763,3.565942,3.845723,3.67481
,4.239342,2.992985,8.629093,4.518505
FNIP1,297.4514,227.5143,263.3108,282.9468
FNIP2,340.1468,525.9706,324.41,257.2371
,24.52604,38.24172,29.0265,24.09141
DLGAP1,2.341129,2.643178,2.87264,2.705357
,2.834727,3.553301,4.178199,3.816687
KDM8,249.9298,279.8149,227.8951,191.1262
LCAL1,3.240425,3.155097,6.81442,11.38218
lnc-PTN-2,2.324708,9.806319,3.925787,4.730816
HJURP,11071.91,15739.01,9405.816,7977.05
,5.240033,3.25505,5.906966,3.478832
DNAJA1P5,3937.958,5766.014,4085.741,3267.52
LOC286437,259.2496,414.6654,483.0722,463.0621
LOC107985856,1058.378,1136.122,1395.073,1136.065
,2.222786,2.701346,2.933158,4.870526
,2.526872,4.1866,4.280476,2.90228
SPATS2,668.3666,931.5531,1017.122,847.5327
,9.819412,12.11869,22.92116,23.96003
LINC02393,4.137164,2.675599,3.570893,2.732817
,2793.049,3598.287,4429.785,3762.187
LOC574538,3.026038,2.950036,3.30897,3.209124
HUWE1,1404.622,1790.126,1615.677,1274.869
LOC414300,2.843143,6.255005,3.252781,3.071594
,69.9474,77.97593,113.6263,112.2149
GABARAPL1,1112.705,1032.605,1310.929,876.2588
PKD1,2550.551,2782.724,2828.152,2809.205
SEMA3F,130.3704,172.4777,55.25808,44.76763
,8.295473,6.756012,10.67266,22.70973
LINC01761,863.633,1018.714,1280.536,1181.586
,7.814763,10.37827,8.905116,9.274048
TMSB4XP1,2.351793,3.016282,3.275054,3.094669
INSC,12.39946,90.5578,13.61138,14.60019
LINC02288,14.73514,20.83386,18.02475,15.42681
WDR6,1294.11,1609.144,1373.564,1138.573
,14.52499,16.57407,17.33403,9.826529
ACTR3BP2,20.66535,23.31544,26.41948,19.11486
LOC91548,59.49235,82.49094,131.1284,117.0905
LINC02135,2.527952,3.264641,3.565639,8.471697
PPARGC1B,238.5422,401.5211,347.8856,282.2093
LOC344967,166.3695,164.9398,110.4879,87.9003
SAMD11,470.1148,489.6668,432.8379,381.8593
LINC01019,2.401072,2.896245,3.188148,3.041261
,10.05753,23.61856,25.75933,29.11745
MAPK8IP2,14.83464,14.39156,8.057654,3.668106
RABL6,183.4995,333.7163,241.0798,195.401
PURPL,5.149821,12.81228,9.960595,21.42549
CTF1,27.55347,22.20045,28.24331,21.21124
,2.433444,2.709783,2.932972,2.810892
LINC00857,406.5565,578.958,546.6205,483.9429
FAM227A,3.772843,2.969313,3.185231,3.106515
LOC284898,2.597632,3.27293,3.614059,6.722392
CACNA1C,2.537971,3.27141,5.627625,3.487118
,3.502789,3.661917,3.920677,3.803471
DKFZp451B082,2.75881,3.388521,3.815265,4.029964
ANKRD18DP,13.51649,12.6345,16.24537,14.19744
,55012.33,68576.22,87811.15,83918.01
,3.472014,7.554367,4.020378,3.832811
CCDC112,43.08059,88.87535,69.41435,51.44886
,26.65097,16.69915,22.05531,24.31472
,2.221998,3.689128,3.612247,2.723465
,24.6959,49.92695,33.29379,38.02393
MGC4859,258.078,295.7725,350.5691,339.0727
SCARNA22,2.564178,3.076129,3.414258,3.328937
LINC01721,3.491679,3.667783,3.933407,3.810502
FAM25C,9.150699,3.646266,16.4004,8.153462
HAUS2,621.1857,694.7482,628.3019,501.3256
HAUS2,497.9508,699.4414,489.8786,400.4109
LOC389247,21.38118,39.45065,24.79481,34.92787
DNA2,235.1119,344.1906,293.1472,214.4673
LOC440028,116.1792,111.9916,157.0815,163.1113
SP3P,2.565611,2.865508,3.129673,2.937003
POU2F2,28.99276,40.01794,33.91103,24.79055
PABPC5-AS1,2.870928,3.713689,3.487875,3.29889
,67.80481,70.25455,76.18352,65.734
C19orf24,9182.812,11806.71,8987.666,7915.065
LINC00868,10.76895,7.69844,8.204169,5.802028
RNU4ATAC,39.26135,43.66097,31.65746,31.88715
SLC25A15,331.5299,567.7283,351.2246,287.7593
FRYL,419.1851,534.6035,526.5382,603.4704
FBXO25,59.88227,79.58572,80.9879,62.53687
MYO5B,8.703887,28.12656,16.91902,15.36228
,26.90586,20.00885,19.033,11.78648
THUMPD3-AS1,175.1666,232.7189,308.3338,257.9638
IKZF2,2.810844,3.818707,6.849332,3.097184
IKZF1,4.488821,3.398504,3.588732,3.587729
XLOC_l2_013457,2.523478,2.7917,3.046006,2.850082
,41.01273,79.53842,118.0329,137.7069
POLM,695.0782,1167.133,863.927,726.3887
MAGI1-IT1,6.803376,3.937678,3.648412,3.450308
CHD8,17.87018,28.27704,41.53015,43.11459
WDR11-AS1,2.395096,2.672448,2.902036,3.288539
ANGPTL2,336.9711,339.1955,415.0331,317.9725
,2.49049,3.185707,3.483384,3.290191
LINC01281,3.376455,3.514302,4.019403,3.876732
B4GALNT1,3859.177,4698.908,3768.096,3103.912
KRT19P2,3.852764,2.932169,5.226775,3.195708
C6orf141,2.30401,8.731982,4.240901,2.915434
LINC01483,2.568688,2.94676,3.219675,3.184098
FHL1,2283.898,1980.489,1900.559,1951.035
HSP90AA2P,19455.14,28236.48,19641.82,21151.21
,2.375649,3.081018,3.342176,3.178748
TRIM55,985.7437,1548.805,1289.426,904.3413
NRXN3,3.086407,3.241751,3.455142,3.335489
SCRT1,2.43683,3.074792,3.372703,3.15949
LINC00928,8.797008,7.826753,12.73451,17.53359
LIN54,416.5545,611.5991,352.5116,304.0781
CIRBP-AS1,222.7609,201.4395,235.0785,191.3185
PAX6-AS1,3.159558,3.151217,3.451955,3.247911
ALDOAP2,7.40538,4.602836,3.592222,3.112848
MBD5,100.8986,81.23096,118.4223,93.89799
KIAA0319L,299.1273,408.3467,354.89,283.9029
LINC02372,2.538537,4.61361,6.452424,3.494825
,2.666268,3.335045,3.709457,3.484284
EMC1-AS1,122.3024,141.2122,171.7984,145.798
LINC02153,4.777177,3.583938,3.896904,3.722634
C8orf34-AS1,2.903473,3.120764,3.416768,3.204327
KRT42P,7.98901,3.47409,3.799565,3.611145
LOC100240728,2.254752,2.810204,3.051897,2.869589
LINC02297,18.8851,23.20157,16.10894,18.55135
lnc-KBTBD5-2,2.452956,9.747229,3.293005,3.137769
,2.721712,3.241418,3.912119,3.781271
,2.433473,3.118351,3.401065,3.207691
BTBD18,2.287856,2.72498,2.95899,2.789546
lnc-FOXD4L6-3,2.786175,3.688184,3.9101,10.55656
LINC01305,3.228238,6.640955,3.573049,3.515532
MTMR10,1055.502,1341.239,978.2704,841.8932
TRABD,155.9906,219.0688,198.4006,151.9224
USP45,127.243,262.708,245.1971,172.7244
CFL1P1,3.426459,5.400405,3.933951,3.798111
ACTR3BP5,67.87076,60.34741,72.83713,74.69326
LINC01141,2.308401,3.259162,3.198152,4.157169
LOC254896,404.8468,506.4108,311.7346,296.3105
,3.168385,3.339803,3.536865,3.508304
C1orf143,5.19304,6.780451,4.810114,6.560916
,2.51865,11.71962,20.82802,21.33697
,1114.203,1295.057,1003.627,844.2623
OR7E19P,8.582133,6.787272,6.088099,7.614769
TEX41,30032.52,38264.07,33580.79,34037.99
MCM10,621.7255,869.8092,635.4696,520.1044
LINC01268,21.73632,30.53657,70.43006,51.84537
C5orf17,320.1041,336.9921,501.7284,414.7483
ATXN8,53.29567,80.79606,80.49391,47.20225
LOC283335,401.7953,419.8879,350.4047,331.1359
LOC100507634,4.501678,14.572,15.57044,8.895022
SNED1,263.1755,236.2719,242.6566,215.8829
LOC283665,6.70035,3.365558,3.751949,4.80152
SNAR-C3,2.47196,4.986717,7.145277,3.289501
LINC01432,8.125607,13.67322,15.2342,6.930864
,3.25944,7.144842,3.645642,3.984269
IGLV1-44,23.86603,23.76532,20.89286,8.608185
SMG6-IT1,2.506526,3.264175,6.228069,3.446643
SNHG25,18.3168,16.32135,21.17687,10.50072
DESI2,1582.052,2353.196,1560.362,1186.45
LOC440173,3.402345,3.582832,3.892605,3.717862
SMCR6,298.8949,291.0839,294.1069,267.1868
SMCR2,286.9517,252.158,277.7975,222.4899
LACTB2-AS1,3.386317,4.321355,7.543489,4.797934
LINC01697,2.424783,2.881881,3.16874,3.066322
JAK2,90.45977,170.4276,87.15696,99.01859
NAA25,845.4384,1216.192,963.3287,729.3299
PIK3AP1,4.356122,14.41401,17.00208,13.22034
TRIM39-RPP21,8061.426,11007.5,7041.594,6213.859
RSU1P2,2.683201,3.260213,3.778022,6.017166
EPHB2,114.3152,154.8998,241.9295,194.3783
,24.25087,33.55644,82.89703,74.35915
CSF3R,52.38949,65.02175,70.01942,55.92711
IRGM,13.70885,11.93988,4.592498,4.298435
GRASP-AS1,83.23323,91.42106,66.46072,56.1635
POT1,1738.834,1778.884,1498.816,338.5313
,11278.05,17244.16,12083.69,10757.63
CACNA1G-AS1,3.426845,11.9822,3.704615,3.534563
ZCCHC10,796.9804,1133.647,922.8877,756.0265
LMF1,2.451238,2.93243,3.232363,3.122455
,19.48145,15.04976,16.64591,4.325247
NFIX,74.41899,86.57162,83.37123,87.06996
PIP5K1P1,3.103367,3.230447,3.463683,3.294708
LOC147004,6.48983,2.996696,6.647269,3.290417
NAV2-AS5,3.295063,3.470974,3.78786,3.590545
PPA2,8433.458,10300.2,8930.596,7159.837
,6.354958,2.806462,7.798418,6.02685
GS1-600G8.3,2.61525,2.876086,3.141628,2.940251
LINC01252,12.9446,13.27406,31.02627,24.92623
HRAT92,2.260815,2.84179,4.161399,2.910895
RSBN1,226.8004,387.376,245.0054,229.7872
BCO2,14.25197,15.40908,22.14215,13.72834
SNORA70B,12.13488,11.31837,12.97307,10.11882
MECOM,934.6253,1458.597,1323.904,1179.981
LOC284798,3.036736,3.224524,3.529206,3.31272
LINC01907,2.650131,6.543603,8.615626,8.54459
LINC00673,3.289149,5.158169,4.960324,3.638401
KCNT2,2.424391,2.698375,2.922815,4.852252
SNORA22,11.42496,10.03694,16.87831,2.958213
DBIL5P2,150.8213,198.9903,270.2216,246.3229
TMCO1-AS1,20.05901,19.44598,21.70917,24.29704
PARPBP,132.4485,225.5172,214.681,215.5595
PTK6,179682.2,195957.9,207178.8,222545.9
ZNF34,54.66304,101.729,104.9346,89.61222
ANTXR2,2132.993,2638.892,2945.507,2575.892
VPS11,2209.061,2427.868,1562.494,1349.315
APELA,2.899528,3.265078,3.588994,3.394401
BOLA3-AS1,3.27172,3.234167,3.541823,6.71743
LINC02447,2.345341,5.415758,3.265466,6.957753
TP73-AS1,14.66592,27.0712,36.53614,35.78498
LINC01099,2.312446,2.639414,7.018157,3.394166
SNHG7,24423.25,28486.83,32542.38,28614.02
ITFG1-AS1,8.84084,16.04044,9.737883,9.497206
LOC442497,2.396366,2.936007,3.377624,3.039194
LOC100505918,2.696548,3.111679,3.413645,3.232077
LOC101928597,5.390373,24.10428,14.92658,2.723122
LINC02150,3.2103,3.046039,3.378467,3.151616
GIHCG,26.55653,47.10961,34.54772,26.13321
LBX2-AS1,104.3925,123.6471,146.7687,115.3513
AADACP1,2.346539,3.035402,3.289316,3.127327
SYNJ2-IT1,5.762255,11.47044,29.43101,13.35992
SHANK2-AS1,2.893614,3.086554,5.783083,3.157276
LOC101929319,2.453527,3.023949,3.328866,3.133591
LINC01858,2.439467,3.039616,3.352527,3.150473
LINC01859,9.550385,7.020586,3.53465,5.512815
LIPC-AS1,2.99451,3.165163,3.461248,3.238562
LINC00382,6.317307,6.161863,3.156933,3.042547
ZNRD1ASP,22.44454,86.82159,78.8716,86.30471
LOC101928053,378.7352,519.4104,714.0371,600.1221
LNCNEF,2.355165,3.020707,3.281085,3.099807
ZBTB20-AS4,1063.946,1378.4,1978.778,1632.701
LINC01447,2.857322,3.29799,3.678214,3.46441
LOC101929128,127.6817,141.1862,192.6245,174.8076
LOC101928264,10.34128,7.213712,3.781825,4.776212
LINC02502,2.791621,5.918787,3.209575,3.030042
LINC00382,3.48579,3.642532,3.926838,3.780748
LOC101929128,126.3499,160.4325,162.7601,160.0603
MINCR,913.009,1120.477,731.3951,800.6034
CDH13,2.552248,3.058527,3.391856,3.306608
CREB1,160.2118,273.3343,263.3541,232.8891
SLC2A11,45100.14,55923.35,77333.21,67706.45
ZNF518A,72.08008,94.35393,97.92172,106.7966
ZNF518A,31.95504,39.6276,46.28785,52.93137
ZNF518A,18.48319,28.94365,29.2876,21.2957
KIZ,5.608108,4.023101,3.612108,3.242152
LINC00674,453.4071,579.7412,463.262,399.0469
MPV17L,11.00022,25.86778,39.51732,33.05561
ILDR2,548.059,706.1151,624.6844,514.0323
ELP2,375.6335,389.6822,404.9543,389.0872
STARD13,20.6968,5.101804,35.94054,25.16267
KRT16,4.565964,3.574476,4.039641,5.895372
,2.417126,2.778784,3.027323,2.84869
CWC15,2.863863,7.347772,11.2212,3.046705
CWC15,1760.717,2762.673,2078.562,1767.054
YTHDF3,341.2768,319.3245,352.4714,356.3355
SLC13A4,2.685966,2.905972,3.172644,2.964438
PARN,76.22012,119.1831,88.67813,89.00402
SHISA5,19.09468,35.65087,61.16637,69.74654
PRIM2,153.0057,209.203,141.0972,148.5767
ZCCHC18,144.7448,121.2491,128.7242,97.95082
SLC12A5,196.588,193.4106,152.8301,136.4749
ATG9B,14.30998,9.794483,5.514139,8.030457
ATG9B,3.2604,3.360604,3.585218,3.600042
ATG9B,86.07038,113.2805,121.2213,114.7944
MPRIP,127.1131,146.3362,252.5187,181.7682
ANKRD36BP2,2.436769,3.063316,3.384511,6.182153
ANKRD36BP2,2.72413,3.218192,3.546105,5.288666
SNHG1,498.1689,730.7117,569.1174,464.9158
NOP14-AS1,129.3672,150.2256,130.7336,137.2015
SOX2-OT,4.978559,2.889276,3.128584,2.966501
NOP14-AS1,88.8241,101.2542,118.0218,87.31229
LINC00671,15.94915,27.38302,16.96385,12.81028
lnc-SERPINC1-1,5820.609,6046.769,11620.07,10434.0
EPHA5-AS1,3.126409,2.878331,3.142492,2.936054
LINC00476,204.6736,170.8213,125.9089,161.5581
LINC00856,10.79535,15.8961,8.316927,6.668956
LINC00689,53.25085,53.46315,45.23297,26.25337
,5.258709,4.310058,5.143034,6.662635
GIHCG,1377.055,1966.771,1412.492,1407.746
LOC101928264,19.35524,12.62247,19.21215,5.197296
GIHCG,164.0463,229.0135,158.6911,144.1281
LINC02453,3.434913,3.474694,3.722956,3.547304
LINC00880,3.037928,3.296819,3.612754,3.415636
GIHCG,1415.189,2047.466,1376.596,1401.63
NDUFV3,78.26468,91.05693,67.56013,56.26857
LINC02325,28.18826,26.80041,22.59122,31.848
VPS33B-DT,21.16671,31.06578,38.24391,34.59628
PAX8-AS1,10.09839,11.61536,17.36525,17.86772
LRRC77P,2.832084,3.547961,4.002773,3.810644
lnc-GTF2F2-2,31.18174,33.06066,55.47444,37.27549
TTC28-AS1,3.208192,3.416886,3.736723,3.538566
LOC283177,2.8395,7.634898,8.634297,3.89702
ITGA9-AS1,11.20218,18.27259,14.05151,12.46116
TTC28-AS1,199.424,314.7056,275.5565,295.5128
RBM26-AS1,80.76859,115.5202,83.9912,67.47995
LINC01205,2.237782,2.72819,2.969601,2.788425
LOC283177,2.413009,3.149178,3.425499,3.274159
