NAME	TITLE	SCORE	
STAG1	stromal antigen 1	0.85220194	
ELOVL7	ELOVL family member 7, elongation of long chain fatty acids (yeast)	0.85185987	
USP39	ubiquitin specific peptidase 39	0.85099226	
RAB17	RAB17, member RAS oncogene family	0.8503627	
CENPA	centromere protein A	0.8494726	
CEACAM16	carcinoembryonic antigen-related cell adhesion molecule 16	0.84944713	
SNORD21	small nucleolar RNA, C/D box 21	0.84921265	
COMMD5	COMM domain containing 5	0.84890306	
RYR2	ryanodine receptor 2 (cardiac)	0.8487604	
AP2A1	adaptor-related protein complex 2, alpha 1 subunit	0.8484175	
APOBEC3A	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3A	0.84813315	
LOC148709	-	0.84801775	
DGCR9	DiGeorge syndrome critical region gene 9	0.84775347	
HRG	histidine-rich glycoprotein	0.8474922	
FLJ20021	-	0.8472515	
SNORD7	small nucleolar RNA, C/D box 7	0.8472496	
ANKRD50	ankyrin repeat domain 50	0.8469832	
SMARCAD1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1	0.84652597	
MEGF6	multiple EGF-like-domains 6	0.8450943	
MPDU1	mannose-P-dolichol utilization defect 1	0.8440994	
LOC285540	-	0.8431702	
ATOH7	atonal homolog 7 (Drosophila)	0.84293497	
SIRT3	sirtuin (silent mating type information regulation 2 homolog) 3 (S. cerevisiae)	0.84292	
DUSP26	dual specificity phosphatase 26 (putative)	0.84248334	
RGAG1	retrotransposon gag domain containing 1	0.8420528	
CUL7	cullin 7	0.84166425	
OMA1	OMA1 homolog, zinc metallopeptidase (S. cerevisiae)	0.8406358	
RRAGD	Ras-related GTP binding D	0.8403681	
HSPB7	heat shock 27kDa protein family, member 7 (cardiovascular)	0.84002596	
TMED6	transmembrane emp24 protein transport domain containing 6	0.83977145	
LOC283710	-	0.8386055	
OTC	ornithine carbamoyltransferase	0.83673304	
CTHRC1	collagen triple helix repeat containing 1	0.8362855	
YPEL4	yippee-like 4 (Drosophila)	0.83627427	
LANCL1	LanC lantibiotic synthetase component C-like 1 (bacterial)	0.8359328	
ALOX5	arachidonate 5-lipoxygenase	0.83586055	
NPTXR	neuronal pentraxin receptor	0.83527577	
CLEC2D	C-type lectin domain family 2, member D	0.83521557	
XPA	xeroderma pigmentosum, complementation group A	0.8349047	
GTF2A1	general transcription factor IIA, 1, 19/37kDa	0.83481765	
TIMD4	T-cell immunoglobulin and mucin domain containing 4	0.8346837	
PHKB	phosphorylase kinase, beta	0.83453673	
TMEM64	transmembrane protein 64	0.8345259	
GLRX2	glutaredoxin 2	0.83404154	
SLC23A3	solute carrier family 23 (nucleobase transporters), member 3	0.8331352	
MLLT11	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11	0.83294266	
CTTNBP2	cortactin binding protein 2	0.83255327	
LRFN2	leucine rich repeat and fibronectin type III domain containing 2	0.8323911	
ZNF25	zinc finger protein 25	0.82895637	
ATP13A2	ATPase type 13A2	0.82883096	
HCG11	HLA complex group 11	0.82851404	
LNP1	leukemia NUP98 fusion partner 1	0.8276359	
PIGZ	phosphatidylinositol glycan anchor biosynthesis, class Z	0.82615	
NANOG	Nanog homeobox	0.82578737	
RASA4	RAS p21 protein activator 4	0.8241263	
GRAMD1C	GRAM domain containing 1C	0.8237068	
FAM66B	family with sequence similarity 66, member B	0.8236308	
FGF17	fibroblast growth factor 17	0.8234771	
MTRR	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	0.8228453	
PCDHGA8	protocadherin gamma subfamily A, 8	0.8219198	
ETV2	ets variant gene 2	0.8207482	
RBM20	RNA binding motif protein 20	0.8206456	
GUCA1B	guanylate cyclase activator 1B (retina)	0.820103	
XYLT1	xylosyltransferase I	0.8200153	
SNORA30	small nucleolar RNA, H/ACA box 30	0.8184504	
ROBO1	roundabout, axon guidance receptor, homolog 1 (Drosophila)	0.8174859	
STYX	serine/threonine/tyrosine interacting protein	0.8168849	
BARX1	BarH-like homeobox 1	0.81683534	
ANXA13	annexin A13	0.8163743	
SNAI3	snail homolog 3 (Drosophila)	0.81503505	
TUB	tubby homolog (mouse)	0.8149609	
RPS27	ribosomal protein S27 (metallopanstimulin 1)	0.81466055	
RNF7	ring finger protein 7	0.81393147	
PCYOX1	prenylcysteine oxidase 1	0.8135119	
FREM2	FRAS1 related extracellular matrix protein 2	0.8124217	
OSBPL10	oxysterol binding protein-like 10	0.8120111	
PLRG1	pleiotropic regulator 1 (PRL1 homolog, Arabidopsis)	0.8110357	
LYRM1	LYR motif containing 1	0.8109329	
PSD3	pleckstrin and Sec7 domain containing 3	0.81091106	
SLC25A19	solute carrier family 25 (mitochondrial deoxynucleotide carrier), member 19	0.8108645	
RPS4X	ribosomal protein S4, X-linked	0.8105457	
SLC22A9	solute carrier family 22 (organic anion/cation transporter), member 9	0.8095487	
TMC3	transmembrane channel-like 3	0.8092852	
TSGA10	testis specific, 10	0.80780727	
SULF2	sulfatase 2	0.80651546	
GADD45G	growth arrest and DNA-damage-inducible, gamma	0.80637	
APBA1	amyloid beta (A4) precursor protein-binding, family A, member 1 (X11)	0.8062346	
ABHD1	abhydrolase domain containing 1	0.80606425	
FSIP2	fibrous sheath interacting protein 2	0.8059624	
TMEM42	transmembrane protein 42	0.80563486	
SLC26A10	solute carrier family 26, member 10	0.8053096	
SLC16A14	solute carrier family 16, member 14 (monocarboxylic acid transporter 14)	0.80518997	
ABCA4	ATP-binding cassette, sub-family A (ABC1), member 4	0.80440086	
GUCY2D	guanylate cyclase 2D, membrane (retina-specific)	0.8034008	
PYCR1	pyrroline-5-carboxylate reductase 1	0.803179	
CHRNE	cholinergic receptor, nicotinic, epsilon	0.8020022	
RPS6	ribosomal protein S6	0.8007973	
NAT2	N-acetyltransferase 2 (arylamine N-acetyltransferase)	0.8006617	
WEE1	WEE1 homolog (S. pombe)	0.80061	
PCDHB3	protocadherin beta 3	0.7991194	
SORT1	sortilin 1	0.79907143	
SPRY4	sprouty homolog 4 (Drosophila)	0.7981094	
PDIA2	protein disulfide isomerase family A, member 2	0.79803574	
DNAJC5B	DnaJ (Hsp40) homolog, subfamily C, member 5 beta	0.7973307	
EDN2	endothelin 2	0.7966807	
SLC5A11	solute carrier family 5 (sodium/glucose cotransporter), member 11	0.79641825	
NMT2	N-myristoyltransferase 2	0.7955941	
EEF1A1	eukaryotic translation elongation factor 1 alpha 1	0.7950239	
MMP11	matrix metallopeptidase 11 (stromelysin 3)	0.7948323	
LOC344887	-	0.794809	
ALG14	asparagine-linked glycosylation 14 homolog (yeast)	0.79449904	
SULT4A1	sulfotransferase family 4A, member 1	0.7942864	
HEATR2	HEAT repeat containing 2	0.7940103	
CKMT2	creatine kinase, mitochondrial 2 (sarcomeric)	0.7931454	
TRO	trophinin	0.7921023	
YPEL3	yippee-like 3 (Drosophila)	0.7915747	
ZNF506	zinc finger protein 506	0.7911442	
RAP2A	RAP2A, member of RAS oncogene family	0.790979	
FHL2	four and a half LIM domains 2	0.79094255	
CCDC24	coiled-coil domain containing 24	0.7905892	
TMEM81	transmembrane protein 81	0.7904878	
CD274	CD274 molecule	0.7893931	
GAL3ST1	galactose-3-O-sulfotransferase 1	0.7887402	
CETN2	centrin, EF-hand protein, 2	0.7882386	
PGBD4	piggyBac transposable element derived 4	0.7880448	
NMUR1	neuromedin U receptor 1	0.78792214	
FBXO32	F-box protein 32	0.7878803	
RASSF1	Ras association (RalGDS/AF-6) domain family 1	0.786391	
KRT85	keratin 85	0.7856137	
ARHGEF9	Cdc42 guanine nucleotide exchange factor (GEF) 9	0.7850144	
SNORD57	small nucleolar RNA, C/D box 57	0.7844885	
MRPL33	mitochondrial ribosomal protein L33	0.7840095	
FANCA	Fanconi anemia, complementation group A	0.7839324	
EDAR	ectodysplasin A receptor	0.7838027	
SPINT2	serine peptidase inhibitor, Kunitz type, 2	0.783566	
TMEM19	transmembrane protein 19	0.7834341	
ETNK2	ethanolamine kinase 2	0.7834172	
ULK3	unc-51-like kinase 3 (C. elegans)	0.78337264	
HES2	hairy and enhancer of split 2 (Drosophila)	0.7829548	
GLRX5	glutaredoxin 5 homolog (S. cerevisiae)	0.7828456	
PARD6B	par-6 partitioning defective 6 homolog beta (C. elegans)	0.7822897	
FER1L5	fer-1-like 5 (C. elegans)	0.782124	
KCNB1	potassium voltage-gated channel, Shab-related subfamily, member 1	0.78199553	
RHBDL1	rhomboid, veinlet-like 1 (Drosophila)	0.78164494	
INE1	inactivation escape 1	0.78124493	
EEF1G	eukaryotic translation elongation factor 1 gamma	0.780888	
QPCTL	glutaminyl-peptide cyclotransferase-like	0.7808801	
SLC17A1	solute carrier family 17 (sodium phosphate), member 1	0.78007084	
ABAT	4-aminobutyrate aminotransferase	0.77996206	
CDK10	cyclin-dependent kinase (CDC2-like) 10	0.77925074	
RDH10	retinol dehydrogenase 10 (all-trans)	0.77913207	
DRD1	dopamine receptor D1	0.77834606	
SNX30	sorting nexin family member 30	0.77772814	
SGIP1	SH3-domain GRB2-like (endophilin) interacting protein 1	0.7776897	
NIPSNAP3B	nipsnap homolog 3B (C. elegans)	0.7773218	
ANKRD46	ankyrin repeat domain 46	0.7760834	
TTLL7	tubulin tyrosine ligase-like family, member 7	0.7755111	
UBE2C	ubiquitin-conjugating enzyme E2C	0.77546334	
TNS4	tensin 4	0.77538264	
FBXW9	F-box and WD-40 domain protein 9	0.7752797	
NCAPH	non-SMC condensin I complex, subunit H	0.77479905	
ZDHHC19	zinc finger, DHHC-type containing 19	0.773442	
ANXA10	annexin A10	0.7733043	
MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	0.7731004	
IL7R	interleukin 7 receptor	0.7726507	
SNORA9	small nucleolar RNA, H/ACA box 9	0.7720279	
CALU	calumenin	0.77194726	
LRRK2	leucine-rich repeat kinase 2	0.7711388	
OPN3	opsin 3 (encephalopsin, panopsin)	0.7701818	
KSR2	kinase suppressor of ras 2	0.7693961	
UST	uronyl-2-sulfotransferase	0.7680881	
PDK4	pyruvate dehydrogenase kinase, isozyme 4	0.76804197	
DTWD2	DTW domain containing 2	0.7677916	
RHCG	Rh family, C glycoprotein	0.76753557	
ZWILCH	Zwilch, kinetochore associated, homolog (Drosophila)	0.76733595	
ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	0.7664593	
CRIP3	cysteine-rich protein 3	0.7661094	
SNORA59B	small nucleolar RNA, H/ACA box 59B	0.7658345	
RPLP0	ribosomal protein, large, P0	0.76512194	
AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	0.7648533	
ARL15	ADP-ribosylation factor-like 15	0.7643226	
RNF170	ring finger protein 170	0.7636101	
FAM83D	family with sequence similarity 83, member D	0.7635394	
NUDCD2	NudC domain containing 2	0.76334786	
NCDN	neurochondrin	0.7625363	
TTPA	tocopherol (alpha) transfer protein (ataxia (Friedreich-like) with vitamin E deficiency)	0.76244825	
SUSD4	sushi domain containing 4	0.7623564	
HSF4	heat shock transcription factor 4	0.761374	
TMEM91	transmembrane protein 91	0.7613248	
S100A14	S100 calcium binding protein A14	0.7608464	
WDR60	WD repeat domain 60	0.7603361	
MSH6	mutS homolog 6 (E. coli)	0.76032984	
BPI	bactericidal/permeability-increasing protein	0.76029336	
FAM20B	family with sequence similarity 20, member B	0.75953233	
TBC1D22A	TBC1 domain family, member 22A	0.7593558	
TMEM100	transmembrane protein 100	0.7590141	
HRSP12	heat-responsive protein 12	0.7590079	
KDELR3	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3	0.75898975	
NAP1L5	nucleosome assembly protein 1-like 5	0.7589521	
KAL1	Kallmann syndrome 1 sequence	0.75884163	
RDH16	retinol dehydrogenase 16 (all-trans)	0.75881153	
SULT1E1	sulfotransferase family 1E, estrogen-preferring, member 1	0.7585474	
KIAA1804	-	0.7584455	
ASAH2	N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2	0.7584451	
FBXO24	F-box protein 24	0.75749326	
PKHD1L1	polycystic kidney and hepatic disease 1 (autosomal recessive)-like 1	0.7574015	
ACADM	acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain	0.7566208	
TICAM2	toll-like receptor adaptor molecule 2	0.75546044	
IL2RA	interleukin 2 receptor, alpha	0.75476223	
FAM90A2P	family with sequence similarity 90, member A2 pseudogene	0.75475514	
MOCS2	molybdenum cofactor synthesis 2	0.7547174	
R3HDM2	R3H domain containing 2	0.75459486	
RNASE4	ribonuclease, RNase A family, 4	0.7543994	
CLDN19	claudin 19	0.7537627	
NGFRAP1	nerve growth factor receptor (TNFRSF16) associated protein 1	0.7531838	
PCDHA11	protocadherin alpha 11	0.75312775	
DEF6	differentially expressed in FDCP 6 homolog (mouse)	0.75285995	
FECH	ferrochelatase (protoporphyria)	0.75239915	
ZBTB26	zinc finger and BTB domain containing 26	0.7501106	
TYW3	tRNA-yW synthesizing protein 3 homolog (S. cerevisiae)	0.74995255	
ZFP14	zinc finger protein 14 homolog (mouse)	0.7498135	
CENPF	centromere protein F, 350/400ka (mitosin)	0.748992	
MARCH1	membrane-associated ring finger (C3HC4) 1	0.7481167	
ANKRD24	ankyrin repeat domain 24	0.74806845	
PAFAH2	platelet-activating factor acetylhydrolase 2, 40kDa	0.74751586	
MTHFD2L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like	0.74725	
ZNF396	zinc finger protein 396	0.7469649	
NPR2	natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B)	0.74639666	
RTDR1	rhabdoid tumor deletion region gene 1	0.7458667	
RCOR3	REST corepressor 3	0.7448036	
SLC39A8	solute carrier family 39 (zinc transporter), member 8	0.74479026	
CD180	CD180 molecule	0.7445254	
RAB40B	RAB40B, member RAS oncogene family	0.74416506	
LSS	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)	0.7440687	
RPL23	ribosomal protein L23	0.74388194	
ELOVL4	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4	0.7435404	
MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)	0.7430353	
SPATA18	spermatogenesis associated 18 homolog (rat)	0.7430116	
ZNF589	zinc finger protein 589	0.74272585	
CR1	complement component (3b/4b) receptor 1 (Knops blood group)	0.74260694	
OTUD3	OTU domain containing 3	0.7424964	
LRP4	low density lipoprotein receptor-related protein 4	0.7414695	
LARP4	La ribonucleoprotein domain family, member 4	0.74117744	
TMOD2	tropomodulin 2 (neuronal)	0.7406713	
NBPF13P	neuroblastoma breakpoint family, member 13 (pseudogene)	0.74016976	
SLC10A5	solute carrier family 10 (sodium/bile acid cotransporter family), member 5	0.7399205	
FBXL4	F-box and leucine-rich repeat protein 4	0.73981225	
CMTM4	CKLF-like MARVEL transmembrane domain containing 4	0.73966527	
DYNLT3	dynein, light chain, Tctex-type 3	0.7392252	
FN3K	fructosamine 3 kinase	0.7392147	
GSTM4	glutathione S-transferase M4	0.7385809	
PSMD2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 2	0.73849	
UQCRBP1	ubiquinol-cytochrome c reductase binding protein pseudogene 1	0.7384875	
USP54	ubiquitin specific peptidase 54	0.7361065	
LOC441204	-	0.7358561	
SAMD14	sterile alpha motif domain containing 14	0.73552364	
CYP2A13	cytochrome P450, family 2, subfamily A, polypeptide 13	0.7348673	
ZDHHC1	zinc finger, DHHC-type containing 1	0.73434556	
ENDOG	endonuclease G	0.73388964	
LOC254128	-	0.733431	
KRT86	keratin 86	0.7329845	
TRAM1L1	translocation associated membrane protein 1-like 1	0.73234105	
MYL6B	myosin, light chain 6B, alkali, smooth muscle and non-muscle	0.73203623	
NRIP2	nuclear receptor interacting protein 2	0.7316428	
SLTM	SAFB-like, transcription modulator	0.7313225	
NEDD4	neural precursor cell expressed, developmentally down-regulated 4	0.7309113	
KLHL13	kelch-like 13 (Drosophila)	0.73067546	
PPWD1	peptidylprolyl isomerase domain and WD repeat containing 1	0.7304874	
NSUN7	NOL1/NOP2/Sun domain family, member 7	0.7299071	
TBC1D8B	TBC1 domain family, member 8B (with GRAM domain)	0.7290904	
AMOT	angiomotin	0.7275833	
OCA2	oculocutaneous albinism II (pink-eye dilution homolog, mouse)	0.7272091	
EVI5	ecotropic viral integration site 5	0.72700614	
TBC1D19	TBC1 domain family, member 19	0.7268668	
FOXD1	forkhead box D1	0.7267486	
RHOBTB3	Rho-related BTB domain containing 3	0.72642505	
TTC3	tetratricopeptide repeat domain 3	0.7262405	
PNLDC1	poly(A)-specific ribonuclease (PARN)-like domain containing 1	0.72584206	
TRIM61	tripartite motif-containing 61	0.72555727	
BTLA	B and T lymphocyte associated	0.7250059	
APOL4	apolipoprotein L, 4	0.72410345	
VAT1	vesicle amine transport protein 1 homolog (T californica)	0.7239503	
ST18	suppression of tumorigenicity 18 (breast carcinoma) (zinc finger protein)	0.72385913	
CD9	CD9 molecule	0.7232734	
KLHDC2	kelch domain containing 2	0.7231162	
WNT10B	wingless-type MMTV integration site family, member 10B	0.7224331	
RGS11	regulator of G-protein signalling 11	0.7221009	
TMEM135	transmembrane protein 135	0.7207367	
SARDH	sarcosine dehydrogenase	0.7207273	
KCNE2	potassium voltage-gated channel, Isk-related family, member 2	0.7206922	
KIF5C	kinesin family member 5C	0.7204952	
RASD2	RASD family, member 2	0.72021836	
PARD6G	par-6 partitioning defective 6 homolog gamma (C. elegans)	0.7194888	
SNORA7B	small nucleolar RNA, H/ACA box 7B	0.7194702	
OAT	ornithine aminotransferase (gyrate atrophy)	0.71854407	
ARNT	aryl hydrocarbon receptor nuclear translocator	0.71801347	
CSF3R	colony stimulating factor 3 receptor (granulocyte)	0.7179805	
SNHG8	small nucleolar RNA host gene (non-protein coding) 8	0.71792525	
KCNIP3	Kv channel interacting protein 3, calsenilin	0.7176283	
TMEM14A	transmembrane protein 14A	0.71729666	
HS3ST2	heparan sulfate (glucosamine) 3-O-sulfotransferase 2	0.717112	
EHHADH	enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase	0.7170129	
TDRKH	tudor and KH domain containing	0.71648556	
ULK2	unc-51-like kinase 2 (C. elegans)	0.7162265	
CKLF	chemokine-like factor	0.71580046	
SPINK9	-	0.7151302	
INHBE	inhibin, beta E	0.71508867	
ARNTL	aryl hydrocarbon receptor nuclear translocator-like	0.7135695	
PCDHA4	protocadherin alpha 4	0.71323246	
SNX16	sorting nexin 16	0.7129593	
NOXA1	NADPH oxidase activator 1	0.71218383	
MARVELD1	MARVEL domain containing 1	0.7115922	
NAALADL2	N-acetylated alpha-linked acidic dipeptidase-like 2	0.7114407	
PVT1	Pvt1 oncogene homolog, MYC activator (mouse)	0.7114246	
LOC653513	-	0.71062267	
PODXL2	podocalyxin-like 2	0.71035427	
KCTD3	potassium channel tetramerisation domain containing 3	0.7101848	
HIST1H1C	histone cluster 1, H1c	0.71012	
ACBD6	acyl-Coenzyme A binding domain containing 6	0.70962965	
KRT6C	keratin 6C	0.7092568	
TDRD3	tudor domain containing 3	0.70899314	
CYP2D6	cytochrome P450, family 2, subfamily D, polypeptide 6	0.7080889	
KRTAP5-7	keratin associated protein 5-7	0.7076119	
RPS23	ribosomal protein S23	0.7075502	
CKAP2	cytoskeleton associated protein 2	0.70748544	
RPLP1	ribosomal protein, large, P1	0.7074151	
B4GALNT1	beta-1,4-N-acetyl-galactosaminyl transferase 1	0.7067367	
PLLP	plasma membrane proteolipid (plasmolipin)	0.70624775	
RGS18	regulator of G-protein signalling 18	0.7060485	
RAB3IP	RAB3A interacting protein (rabin3)	0.70573413	
PRRT3	proline-rich transmembrane protein 3	0.70573205	
RBKS	ribokinase	0.70516396	
POLD4	polymerase (DNA-directed), delta 4	0.7051604	
SLC7A6	solute carrier family 7 (cationic amino acid transporter, y+ system), member 6	0.7040072	
NINJ2	ninjurin 2	0.7035795	
CCDC65	coiled-coil domain containing 65	0.7034032	
ATG4D	ATG4 autophagy related 4 homolog D (S. cerevisiae)	0.7033486	
C1D	-	0.70318663	
L2HGDH	L-2-hydroxyglutarate dehydrogenase	0.70311564	
UNC13A	unc-13 homolog A (C. elegans)	0.7029954	
SNORD48	small nucleolar RNA, C/D box 48	0.7026402	
SLC4A5	solute carrier family 4, sodium bicarbonate cotransporter, member 5	0.702507	
FLJ31306	-	0.70231885	
KLRC2	killer cell lectin-like receptor subfamily C, member 2	0.7021975	
KRTAP5-9	keratin associated protein 5-9	0.7018855	
USP51	ubiquitin specific peptidase 51	0.70137286	
FGF18	fibroblast growth factor 18	0.7012233	
BDH2	3-hydroxybutyrate dehydrogenase, type 2	0.700615	
TRIM58	tripartite motif-containing 58	0.700467	
PPP3CA	protein phosphatase 3 (formerly 2B), catalytic subunit, alpha isoform (calcineurin A alpha)	0.7004241	
ACP6	acid phosphatase 6, lysophosphatidic	0.70002174	
GMFG	glia maturation factor, gamma	0.6996672	
SEPHS2	selenophosphate synthetase 2	0.6994694	
AR	androgen receptor (dihydrotestosterone receptor; testicular feminization; spinal and bulbar muscular atrophy; Kennedy disease)	0.6993757	
SPINK1	serine peptidase inhibitor, Kazal type 1	0.6988358	
TNNI1	troponin I type 1 (skeletal, slow)	0.6982193	
METTL7A	methyltransferase like 7A	0.6975582	
XYLB	xylulokinase homolog (H. influenzae)	0.69715065	
ZNF367	zinc finger protein 367	0.69713867	
ZNF692	zinc finger protein 692	0.6967252	
SYTL4	synaptotagmin-like 4 (granuphilin-a)	0.69625264	
