,001_C_Female,001_F_Female,002_A_Male,002_C_Male,014_D_Female,015_A_Female,015_D_Female,015_E_Male,022_B_Male,022_F_Male,023_B_Male,023_D_Female,023_E_Male,029_A_Male,029_E_Female,030_B_Male,030_E_Male,030_F_Male,033_A_Female,033_C_Male,033_D_Male,054_B_Male,054_D_Female,054_F_Female,072_C_Male,072_F_Male,087_A_Female,087_C_Female,087_E_Male,623b_Male,624_Male,657_Female,668_Male,701_Female,705_Male,777_Female,784b_Female
ABCB10,21.3615299356284,21.260527358799,21.0692609426096,21.279100437092,20.5556750802724,21.2819775547178,14.4663314220828,21.4069461132354,20.4165965392349,20.8871901166471,21.3300459087602,21.1665468262331,21.3975012538194,21.1605331377671,20.5174377593549,20.7692050798045,20.4370012182011,20.6195098393183,17.8040301581049,20.4630453537408,20.5137372325952,20.5228515975385,20.4391988280465,20.3450359229544,20.6141688326822,20.6135520838626,20.7475128219291,20.729688779825,21.4185804594839,8.93663793900257,9.41574176829009,9.5077946401987,9.31288295528435,9.4797802640291,9.4178525148859,9.04712391211403,9.65284497300198
ABCB11,22.4046265475336,22.2692899358019,22.4837082869856,22.1400967538669,12.0660891904578,22.0808529768784,22.1081843197468,22.1092041714682,22.4051144489242,22.149083452967,22.2623776265979,22.4162488663202,19.2005179053344,22.2290209095755,22.1289222603457,21.9785516195268,22.1370045627104,21.8983821785472,22.2892202220217,22.3154740994013,22.3404388192499,22.2363362945616,22.1024893278246,22.1857060293208,22.1959296444213,22.2672764785039,21.9733578916249,21.8684846095706,21.8684288428866,8.73470962022584,8.84549005094438,8.81057163474115,8.93663793900257,8.92481250360578,5.52356195605701,8.66533591718518,8.73470962022584
ABCB4,22.6287278673905,22.4856659615108,22.5575127825801,22.3938442136422,18.8455084275475,22.2870072027447,22.2876458787923,22.396045509734,19.0311169385356,22.2711954181181,18.827190719978,22.3553976102865,22.3323398250324,22.4092891511911,18.9332814737688,21.8853079849666,22.1634549743191,22.1287281630229,22.3583805049328,22.2696914343237,22.1589024051884,22.6007244003621,15.8052400498867,22.353202565734,22.1693402948316,22.5088613092984,22.1196675028954,21.8912975570718,22.1953310518441,8.71424551766612,8.91288933622996,8.90388184573618,9.01680828768655,8.97441458980553,8.94251450533924,8.80413102118332,8.94251450533924
ABCB5,22.5270786746779,22.2644706630479,19.3720211842392,22.24185342435,22.1234511167094,22.064970325294,21.9753767480882,22.339848100458,22.4431168123208,22.2077870910914,22.1067846386076,22.293328227638,22.3326900166072,22.240052353223,22.0442903840326,22.0754184317996,21.8408071149635,21.8895162177353,22.3614126688376,22.1776899133403,22.1706500509487,22.265777270512,22.2559509080827,22.4187047499405,22.1770624067169,22.1320901857923,21.9113085936711,18.6536953019764,22.0261009187102,8.7279204545632,8.90388184573618,8.95710204156229,8.99435343685886,8.94836723158468,8.82654848729091,8.85174904141606,8.77807712953536
ABCB6,19.952980069149,23.1907830460476,19.9665547372864,23.1336130696901,22.8270257291474,20.1265784492822,23.2261140388138,20.0660287334389,23.1586341862806,22.9809881444914,23.2368356597171,20.238790730649,20.2613603877659,23.1456094223075,22.6197966065715,22.8796670023675,22.7915961421293,22.9082438081975,23.2049213820043,23.0349426640577,23.0017255015477,19.9849816234595,23.0766332788255,19.4846400131466,19.9487137064707,23.1876622717722,20.1358833507862,19.8926584277829,20.1940738899714,8.98299357469431,9.45121111183233,9.44708322620965,6.18982455888002,9.38801728534514,6.37503943134692,9.23840473932508,9.76818432477693
ABCB7,20.9964693510419,20.9081770941285,21.3487535441335,20.5210089714782,20.4087464359295,21.2331415840576,21.0738035790656,21.0411143435023,20.7738362335707,20.6594062707042,20.9379850922442,14.2806982856409,21.6998558115002,20.6591100625165,20.0468269244038,20.5599437064128,20.8082069181731,20.35334177228,21.181427696708,20.6756090763889,20.7127990115817,20.1535742965703,20.5416761261847,16.8027687742828,20.4742149180458,20.7514410860893,20.9962996954793,21.0013944491383,21.5400390936669,9.91587937883577,10.5430318202552,10.5924570372681,6.83289001416474,10.632995197143,10.6008421143873,6.4594316186373,10.9693865213423
ABCB8,20.4267008687781,17.0286399398681,20.3155575715987,20.2689485599107,22.7723409549734,20.3635177364463,23.0837617253208,20.0345316666128,20.0236447243197,22.8815514619662,16.7015772126474,20.0731478458759,20.4078859628496,16.6361714416359,23.0334248500216,22.7823357944328,23.0001733480973,22.8522645101232,19.9846660002224,23.171000523908,19.5554316863439,20.09354909702,23.1862180879336,23.0997410750066,20.0722844125269,20.3841576787152,23.2011059722799,22.8152505717849,16.7207920064032,9.26912667914942,9.5274770060604,9.43671154213721,9.54496443278924,9.54496443278924,9.70390357344466,9.29691620687929,9.80896417491926
ABCB9,22.7886578028607,22.5520881216274,22.6773013460784,22.3910746815639,22.4806435378127,22.4503818975429,22.2274308615716,22.2757818017867,22.4051396448879,22.288614908692,22.4992683050495,15.7927394656492,22.5092475435246,22.3338459739639,18.8761541888196,22.2903417733274,22.2242307760104,21.9970957313699,22.6517152375793,22.5124675324226,22.350212442682,22.441286703827,22.5052576814563,22.6210878079445,22.3036873955864,22.5094502871896,22.3976949984061,22.1688006376873,22.4098627308196,8.75488750216347,8.97727992349992,8.99435343685886,9.19721669311005,8.86727873970966,9.01122725542325,8.74146698640115,9.12670447284319
ABCC1,22.7056123507285,22.60692226734,22.85068340975,22.4213591258124,22.421906360954,22.4874588200855,22.552961021695,22.6169411685193,22.431953301997,22.8765832674055,22.4147030402485,19.2225237118318,22.7855516452442,22.5432940731878,22.5189854099327,22.2555870568521,22.2927117190006,22.1691270870778,22.709474063808,22.5937505936542,22.5269502496263,22.5674529481847,22.6861991420271,22.5078193147733,22.2643690043165,22.4793265978596,22.5043139610267,22.2997373701246,22.5413017869121,5.4262647547021,9.19229281447077,9.24555270625568,9.38154295118458,9.15987133677839,9.2667865406949,9.00562454919388,5.83289001416474
ABCC10,20.4355766715237,20.3755114568561,17.0806301848909,20.2049865851845,23.0212326408903,20.4128292727457,20.0827688682,20.365166895572,20.1045859571236,20.1102666405222,20.1744246868273,20.2581657408985,20.278424501965,20.2477363284823,23.1644576835961,19.9628183594571,23.2228884814222,22.9223798789598,20.2278192123002,20.0135475862359,20.0413904499015,20.2471197292265,20.1477750739784,20.7123422722772,20.0175941100461,20.0383711355809,16.862988400341,20.0248880508851,20.6320402483552,9.16992500144231,9.88264304936184,9.8008998999203,10.3847837500934,9.62935662007961,10.319672120947,9.41996017784789,10.2288186904959
ABCC11,22.8485242826671,22.7133643745128,21.0582115473607,22.4903258056358,22.4059423439234,20.9179593434439,22.445225119352,22.472810530644,21.0224084212755,20.9963935548487,22.4113265153456,20.8297656499128,22.6728635263225,22.5266005940234,22.4030781314931,22.3192817097194,22.2394409083895,22.3829481829409,22.6747365923357,22.7030107038899,21.0225715514743,22.7355746638839,22.7767933236476,22.7981682014212,22.7394342778164,22.5186281007651,22.5151443193442,20.7227630465891,22.6013443346709,8.85571922136095,9.03226350473491,9.16912445162576,9.08540997541374,9.04301108100202,9.0778241844461,7.25172654650673,9.08500652693622
ABCC12,22.3506227957007,22.5553539788655,22.21526369925,22.1542890634276,18.6399271083116,22.1491650321803,22.0351182424653,22.222116829671,22.3497207286917,18.7125807351006,22.0713143961846,22.1075781920884,22.3179877557351,22.3482181007006,21.8306405386353,21.8014277391856,21.8672312231037,21.9912560992833,18.9502255301743,22.1448607864979,22.2256861066515,22.2714704370538,22.2645250690037,22.1400695979389,22.2089127368181,22.2768053934664,21.8910950405525,21.7403889372121,21.8716999803947,8.63299519714296,9.01122725542325,8.96289600533726,8.83920378809694,8.79116288855502,8.85798099512757,5.58496250072116,8.6582114827518
ABCC13,22.6259526830022,22.420010085501,22.7165850388562,22.3737577212827,22.3658705585586,22.2828202283231,22.2446695856697,22.3927351661469,22.5306579003342,17.395421236878,22.2349066081681,22.3811903684051,22.3884520621306,22.3625351632161,22.164167411517,19.0241714760546,22.3322824733189,22.1217929804562,22.6734411742336,22.4348635640153,22.4871332691907,22.6692106022828,22.6668691810074,22.4988084203321,22.3066638147938,22.2827179688726,22.3390222624652,22.1201796428414,22.180364410426,8.7226852799229,9.00085252996529,7.3942572163033,7.45616400634355,8.83934132909581,9.05064931673356,8.84218940286528,8.87931981851229
ABCC2,22.7504751521536,22.6715548876819,22.7141127999208,19.3983449754567,22.2527254819034,22.593702046385,22.5395166681658,22.4256118728418,22.5530404992532,22.3825876168086,22.3845271358464,22.382084381945,22.5034890031009,22.5598107070205,22.4337764374382,19.123320703427,22.3906066720139,22.3654590159124,22.7095277019551,22.6762855337028,19.1357493604101,22.7637331051623,22.5597348685448,22.4626410572616,22.2462877139415,22.4458380589552,19.068382057542,22.2044421899755,22.4621055643917,8.84235034341381,9.1006623390052,9.11374216604919,9.16490692667569,9.12670447284319,9.02790599656988,8.98299357469431,8.98299357469431
ABCC3,21.0264396906389,21.1456305663275,13.8059453518029,20.1130591798892,20.2264498252028,17.1441005563635,20.2775757323122,20.8529744310645,20.1989713276975,21.0214863152629,20.2185998914847,20.5596814291938,20.7486670406084,20.4586359013048,22.9084648223306,20.7294415106973,20.7362763982807,20.5027881096184,21.4153270889965,20.2857532677059,17.2809247875804,20.8569604094166,20.5201179562727,20.4876575347953,20.1761439239498,21.1456983494789,21.1839097420947,20.2502671861966,20.8352562917502,9.1006623390052,10.3987436919382,10.3094763538411,10.4115109880121,10.3094763538411,11.3487281542311,9.44914864537544,10.7039035734447
ABCC4,23.1853423225581,23.1186686462814,23.2313673946112,22.6888402111668,22.6413814808151,22.8518744477991,22.9562774186916,22.9465122476059,22.7121235067491,23.0101845518556,22.6399588942537,22.944125265012,22.9494455927775,19.6553368032564,22.4476258363549,22.4040490623071,22.9350981297603,22.5506173972624,23.1891869230669,22.6188339983012,22.7618898194164,23.0471395588742,22.9602597089588,22.8244413846404,22.5382403311649,22.910124644652,19.695212995954,22.4910694375842,22.8423827642147,8.87344411251538,9.27146302790437,9.23601419190008,9.27612440527424,9.2807707701306,9.32192809488736,8.84549005094438,9.2807707701306
ABCC5,19.9386025686623,20.7420207740799,20.7248308284812,22.7396293828694,21.7869693604785,21.849440350648,21.6383839060501,20.8087793040274,22.7092921334002,21.6704631898446,21.7490292803834,20.6630204817,19.7975045664828,20.7713660311562,21.5670080817568,21.5174114577122,22.7939773500356,22.6327389074004,21.0136354065942,21.7659519549497,21.7570777017184,21.6341215646098,20.5915917949774,22.7613388998934,21.6785620265981,20.7838552542261,21.0646920707127,20.588316576918,19.8084319201708,8.90654549578059,8.19468838673471,8.22901977082601,9.39945555051108,9.32955285200205,7.1891850243566,9.02556095200278,9.3949055252882
ABCC6,22.5263001267407,22.3923475018077,22.540771564264,22.3094199396268,22.2125485735295,22.2029629585445,22.1067372604455,22.1514229897352,22.3677764594608,21.4047131687443,21.2666662697631,22.264250108522,22.3504113246583,22.4113183099118,22.1879900219828,22.0688896069854,21.1727934767714,22.0845455913426,22.3458310502286,22.4388238038783,21.5424737790028,21.6011838731111,22.3712660543644,21.5648175721256,20.4635529466023,21.5261621147009,22.0269733015667,21.0479080818831,21.1789932410762,8.6088004795191,8.0891380909168,8.85328766393162,8.14077892790288,8.79667595367999,8.75148031709635,8.74241430589257,7.96144563234695
ABCC8,22.4500080290228,22.240224466055,22.4391194210256,22.163843737363,22.0164641857319,22.3561674253997,22.3313070571871,22.2141492266826,22.3764394117239,22.3421861911252,22.0163495802027,22.3208041289132,22.296311593724,22.3752648560527,22.0887319599685,18.7243506400774,22.1441889540867,22.0960404704306,22.3511786500144,22.3705043682458,22.2027760915215,22.3760228203017,22.2678416725932,22.3514714594579,22.0864828953338,22.4463493310347,21.9901202414078,21.9305161001624,22.0143937620884,8.61470984411521,8.8703647195834,8.83289001416474,9.01680828768655,8.82654848729091,8.91587937883577,8.66533591718518,8.95419631038687
ABCC9,22.4531352366309,22.4704903373585,20.988623701575,22.2498205150326,20.4346204889197,20.7552469664043,22.170992502901,22.2287919948078,22.4761363811168,20.4665466318053,20.48133541085,22.2377930706276,22.4217528121782,22.2684391870498,22.1432328971513,22.0023839280122,22.1563334767458,22.1164699720237,20.9829575198494,22.2487533216577,22.3040212383464,22.3541408735684,22.4562040008308,20.6215979207201,22.1838569781325,22.1314486909665,22.0976971594686,21.9380181513121,20.4624446795048,8.62167533205512,8.92034594122078,7.27447114426825,8.96318274800778,8.91580207277182,8.84344173668464,8.70676438338732,8.70249591980168
ABCD1,21.9320116434563,18.5884461734662,22.1872892133297,21.958094852763,21.0145262845721,20.3658385816593,21.7640463824058,21.6076593132244,21.7028748552815,21.6649025985574,20.1159869938577,21.3093934449873,21.4474612162481,19.7742595354193,21.336672822897,21.4966607534615,21.4246425962202,19.7687848466974,21.6885254088128,21.6419882242451,21.3497784392707,21.7333854942369,20.0363675343843,21.5170586731335,21.6287234962021,21.7370281642002,21.6632527881162,21.4649873393005,21.5198001463323,9.32805529015117,8.1300187105533,9.93036391183626,8.5182209730251,10.0427407680822,8.34482157440928,9.32417879100483,10.1522157702325
ABCD2,22.2916217970688,22.2647332244286,22.3947311526931,22.0181838753629,22.0259830222822,18.6217299577466,22.067402847677,22.084816820314,22.1301598423016,21.9652474007819,21.9938326090667,18.731040542789,22.2480488737802,22.0556703555142,21.9830148052185,21.9083427739358,21.9593687864902,21.7820027727928,22.2670429641396,22.208426384615,22.2466408717202,22.3638823597147,22.134285299796,22.13197561824,22.0157199375988,22.0088184056577,21.9597204111353,21.7875128329795,21.9385946697237,8.59618975614441,8.7279204545632,8.81378119121704,8.83289001416474,8.8008998999203,5.4262647547021,5.4262647547021,8.7279204545632
ABCD3,20.4962120815684,20.4064448172575,17.4015378757576,20.0788882946374,23.1545588638544,20.4887404168414,20.2121804950893,20.3575809980849,23.134132512112,23.2457337373788,17.139601311884,20.1680146533431,20.1988274871976,20.0354622873225,22.9538451123578,20.3596530583363,20.4788091110691,19.9320503490151,20.0354958482822,20.2830555616607,20.2984508252488,23.2151404382499,20.2697122623994,19.9444890244507,19.9718536430285,23.0898451597477,20.5448107112493,20.4274642628535,20.5350399108395,8.98299357469431,9.46352437327118,9.44086916761087,9.42836017270429,9.5372184005386,6.35755200461808,8.96000193206808,9.65642486327778
ABCD4,22.8361590229263,22.9114803145718,22.7227381274788,22.7289215264474,22.5304299135301,22.8893017520397,22.8447272154175,22.6767753474099,22.8173621520235,22.6437916879595,19.3155299323331,22.8212399091134,22.9307586294218,22.7797415941484,22.4524267664785,22.692928741723,22.6705747823295,22.3792112377692,22.8980924322372,22.8383258537518,22.9493271407481,19.5595115302467,19.5732607101257,22.8516253396387,22.7172402646977,22.5069774798864,22.8396145893982,23.0514084412597,23.0702135017705,8.79441586635011,9.2240016741981,9.30606168942834,9.4655664048094,9.30606168942834,9.27612440527424,9.07146236255662,9.5077946401987
ABCE1,22.5880192663083,20.6478163793164,22.3084426530809,22.1161194046964,21.9861922459999,22.0514108867736,22.1289193173089,21.9573388249529,22.1846412474203,22.0866719464334,22.0113036774584,22.1587963628982,21.3122188331327,22.3013475143394,21.9941004834008,20.1421644520977,21.8567685359833,20.091969745224,20.7665061489422,22.0744448768747,20.6259944285977,22.0996991837189,22.1747374624828,22.0199379641537,22.0791266389994,22.0460348004968,21.9313644248554,21.6756708270463,22.0346690090448,8.5077946401987,8.66814866856125,8.72166605028795,8.73836123760374,6.95695893125124,8.63223504517138,8.76378431887196,8.67137590718472
ABCF1,18.6940347609418,21.5236017734158,21.6396396020696,22.975726247915,21.3993419899303,21.8221552587262,21.5903293008105,21.573426497599,21.5997090879618,21.5316446967485,21.463509657715,21.2323646060734,23.2005300889295,23.0300294594691,22.644730835166,21.5242154730303,21.5715487849132,21.4232261004674,21.6486688954225,21.6757416277612,22.8515774672985,21.5691892739068,19.9365371323673,21.3436173180561,21.2793652136005,22.9828935422364,20.2941891078778,21.67222083537,21.8080692229073,10.9609633147032,10.0653757659103,8.51372624602571,10.5979299882859,11.7994005292372,10.4910260783929,9.31186395775048,10.4745296927566
